n_harmonics,base_freq,magnitudes,instruments
9,1.3425616254301853,"[-0.34643895  0.25813712  1.60875054 -0.81883236  0.96198502 -0.63221447
  1.29665936 -1.47257303  1.31381435]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.995442266900577,-0.6518506564989347
-2.981872615184377,-0.7819684450573943
-2.9799003857612125,-0.7883568775490765
-2.978757491712293,-0.8071835780806694
-2.9579126125416324,-1.0596210205977956
-2.9536047429487313,-1.07991204587043
-2.9535125701417533,-1.1167317858257535
-2.9494083937715647,-1.176096278604865
-2.9484851968505232,-1.1742027305111322
-2.9463623670154533,-1.2140865030427974
-2.941351157184191,-1.244813691072367
-2.934079034240614,-1.3755932073106574
-2.9328771547818517,-1.3732643247928227
-2.9223180627340457,-1.501217349080438
-2.9185376966242984,-1.5392336800797222
-2.9180957989566245,-1.5301857396165905
-2.906917888338028,-1.672714533520592
-2.89687718636496,-1.7580758158566299
-2.890779582435102,-1.8676776776130384
-2.873461617424875,-1.9944759115166037
-2.872621841237784,-2.0292766300040554
-2.8696607278315023,-2.0450828661287006
-2.8663328270726223,-2.069765555315025
-2.859216945856012,-2.1102295172666223
-2.8579237892880833,-2.124595152578541
-2.848065106949197,-2.1601186805657515
-2.847578250020577,-2.133796263684405
-2.8445345512862485,-2.2085960667583144
-2.8372815680060217,-2.223224017885442
-2.836458910395441,-2.2329019237298073
-2.820908519250544,-2.2226829317490115
-2.820219892475272,-2.2399223806028816
-2.819129090226717,-2.2008560223204556
-2.817175038914967,-2.248372405816916
-2.8135520458261976,-2.216624755412233
-2.8130579342860393,-2.2303777860518266
-2.8121631320875737,-2.2240304107263023
-2.802835202150387,-2.2054690671369057
-2.7993263890955573,-2.136715324429298
-2.79874119271322,-2.2013632274148547
-2.7981048834163174,-2.168085237063599
-2.7790246390916806,-2.038946123322301
-2.7768044134909227,-2.0366677715480734
-2.765172700046935,-1.93596249309931
-2.7444861991378504,-1.660936120902826
-2.740533989740077,-1.6170107045986015
-2.730751753804828,-1.4625354508523007
-2.727799818850663,-1.410289058776837
-2.722122911900199,-1.3048446295906393
-2.7218282499806774,-1.2964394720447467
-2.720571157081793,-1.2547733442804168
-2.7182359728199224,-1.2127846045146196
-2.712563197923832,-1.1047410555930655
-2.712449917328576,-1.1015299546629995
-2.7114877957222276,-1.0528133580470056
-2.6755497391564056,-0.30872317448322306
-2.672958920220969,-0.27107920353525367
-2.665858385219358,-0.09085849359602147
-2.657649748744901,0.10955838209908952
-2.6562558910524334,0.14121832693125522
-2.6540331913842192,0.19272602066281028
-2.6538074333047517,0.17115343163814722
-2.6536791420721006,0.18748455540969067
-2.6498553151122852,0.2639093629205399
-2.648740403528696,0.2928335672820487
-2.6456115361373946,0.3916959856401
-2.6418308386589056,0.4702516503579547
-2.6214128156979655,0.9451224788118378
-2.621016414958221,0.9402751050741655
-2.6152220185409916,1.0628000045715984
-2.6050472687006527,1.2855250734036459
-2.6010750697947738,1.409239111851027
-2.5926832454557953,1.557451877587068
-2.592483977620709,1.5877706648131062
-2.5891011860819493,1.6054401070841764
-2.5677932880028376,1.9962723673292064
-2.5590208951116042,2.148591729292562
-2.5311948857539734,2.491397399748208
-2.529503538911672,2.46637183882478
-2.52871350115498,2.464580412220544
-2.528215043188355,2.460511171804594
-2.5276690166080327,2.4901148701786977
-2.522463396456594,2.5022111338700848
-2.5212369225310924,2.476908191604304
-2.5198621932237852,2.521483483504624
-2.5135154936682405,2.5443197009485385
-2.5079934736519434,2.5689220106281536
-2.5077221385564243,2.564070056692497
-2.494712288228083,2.586825782299111
-2.491296780977069,2.5995382867704913
-2.4847546095636965,2.573775960919786
-2.48221002634932,2.5455309491840388
-2.4804257820684787,2.5913603580435116
-2.478973842471615,2.5663743152148064
-2.4763969892752797,2.5524534102435865
-2.4740527202294897,2.5609410892723075
-2.4736773974629624,2.5441236765265587
-2.473577418333111,2.551927368498346
-2.464968961512869,2.526583157397368
-2.46380923430287,2.4770021265654716
-2.4596717933402434,2.421452418939773
-2.4579729278110305,2.4403313912814717
-2.4578757783756178,2.445351305761252
-2.446117899302335,2.342274921143732
-2.4451090504449833,2.330564393091262
-2.43802223226716,2.2688496059755425
-2.434453096994513,2.243237031052864
-2.430933644322227,2.155547483207598
-2.4252887913282786,2.0888256058943337
-2.418421472987704,2.019037446168291
-2.4122034338621154,1.9116441120628227
-2.409560364324813,1.8948935750845062
-2.4009370204106717,1.7652921486657385
-2.4005327171813122,1.7134828697632765
-2.3996541576145725,1.6821556917232776
-2.3808410749344033,1.3510069740664814
-2.3802374935216024,1.3549493728833248
-2.3787496228133995,1.3520802113991341
-2.3727045496304733,1.224344630816793
-2.3624428500188634,1.0656251988882681
-2.361920055390808,1.0318145137536807
-2.3566416498927207,0.9276949125423503
-2.3552154033314867,0.9260374480318952
-2.333125164587935,0.4969656621934854
-2.332200965766266,0.49764897666319474
-2.3311894901924184,0.45078334189693126
-2.329103265987603,0.4018634162288329
-2.318096042889646,0.19936790395060103
-2.3130121516813453,0.1484841949598634
-2.3006799008692402,-0.04093285330231726
-2.293287753706098,-0.19359089930697537
-2.286927043454764,-0.27393209784874617
-2.2830627156617935,-0.31267021712654886
-2.2828469428022933,-0.34342092706384975
-2.2507496711792196,-0.6769308610665254
-2.2507442552140087,-0.6811507252272077
-2.243884449615277,-0.7330688299718024
-2.2322006207775993,-0.8106108724069754
-2.231862464857203,-0.7997107800391096
-2.2281630052526893,-0.8352512091402384
-2.227192159985708,-0.8054247456431998
-2.218297306301528,-0.8406621668993692
-2.218194337550063,-0.8678509125391668
-2.2090114932661087,-0.8649361067183895
-2.196932423856623,-0.8751856401391284
-2.194359716701479,-0.861226987133273
-2.1904527326004732,-0.8355107907072289
-2.1894874471865267,-0.8390517248206475
-2.188417217515664,-0.8578069710217251
-2.1251360927037366,-0.3392349988079191
-2.108922860931017,-0.1015466506963952
-2.1034705004949945,-0.05767862736221922
-2.0866984518285223,0.20547351969374458
-2.081428115552787,0.297420124314197
-2.0682447355747176,0.47521583530802763
-2.067687449577038,0.48686998000774157
-2.0501300289292193,0.7558434783689599
-2.0424491519768555,0.8603218871098331
-2.028900392313171,1.0838539813065238
-2.0281318028933266,1.0929577886523443
-2.0179851025456124,1.2289846880211157
-2.0162978815583585,1.243183119722543
-2.01598950890385,1.2503437068708245
-2.0041051078979937,1.4177206328044678
-2.0025796300426264,1.4166527325303608
-2.0005730270098097,1.447926935925546
-1.99523618300615,1.4775718694612765
-1.9946679043031579,1.5042461932775517
-1.9907115531162576,1.5795101006462848
-1.9859761171866435,1.5672133697861037
-1.9811770025891586,1.6273921531184585
-1.9805825599697884,1.6573547968794482
-1.9767155715733389,1.7058643825865243
-1.971479373707436,1.7592827968339693
-1.962911959197418,1.7974662542702908
-1.9547302888622002,1.850624122171672
-1.953864650448552,1.8467147088427598
-1.9411269905203448,1.9385604020121139
-1.9368320493570188,1.9291063012528458
-1.9267134952290446,1.947291079126719
-1.925134435183541,1.9473067440888336
-1.9236323472647874,1.9350755584894885
-1.9233456140447607,1.9790231024174516
-1.918936216631557,1.9400453837768648
-1.9122717309570234,1.9727841117564773
-1.912141080570855,1.9526261993133485
-1.8920803157546504,1.9428504222501395
-1.887883147835051,1.8974365421067036
-1.8827718482066753,1.9079899453382723
-1.8794313123245787,1.8806363016872203
-1.8718640070435684,1.8651386212871177
-1.8670896850428331,1.778948148341274
-1.8656802268765518,1.7668721078351233
-1.858513075762508,1.748455962776566
-1.8492152581307257,1.6740276980477504
-1.8438726696899597,1.6232913357599899
-1.8406954948601106,1.6127103499185513
-1.8386084595678576,1.6021837962813494
-1.8378937742321335,1.595576383227481
-1.834085031059514,1.5360504411777562
-1.831067524225358,1.5085101326688173
-1.8290466037716162,1.472362910535595
-1.8261242977211158,1.4630200149061723
-1.8251244630181647,1.4510073892233166
-1.8226566828857462,1.4255718946780167
-1.8225230569636142,1.4244855420154963
-1.8095740551207102,1.2661603227460925
-1.8090772121607837,1.2762303829244208
-1.8079815647731763,1.28490312072872
-1.8064843294280022,1.2540375472331011
-1.8064621525737106,1.2258767657793537
-1.804577041925343,1.234438010451412
-1.8043497148490626,1.198170519829733
-1.8020041173928907,1.1797878232304568
-1.8016158141831977,1.1745112590477138
-1.7990660872216722,1.1847367059485066
-1.7959017425057564,1.125169429571563
-1.7958867046742337,1.1392756512088946
-1.7915880062606335,1.0721427823873486
-1.7781666597089794,0.8882613363100168
-1.7701237198061455,0.7811943518096264
-1.7491635414787758,0.5125441307777532
-1.7488603023835911,0.46546791947185523
-1.7462835260274567,0.4356172494853681
-1.739434639126746,0.36785054355225805
-1.7330263184696073,0.29944686659153896
-1.731836202543113,0.247604427428473
-1.7249298517665372,0.1784598402822536
-1.7239137397543356,0.20218220496463069
-1.7214982729145742,0.15020527179100135
-1.7119383023971713,0.012564988745528312
-1.7007695069615882,-0.1466115668626158
-1.6997199493274,-0.15191151267540762
-1.6910555071478544,-0.26644754738922705
-1.6904404717378254,-0.21717936208959365
-1.6880944849363682,-0.2914068575656032
-1.6852041800355553,-0.2980626287292507
-1.6803077653916145,-0.3684670817035047
-1.6685244848060754,-0.4729734329693998
-1.6656983049497762,-0.5245566710237939
-1.651230953095528,-0.685247687804044
-1.6486518238889152,-0.6894139951485284
-1.6417445465460097,-0.7264793223432331
-1.641081954855182,-0.7285585679859401
-1.6287935533194178,-0.8034839563549204
-1.6231871408339884,-0.8731126474903291
-1.6227482274491227,-0.8719815099123887
-1.6216115500119515,-0.9063939365506113
-1.6173479997660676,-0.9311631147351276
-1.6036265280720483,-1.0071888794394706
-1.5936538507997817,-1.068064463619534
-1.5885064851892385,-1.0661397968229014
-1.5865665016993464,-1.0769588487408916
-1.5650169152120872,-1.1557727343901552
-1.5619602438535722,-1.1749840628710777
-1.5617429983119668,-1.17318829846797
-1.5598479180444997,-1.1607235347073341
-1.5533238622687637,-1.1643296531916658
