n_harmonics,base_freq,magnitudes,instruments
10,1.796657575470598,"[-1.40284726 -0.99726446 -0.76667478 -0.45414758  0.19149119 -0.40587638
  0.39091328 -0.22678059 -0.23296189 -0.05268822]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9979933173419067,-0.191135622034632
-2.995185906163941,-0.33316479119756026
-2.986658318682811,-0.7497898270891592
-2.9674464972998242,-1.6443608487043142
-2.965977669391211,-1.707493461231277
-2.965076030149042,-1.7480332180460192
-2.962336736066215,-1.8659457244310618
-2.9614679424533983,-1.9033565236065872
-2.958683774044554,-2.016987699477768
-2.956587297440544,-2.1091260610911085
-2.9552766317891366,-2.161878036285386
-2.9520556368114974,-2.288341663424073
-2.931822885771423,-3.0064907939146255
-2.9267395456231156,-3.158860364271064
-2.9263268095560626,-3.172969311760454
-2.91811490513221,-3.395469761962471
-2.913480809155137,-3.510567577235042
-2.902805679343623,-3.7334434606163414
-2.9018671760744446,-3.7508352607709257
-2.896390723254627,-3.8414144847956915
-2.8924354323596315,-3.9008181640981396
-2.8884711080018297,-3.950894612549232
-2.886121310768308,-3.977550562751705
-2.882252145137445,-4.013046072609478
-2.8612404106333655,-4.104139894467444
-2.8342748289113526,-3.9439322605830878
-2.8301181977911893,-3.8963684235970906
-2.824833183052273,-3.822475039147936
-2.8220928359725663,-3.7838441263942384
-2.8212312601162095,-3.766478761719839
-2.8201713797594543,-3.750439178176029
-2.819619148901774,-3.740193897781055
-2.813620111990489,-3.638956175768799
-2.8120856123893123,-3.6099804530980024
-2.803902219723595,-3.4467770483361564
-2.7964673526067854,-3.2779513919708436
-2.7916162839813023,-3.157928782185306
-2.775546976540403,-2.733208808619838
-2.774377924877278,-2.6988927203361093
-2.768503709022834,-2.5237387718884623
-2.7640910469918865,-2.3931425912053683
-2.7606917836034905,-2.286177482074339
-2.7584117333803277,-2.216553261308297
-2.751634134843509,-1.9967818747016757
-2.7376923715943207,-1.5351049542694166
-2.730630750669623,-1.2918162491804932
-2.7279090241599624,-1.195024398859598
-2.724372978519573,-1.0719850235043824
-2.707891577916802,-0.48604296353272236
-2.6965061165901805,-0.0856178009302029
-2.6873757431354055,0.2382411236664088
-2.676601473421793,0.61470808237062
-2.6657746688537203,0.9797541860142991
-2.6632733828251736,1.058262205706948
-2.657140321953648,1.2605673105462163
-2.6342595865565346,1.9507013933932242
-2.634098675762739,1.955537629061224
-2.6257774852863984,2.1816583010083286
-2.625638888274672,2.184288462367388
-2.6120686015361025,2.52243792475306
-2.601361039587867,2.757247311295095
-2.599847657026583,2.787311647310647
-2.5957232516870805,2.867200129218567
-2.5879263742768366,3.008602981211298
-2.5875465361604033,3.0167077322207887
-2.5857019244059547,3.0480818302882056
-2.5855832650256554,3.0490323979413607
-2.584151845170061,3.0701106000656297
-2.581358715795996,3.1188808678434907
-2.5792463988689307,3.1490503811931307
-2.573682418287559,3.224303984141792
-2.571829335472917,3.2508028297796794
-2.5637486253702777,3.3457291845278943
-2.5583630645918154,3.3988259550870468
-2.555828413319375,3.4233164714658444
-2.5555238235113933,3.4236308422106236
-2.5390934816115296,3.532346724706302
-2.536884144399063,3.5439779471446524
-2.5347475393950276,3.548963375325386
-2.523688791352681,3.576183486682764
-2.522773166329144,3.5788949250219706
-2.5212850659055386,3.5802472659361957
-2.516483379832264,3.581610804074304
-2.4983862167752484,3.5553773829344446
-2.496760182268252,3.5525541338037323
-2.4877603826912535,3.5186131334225563
-2.4836398461378315,3.500898613191609
-2.4800856374294904,3.4854647860716894
-2.478042788475439,3.480798422555182
-2.474181019683673,3.4658881209808508
-2.4699806266634194,3.4470894315450282
-2.4656141568344365,3.4227928406006676
-2.4582105978506994,3.387305646283808
-2.4552733870839862,3.375175443627363
-2.4528906841633047,3.3687230255280647
-2.409677141497517,3.2649178102593
-2.4090817156742723,3.265812480878893
-2.4022066824392905,3.2711943210538847
-2.396029281165938,3.281915462700642
-2.3773390274002635,3.3617701563721205
-2.374130077175416,3.382590856485561
-2.369633435932432,3.4097487161002715
-2.355638224311309,3.5241260812735606
-2.3427830030642696,3.6462039047374954
-2.339213373216014,3.6849278689461626
-2.337866656136603,3.699892093765921
-2.3370810765978307,3.7045610929320927
-2.3279676504702893,3.8045031540568535
-2.3250404145428263,3.8366185400526107
-2.322320292273097,3.8686774301538858
-2.3210005296550342,3.8812265326517097
-2.311547126162819,3.984214800349286
-2.301268653264235,4.087850440420101
-2.299499550655018,4.106112790217352
-2.291553366400878,4.179912934291318
-2.2877521782270396,4.208587434730184
-2.257527243785228,4.328315700228433
-2.249561003180589,4.315928147866323
-2.245284784640126,4.30174339171802
-2.240108799107835,4.273683789446214
-2.2320860592187435,4.201840518378567
-2.2315039854055714,4.195437557360175
-2.22491987318721,4.12067410521193
-2.1972734311502213,3.586052829077707
-2.1968894780874813,3.5771964963694316
-2.1958974875151833,3.55046309875341
-2.1920884637792244,3.449231425085121
-2.1889435433728552,3.3552364731158795
-2.1694990140033013,2.7137745865747935
-2.166091325655051,2.587390924498683
-2.163362033606663,2.4851265117005985
-2.150600498298881,1.965650354550701
-2.1493479488789413,1.9132109329142692
-2.1472797737465887,1.8257814629156406
-2.1460999665744844,1.7761948408415373
-2.145889370237771,1.7633740691806796
-2.14115887626354,1.5564369304573482
-2.1396071485642154,1.4874475891805667
-2.1375050539086455,1.392369669870437
-2.135077208731882,1.284405674893436
-2.1345991192916904,1.261488991219693
-2.126311284366956,0.8813006268406075
-2.123092206831006,0.7342890234699598
-2.1209833160307268,0.6322410593126744
-2.1183120754008993,0.510319448609319
-2.11481304765773,0.34888516164273553
-2.113626231652794,0.290306594030422
-2.1122021280024397,0.22964737044442374
-2.109878206900456,0.11997172022216199
-2.109648589607958,0.1085376192088381
-2.105935774549619,-0.06097872231334177
-2.0590945559698017,-1.9402086930101068
-2.054649142270552,-2.078634835556099
-2.050783372812905,-2.1899650093663015
-2.043898816413578,-2.363346296431062
-2.019965815823591,-2.7672677451082257
-2.0138507108691757,-2.8145076635885355
-2.008788646496102,-2.836076955717939
-2.0064490805876742,-2.8401772805642387
-2.004612085650784,-2.8421317215251616
-1.9937739759243818,-2.805035164327891
-1.9892715075890148,-2.7708568965587075
-1.982707509723308,-2.696647492990857
-1.9800562573909695,-2.660394879897194
-1.958693594241272,-2.2381590963448286
-1.950785787968851,-2.0280576158454755
-1.950354772841059,-2.0175466881370263
-1.925925968618117,-1.253286384776391
-1.9158582857485504,-0.9085976095099716
-1.91304211289304,-0.8121339522978316
-1.8966580195110332,-0.2591399749342239
-1.8932242606434408,-0.14516683412765574
-1.8871811370659612,0.043654289553300536
-1.8845959972019473,0.12047952896206857
-1.8775714606845202,0.3293974718814715
-1.8754304852012713,0.3873448357859773
-1.859267664707403,0.778961158908691
-1.853537050806063,0.8880263091120999
-1.8424422598552008,1.0594256349254494
-1.8415201241420158,1.0677936336911222
-1.840203659114336,1.0820352929769474
-1.8364739279318891,1.1205124916008773
-1.8335988735438942,1.1410193667186959
-1.8327601661068047,1.148243649632981
-1.8312261076102878,1.159002721544661
-1.826608651160755,1.1810668537381992
-1.8105587119252027,1.153760549565342
-1.8101841401042564,1.1516575378381768
-1.8096780457580235,1.1488678883262096
-1.80878242088284,1.1443063720790205
-1.8060116742737966,1.1249330209169046
-1.7967410180442724,1.0195314973029046
-1.793911606304308,0.9749704945128997
-1.7849731934413537,0.8195885439480123
-1.7795751974659713,0.7043455858563549
-1.770904333837934,0.49494868870054126
-1.7689121554417515,0.4438182468635564
-1.7687957355902957,0.44089089905048023
-1.7610177510169596,0.2201608223474739
-1.7525216451785424,-0.04080240068885386
-1.7524970745580941,-0.04342841116754658
-1.7523755475312057,-0.04409493700530237
-1.7516979141766842,-0.06706472175913926
-1.7507696721797485,-0.09751203300577481
-1.7485826302639877,-0.16945726926463625
-1.7452499254790765,-0.2771041566611922
-1.726989278972885,-0.9052883737562823
-1.709814415982384,-1.4969629475424244
-1.7083866942362955,-1.5439642470889852
-1.697125643035424,-1.903236932256724
-1.6955136893089215,-1.9528185230845954
-1.6645580237785644,-2.7081242744802125
-1.661491006857163,-2.759373981374161
-1.6568249560117705,-2.8286919266870463
-1.6466770650736238,-2.939593038208267
-1.6360708431971662,-2.9913840567262966
-1.6149339500172974,-2.912396499226091
-1.6079486054801408,-2.8339024203814103
-1.6026709663447913,-2.753791867099732
-1.5975820551011943,-2.668192037456782
-1.5969711690147455,-2.659688574736344
-1.585616191602839,-2.4219124006130435
-1.584317221725653,-2.3945547202247526
-1.5780211611853094,-2.237521006290883
-1.567343572184683,-1.9478633903758524
-1.565414855984201,-1.8926849723004406
-1.5580437999534031,-1.6766255960638938
-1.5525202930710018,-1.5083017411317368
-1.550359593238008,-1.4404138872335028
-1.5492857388719894,-1.4056679282273699
-1.5436887440986056,-1.2339828483177728
-1.5413842352731408,-1.1601961815561783
-1.5230034983225724,-0.6035159543539125
-1.5155136701596672,-0.38802690950545055
-1.5056545553092462,-0.13161995485701894
-1.4890013666369042,0.23156876452862113
-1.4850208944350005,0.3025942615427376
-1.4757761449295943,0.43443819230711844
-1.4752117149295398,0.4427603525635246
-1.4703453821119723,0.49449274179709146
-1.4626770759181986,0.5542579247091485
-1.4616085504305658,0.5625166771109753
-1.4556658187630174,0.5846499994294587
-1.4454056324479334,0.5746211844132056
-1.4417579816286281,0.56038458495124
-1.439462096011638,0.5496857914913417
-1.438024352162951,0.5376707780704959
-1.4323297829246646,0.4908768702091284
-1.4252682213453092,0.4113561790946346
-1.4244068025580479,0.3960355526898514
-1.4177464296309337,0.29862385864436425
-1.4128389734951827,0.21403969922052396
-1.3954342721437252,-0.1557821121959523
-1.3912077777472363,-0.25779603748519103
-1.3804461019203824,-0.5403303309797596
-1.3754361829369577,-0.6761405390028666
-1.3687766552840461,-0.8590225624871094
-1.357472860358485,-1.1706121642714744
-1.3529804498119657,-1.2964589673358278
-1.3510444159374544,-1.34743036223017
-1.3429401316840146,-1.5621984453567563
-1.3111832609590668,-2.2283907591576337
-1.3077073487009003,-2.278977987396992
-1.299553771110888,-2.375954371526128
-1.2840299641700597,-2.4683691129147203
-1.2818528293998654,-2.4720645917062365
-1.28112264854273,-2.4726233650292686
-1.2682096601834574,-2.438721405713564
-1.2354670929296998,-1.9825778516287005
-1.2290079303134478,-1.8398768577992264
-1.2287494163557506,-1.8321448071981818
-1.2267974101266856,-1.786905492473523
-1.2112988653049426,-1.3747504585887484
-1.1993087671507792,-1.0223627427400486
-1.1936554001031388,-0.8507167214715554
-1.1885139077672715,-0.6920138124094934
-1.1775552280977313,-0.3587240256110095
-1.175562411775712,-0.298089592886222
-1.1754822612556364,-0.29834860509950906
-1.171566544200652,-0.18013654694515727
-1.1641770423736137,0.02805938475550117
-1.153345201275764,0.31686623297437694
-1.1527794757772782,0.3293615795643558
-1.1460296292796222,0.4863363683268173
-1.1427056297814264,0.5603156546833425
-1.1224732532901753,0.887481704436587
-1.118198743437931,0.93321377492832
-1.1160123216860705,0.9537185151577616
-1.1118342750435108,0.9795761561303584
-1.1101453093375089,0.994726874847191
-1.1099125418175841,0.9899079612788036
-1.1082665950678547,0.9993941266833413
-1.1039961737766981,1.0078790298463207
-1.0907253028302528,0.9724496047895088
-1.084031458821088,0.9193631825503218
-1.0827309328713564,0.9073662427860196
-1.0760044924358747,0.8190975578755104
-1.0741950449691193,0.7928495049334165
-1.0738255420693033,0.7885299789256103
-1.0722293249554438,0.7607799571099019
-1.0712792351611309,0.7441751797721813
-1.060721686581501,0.534542679026479
-1.0560529524149918,0.42951599361809756
-1.0555394705870618,0.4131346097445944
-1.0531615275687352,0.35298707132388407
-1.0524239693002773,0.33582434106895975
-1.0505494354825324,0.28438068641985914
-1.0439010518544205,0.0937855408047112
-1.039317823925898,-0.041498819299373796
-1.038691609103753,-0.06431146605879878
-1.0274736079221922,-0.4334739054510875
