n_harmonics,base_freq,magnitudes,instruments
10,3.632212527652108,"[ 0.74961364  1.2190518  -0.58410033  0.13905554 -0.98471348  0.3877823
 -0.39378824  0.23406871  0.37294841  0.36136125]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9962557134814523,0.5470036506538754
-2.992974725851999,0.6903872494490612
-2.982586930777826,1.020143024958405
-2.9787356198033015,1.0751834416370567
-2.9773601850613765,1.0878890076781733
-2.973811081320776,1.0932918999817036
-2.97376630253312,1.0979014726627836
-2.9679627631761756,1.0436741802864296
-2.9431847307008843,0.1056085932644159
-2.9360441698433624,-0.2992467826991399
-2.919873824935012,-1.1659614304052992
-2.9184438154441126,-1.2323282111561527
-2.91326618784278,-1.442494110795107
-2.91239810923536,-1.4706807367269172
-2.8845843760767136,-1.5742245382703726
-2.8802427635773364,-1.4083425431032406
-2.873750155977983,-1.0860769763072065
-2.865660338537236,-0.5408371774010325
-2.8634312849142463,-0.37601840469258985
-2.858055024654867,0.0643499046582463
-2.855115119474926,0.3342817842193103
-2.8543563779043772,0.39725575669887675
-2.8539295789851007,0.44531722555742986
-2.84909543546069,0.8919280372109539
-2.848122320736147,0.9896853738243839
-2.833993373203878,2.3211110363682863
-2.832842774030272,2.425964576134081
-2.832751477071773,2.4308586198411315
-2.813075501321035,3.906107592420995
-2.810491667748361,4.026829506944913
-2.8039853873407683,4.281796599182061
-2.796924080738047,4.423725040643385
-2.795038655135416,4.43433819930955
-2.79234382568203,4.429510639980792
-2.7707530951912243,3.6435652243000853
-2.7518777969580843,2.0670092301517973
-2.7466405853611313,1.5417193250842938
-2.7457298830324772,1.4463868629778165
-2.7451940261889707,1.3937604621335637
-2.732871783677094,0.10649168847247632
-2.7220636000556286,-0.9757987869011187
-2.7202929421196593,-1.144246095480423
-2.7155497897855714,-1.5647761221541907
-2.71370053912395,-1.7271472499710443
-2.7133320826364997,-1.7495226774243076
-2.7104200683066204,-1.990015370689902
-2.702654390162686,-2.552038387072946
-2.701230554176152,-2.6494860885120453
-2.700322705706779,-2.699117916213747
-2.6903529134051003,-3.222589106424243
-2.6867788300019932,-3.3633321041670086
-2.6596742312701487,-3.7897685377886754
-2.65865407715304,-3.7933485252562624
-2.63429159758659,-3.629908358342397
-2.6243791457295442,-3.5651848431976476
-2.617995303365037,-3.537939258006191
-2.6174440646804182,-3.5335668518145877
-2.6110166633911565,-3.526646215760348
-2.6083625041506457,-3.532680621624981
-2.604828253159177,-3.5471536933723105
-2.5906034637296136,-3.614821509468837
-2.5749963674284855,-3.71458136410851
-2.565227919463206,-3.7367639234964587
-2.563092821505127,-3.7265760003552284
-2.5545354826315294,-3.6919494702928146
-2.549673548322404,-3.6419793783793497
-2.5466902861147838,-3.5940134508698045
-2.545905457742384,-3.5820875509306767
-2.542050952317771,-3.5129719726725672
-2.5384887933552513,-3.432098758211258
-2.537636201014175,-3.40880753756459
-2.533954282207195,-3.3046850278097577
-2.515504361827321,-2.61137571706605
