n_harmonics,base_freq,magnitudes,instruments
10,1.2728309529643873,"[-0.42649544 -0.11916939 -1.29321329 -0.01840046  0.63952328  0.18630543
 -0.54251343 -1.05171376  1.41752231  1.01486621]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9986171899040066,-1.844733770362826
-2.9663337572025577,-1.6865587483655162
-2.959193052808539,-1.5666143434667288
-2.956831158403879,-1.5810949076593508
-2.952026111400719,-1.52278337570041
-2.9491376117333514,-1.4416860643199998
-2.9437677023898727,-1.4462593843743303
-2.9415163077209394,-1.4847310474751967
-2.933945699290807,-1.432840673554718
-2.9265698626439027,-1.378678012011821
-2.925963502709452,-1.3674478750295256
-2.924871883491466,-1.3606766858891683
-2.909894707987184,-1.3003775594520786
-2.9082778580849546,-1.2756906864647637
-2.905688467503713,-1.2923450790426714
-2.904395928013378,-1.2758988440276762
-2.8952141635295447,-1.2719132588604092
-2.8835848322141855,-1.2442270878783386
-2.8796564106330322,-1.1775658772877273
-2.8766610337786274,-1.1780119285187902
-2.8726696348538625,-1.2314318399125561
-2.8635134764179413,-1.2083621324387188
-2.8618436644520218,-1.2181460422593269
-2.8602808192202325,-1.1886537123905128
-2.8593969014679343,-1.229547618619531
-2.848853567373984,-1.199933846788322
-2.8430834148998843,-1.2600189974037164
-2.8408807226867516,-1.2649669248542297
-2.826573506046692,-1.2788961422058898
-2.7960106727408727,-1.4348970434724841
-2.793942073574156,-1.4559945477393401
-2.7886571301051877,-1.4383819530523327
-2.7813385812257634,-1.5124125047018944
-2.7724050885199465,-1.5573003970971893
-2.7664279682316497,-1.600686028949547
-2.76630049794698,-1.592834605042928
-2.759016183316562,-1.658350999974617
-2.7401307712105325,-1.7347930179458892
-2.7399078221503252,-1.6909888068902947
-2.734831336821002,-1.7180484550276158
-2.7252183863892854,-1.8172418572032727
-2.717722097775853,-1.8190770259157465
-2.712717496854254,-1.859865698728142
-2.7100021828646854,-1.8136908243310659
-2.7087193932387716,-1.801209897798015
-2.705543249961382,-1.816564472699553
-2.6962947153233383,-1.7855360927261368
-2.683455058822046,-1.8391296973929878
-2.673984120464855,-1.8259284478479954
-2.6727663325775874,-1.8148360917879587
-2.660741716747352,-1.7290282057460928
-2.656065608974764,-1.738025583053893
-2.6316155790873115,-1.555790822096583
-2.627008588474008,-1.5034944964761046
-2.6243082856638305,-1.4657426611936393
-2.604894477654846,-1.2735803826529675
-2.5967864024275027,-1.1680563822507344
-2.588033124520847,-1.0249493072625502
-2.5879073480745096,-1.0343004635231299
-2.5865448587549924,-0.9610405827479676
-2.5837077812660754,-0.9977544874254337
-2.5700196481951236,-0.7203754471466778
-2.562672659127646,-0.6141087827639048
-2.5356843544100345,-0.15694267790169533
-2.5332429143041484,-0.08924826473619041
-2.529309580544499,-0.04743594493742657
-2.5241036525912888,0.0928153230509219
-2.5201750836589634,0.145416079013512
-2.5173458912674205,0.16893333333726326
-2.5138527224197635,0.22183993490407666
-2.504053306682492,0.3889269888115146
-2.4898145263509663,0.6071345751966588
-2.4610655798264633,0.8844680295483806
-2.4535638066094423,1.0529507434097414
-2.4467641574592442,1.0274725396996542
-2.4417269919765863,1.0533264604435042
-2.437710482103035,1.0497772123382585
-2.4140376376770543,1.0032853173773748
-2.413977326836693,1.0779393920603182
-2.410294396880215,1.0438956576510534
-2.4088693254316036,1.0823163482535392
-2.4063924291996326,1.0033017261756947
-2.397686764208017,0.9600562622259569
-2.397465890756722,0.9434671172828489
-2.389694187792311,0.9222277053455964
-2.3710933149028763,0.673006105714012
-2.370663767869612,0.6362434643518305
-2.3642210959284897,0.4967583683564659
-2.3614258243111,0.5129998551354094
-2.3540385654950065,0.3904823945647701
-2.353685115841455,0.38670690053730894
-2.3535241010399677,0.3661089108182402
-2.3488851364693235,0.31558175908736463
-2.345890901442237,0.21123871118974688
-2.343520703169614,0.14831440366299847
-2.334865548548721,-0.051576141832608946
-2.328856042311169,-0.1698244407090185
-2.31321342385698,-0.5719296833022088
-2.3129097447216926,-0.5707635226886484
-2.3104244345987706,-0.5936304835554816
-2.309611134727322,-0.6400024480888115
-2.307407236761187,-0.7540965358482771
-2.2823139301400364,-1.4227031926865952
-2.2714955904674605,-1.7537318389540846
-2.2652715236530803,-2.002616240166276
-2.2612472650944273,-2.032904961098889
-2.25811623967481,-2.1617807626332843
-2.2559626617118727,-2.149333390182305
-2.2555632781869894,-2.2102152578946037
-2.254149224142375,-2.232662026295368
-2.2536399201561936,-2.263180564784297
-2.2517656536106534,-2.3227284439793596
-2.243706116464896,-2.51989150996102
-2.217418113128164,-3.1988120532912094
-2.215060122290193,-3.27805695266368
-2.2123191469542505,-3.278411667112797
-2.205457896192261,-3.4481266712906584
-2.191013851783823,-3.7483663081330265
-2.186002670323272,-3.7991176629229537
-2.184082910097103,-3.8135945184983844
-2.167205920915304,-4.036066346452035
-2.1645133862963526,-4.078367967446189
-2.1530524728685956,-4.12771601850279
-2.1523292144769073,-4.133829576727943
-2.143715607937181,-4.198956687899397
-2.142111745843718,-4.179608970968668
-2.141814545985828,-4.154310429247612
-2.1384465039925002,-4.167787660934504
-2.1346718484177973,-4.150881163663811
-2.1343608542504544,-4.188197246767837
-2.1263217308238884,-4.161730816593889
-2.1160192748140103,-4.073221217355427
-2.100846424931277,-3.8952532557330164
-2.098971856091242,-3.9204663290634496
-2.0977080681652556,-3.85226313559661
-2.0910987437849022,-3.7257527949380616
-2.08997543713689,-3.7028955017620775
-2.086930199444976,-3.627753629560806
-2.0793508865104875,-3.497722412142508
-2.065478739654236,-3.207810054746596
-2.0625563535825204,-3.107921716147574
-2.060981894443937,-3.0326136658365357
-2.0562572517385633,-2.9323011160513346
-2.0454534385321317,-2.606919498394656
-2.0369281988019674,-2.370773360567215
-2.025817391246351,-2.0040294650545607
-2.020891677886876,-1.7856616894458466
-2.020769242025262,-1.8404123991249162
-2.0200839883360455,-1.7394463602439505
-2.0139017921995954,-1.5756114081165942
-1.988860944500387,-0.6813859538240328
-1.9811052186882478,-0.37212176595454455
-1.9787849232261732,-0.3124416440997807
-1.976581276472848,-0.2009458590120162
-1.9745317508788958,-0.19245954658097408
-1.9729965443929993,-0.15642232474496348
-1.972940629371499,-0.02205230860902009
-1.9645093870621937,0.2654324860612452
-1.9632794312593203,0.24151689604360993
-1.962110508265812,0.2832276333901412
-1.9614293939316885,0.3449654630992601
-1.959280866457064,0.39631820958849184
-1.9561101321311838,0.508916127536067
-1.941017472077606,1.0168982963651034
-1.926347270455385,1.4654889062466265
-1.9259823425100342,1.5122408414575643
-1.922002606343248,1.5703758491822628
-1.9112915214278823,1.842883983190205
-1.9056207319352838,2.017915363323576
-1.9014512141643831,2.1241725069138027
-1.8888944009569086,2.3723426304649937
-1.8680542183207745,2.7275847920482073
-1.8673560842583936,2.6929561991896125
-1.849581649573166,2.8970144700638927
-1.83812423385015,2.9040377807436544
-1.8275387982997062,2.9490156340064
-1.8265620985600188,2.9779258404232563
-1.8165146837597699,2.947128922011596
-1.8071354191207045,2.9153009692647025
-1.8042104656972173,2.880786396407365
-1.8020246163732005,2.9009419832022516
-1.7861930545389635,2.7363264749296987
-1.7830513340651235,2.6548597710243693
-1.7716238985391883,2.547407137926649
-1.7446929964742524,2.1465702493141596
-1.7431875991108103,2.0518223710176615
-1.7219511953264697,1.7352427533795622
-1.7198835135664508,1.611339030657532
-1.7129613343967394,1.525517019034873
-1.7107032119943446,1.5681309961919165
-1.7033878392846782,1.340818124036026
-1.6984437898858962,1.2846244415996282
-1.681783653541316,1.0352036940383114
-1.6815448220860394,0.9931445802484129
-1.66623826029394,0.7517444685260828
-1.6569580461910072,0.6643076643459745
-1.6547589293150953,0.63419755839923
-1.6489284095961885,0.5496065559955654
-1.63804622187613,0.4360265837918479
-1.6348700739994395,0.40944663630088335
-1.6319865726969693,0.38199109994008873
-1.6288705477215417,0.3817134489519618
-1.6254986452858726,0.33520737914571463
-1.6217224709078257,0.37089702585058615
-1.6199578209053318,0.368919773365227
-1.607427428343125,0.2654788604696151
-1.6058555460179476,0.2859844193695799
-1.6050477855351746,0.2745135065898913
-1.6026930171582519,0.3079887323377994
-1.5879573653732892,0.3073803476377059
-1.5853578716580596,0.36168051587030225
-1.5748599019763596,0.43445568416573976
-1.5683929019664236,0.4156663967310636
-1.5609019948633205,0.4805615844022693
-1.5575366142275775,0.5573290913245422
-1.5514031631611853,0.6075392430697001
-1.5384502098199642,0.7576914176203263
-1.5368871404644715,0.7638471677918683
-1.534571800486903,0.8426900851098776
-1.532754723701043,0.8015897673822405
-1.5245489093635585,0.9967437962411512
-1.5222990011275295,1.0542294464465307
-1.5208662217617133,1.1248396565617436
-1.5194193814772836,1.0446673938648277
-1.5158438020459166,1.0840016458691377
-1.5147950306084055,1.1711251184642602
-1.5144935737028093,1.1292158820093445
-1.5124060968916322,1.1630003727112335
-1.5078412983232083,1.2491501552242212
-1.507662957221368,1.208745580925681
-1.5053229538070845,1.2898621743503258
-1.5015315973407397,1.3501789163919156
-1.5001456787647354,1.4136056810095334
-1.4955759125667725,1.486933498016137
