n_harmonics,base_freq,magnitudes,instruments
10,2.1771969999557728,"[ 0.62151542 -0.83789567  0.04859023 -1.21538962  0.53153662  1.03000962
  2.11376346 -0.56610812  0.23421754 -0.08651485]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.998872893403745,-0.934643950355967
-2.98710352719464,-1.3590172742982423
-2.9867935740495524,-1.3697045768895828
-2.984794040587957,-1.4465663131645627
-2.979998301180406,-1.6264848742168452
-2.971487312563873,-1.9473770542954056
-2.9459868018537048,-2.8138630085862757
-2.9274230033493644,-3.2390460862672357
-2.9227584997521996,-3.3087881393667478
-2.921127611715081,-3.327885637815357
-2.9157596085733237,-3.3742118569574227
-2.889267017166846,-3.2363602415682644
-2.8878986648054585,-3.2160615115724562
-2.886905191162983,-3.1913244433398567
-2.886047844135627,-3.1735310351014507
-2.870800919057683,-2.762375172003183
-2.8654167454503714,-2.5748717179284566
-2.8636574581062706,-2.5051713025361155
-2.861341184739215,-2.4121556348230793
-2.857144628554728,-2.234519799756116
-2.848605020827619,-1.8418747004182672
-2.8436543413995414,-1.5981095539533698
-2.8377379905008744,-1.2868744035016173
-2.823177192176535,-0.48254837119263916
-2.819019900792338,-0.24660099222241896
-2.817033615702831,-0.1328503469788255
-2.8116900359836268,0.17338447782931385
-2.760893080966449,2.542430374239011
-2.7524348439990773,2.7818469499918757
-2.7506773774822584,2.8216209300734265
-2.7499877432675737,2.8373111722603976
-2.7466593531553434,2.9090240719252405
-2.7426625504086823,2.9736340204960223
-2.7309711158606955,3.104111677003735
-2.72180877844389,3.120423728816674
-2.717728713546627,3.1106562225425742
-2.709475053809165,3.046369883634838
-2.703223854677746,2.9654468020983047
-2.702276653452999,2.947802394631684
-2.693705070529532,2.7996911697901203
-2.6912415511403536,2.745377163634981
-2.689475896638142,2.709515533166707
-2.6863921092162784,2.6362602482850623
-2.6854187356706922,2.6141496790357097
-2.6834476949709543,2.5678432722891618
-2.6787641983494126,2.448054494810029
-2.663706897787417,2.031040109119575
-2.6528499114211623,1.7273214242799957
-2.6497165852340316,1.6379282582584154
-2.648775235391231,1.6169970953150148
-2.6407880721520165,1.4029824625235523
-2.6387142759289217,1.3565649115635647
-2.6359003555752607,1.28324852083933
-2.6340368773029517,1.2401712316447087
-2.6288720222186432,1.1280282507380095
-2.6275846634988342,1.1010218286585216
-2.613664754902964,0.8659555947430183
-2.6134763671810135,0.8638627684969935
-2.613332142876038,0.864472474006388
-2.6129547518143736,0.8571684587431543
-2.6088158347282855,0.8083381236132094
-2.591050307154913,0.7203781640576203
-2.5894177978873136,0.7203383826284124
-2.581772401278453,0.7537030900171683
-2.5743135227344,0.8109217260473414
-2.5645603199046327,0.9425354516499659
-2.5625090576694314,0.973162210468618
-2.5621233287609386,0.9738990308881955
-2.5613910510056916,0.994148062582381
-2.5578132259657,1.057710689851229
-2.550844370696521,1.1888484868859688
