n_harmonics,base_freq,magnitudes,instruments
7,2.4909934897365558,"[ 0.59703357 -0.55315389  0.50355131 -0.2643182   0.33008329  1.03649908
 -2.50576868]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9974701248284736,-3.365305412173177
-2.9964895408638346,-3.441441995909468
-2.9907956677928675,-3.4304758568312397
-2.98247301544208,-3.4151355216280805
-2.9781028698752543,-3.413195978954168
-2.9772171134114993,-3.418123281480932
-2.967948751927702,-3.3942585712751443
-2.9674986324786095,-3.3123720538495878
-2.9663929643916704,-3.3106263400514324
-2.9663166321831937,-3.289998496141744
-2.9598196965662718,-3.286984028052122
-2.9514818081761027,-3.130098942713135
-2.946804797839566,-3.117462567922915
-2.9418424852477703,-3.0200208947253433
-2.93694737017905,-2.9589538119884
-2.936836162039398,-2.9056526809128687
-2.9309096473778853,-2.873152207524619
-2.928716706730251,-2.7801819013877056
-2.926328142389526,-2.72208650633557
-2.9259722951000677,-2.6889006466380447
-2.922042227256869,-2.6767561645998805
-2.8958304912330357,-2.1247510386691446
-2.879290688827572,-1.8246336999358614
-2.8730014258040857,-1.7303566781030684
-2.8711935492048535,-1.6851655017165361
-2.866376633679419,-1.662130371141326
-2.866096121686004,-1.6342128354890202
-2.861030490489306,-1.5687116969642085
-2.8556917204984256,-1.50187221635797
-2.8540356090657855,-1.5137976555577162
-2.8403285727647773,-1.4113506716784396
-2.825769549490039,-1.4077413703379549
-2.825313479990753,-1.4113876130991097
-2.813181431709441,-1.4732913305639865
-2.8088881128573684,-1.4693157333759643
-2.807381386904294,-1.4177099646874791
-2.8011881661934,-1.4880466854486034
-2.7993838030327085,-1.5237849901946992
-2.798577375251388,-1.5634264195796297
-2.7950732517807224,-1.5916432231805688
-2.7935338161267254,-1.6019883209584758
-2.788153469893726,-1.6910271612086234
-2.7752616689151752,-1.8789666506166294
-2.7567549512999356,-2.226528962745492
-2.756006306217433,-2.2381483883072506
-2.7494813668387157,-2.369440143360269
-2.7461416259273577,-2.3838757276187486
-2.736534243587799,-2.6373560353251935
-2.7325262778325836,-2.711177102348982
-2.7296417919119786,-2.727024287195239
-2.720598072405859,-2.913254942373196
-2.720234559844405,-2.9383205972088993
-2.709274763995679,-3.1189202514201755
-2.7036853800136003,-3.2421591488179047
-2.7035984799590596,-3.2031725811276757
-2.691774833120774,-3.3488619910761126
-2.6873764519520402,-3.3431175620645277
-2.680513136780759,-3.435887576326972
