n_harmonics,base_freq,magnitudes,instruments
8,4.8511451435581225,"[ 0.26796441  0.07002454  0.25064922 -0.05298726  0.38907674  0.08133357
  1.11406283  2.67369372]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9982609918801435,0.09111891559857649
-2.9800602651572117,-0.027488475442896065
-2.9757926553801575,0.1854216481992721
-2.9692600129665263,0.3122844550938364
-2.968195657169895,0.3289390057295672
-2.9644739566049387,0.39269915369580555
-2.964356724121437,0.3990367084190394
-2.9639493732518356,0.4962660883872962
-2.951506029946147,0.9574194988985576
-2.950538762093502,0.9089727930768412
-2.950439286667427,0.9018175450670162
-2.9496503901020112,0.8948198428106597
-2.945209470566488,1.1308374230277949
-2.9435817616174393,1.1895778636721583
-2.9298452267584967,1.3910212582009158
-2.919294809385704,1.3984170387315316
-2.9183972946199557,1.3759834663273538
-2.915702374517079,1.3286188472744118
-2.908147590727987,1.0390988524026168
-2.8933141316345354,0.014591572634872617
-2.8849137006213907,-0.707839800634301
-2.8811840777644497,-1.2147151787378228
-2.880947721393167,-1.2165890837185347
-2.8731669057968956,-2.014977442051845
-2.869658681509894,-2.4725603226225545
-2.868283649181751,-2.6686318312266857
-2.865176225590499,-3.090821020299716
-2.8608897793832284,-3.5655571078774484
-2.8470277205353427,-5.187133413617066
-2.84176745839097,-5.751640026826466
-2.8413708988693682,-5.705958016887305
-2.839690885752648,-5.816736366011376
-2.83845217780412,-5.887648879456715
-2.834853501583697,-6.24409069569149
-2.833565773174046,-6.317722738410044
-2.8214718285522684,-6.785897844318636
-2.8173620996855364,-6.8725286456258745
-2.813827188219035,-6.857499858890477
-2.8091399208956,-6.653336265523282
-2.7979325711610397,-6.086038877080072
-2.7953640994851403,-5.862329916087944
-2.793129130161488,-5.666476811929449
-2.7827913132925506,-4.573329539992355
-2.7580104584351757,-1.2690303944848231
-2.749318076428379,-0.17009757098047482
-2.7489140353937707,-0.1261353158530296
-2.739415637596009,0.8940989227877868
-2.7351983800959214,1.3000306030539273
-2.7329723611993595,1.4978591409361965
-2.730216909201096,1.622341253275094
-2.7193670528131264,2.30646882589112
-2.716047237366536,2.357342391332666
-2.7156139767006215,2.3214245938441747
-2.7064809220604467,2.479478873647628
-2.7011283622305093,2.3337091445243643
-2.7002303500211973,2.3640851979288415
-2.698734239588765,2.3191840187900516
-2.6841926405887757,1.7593903677513072
-2.670979417246721,1.0380898438508797
-2.666713911743402,0.7422381334357775
-2.657193348905441,0.29128480103354293
-2.652203341833654,0.09104925101676695
-2.651871716284741,-0.01129658302094326
-2.6463510910574133,-0.16407724451082323
-2.645212300641897,-0.29242493349637494
-2.6441381391689065,-0.22628385417356597
-2.6385293268010854,-0.44457717096490657
-2.6353991136055543,-0.4270458099165697
-2.631020271272187,-0.5086311649205725
-2.624100597033011,-0.6438704089933722
-2.610146668836997,-0.3732985535658336
-2.607261269087384,-0.2913614478630804
-2.606205414102594,-0.33003103020611496
-2.5847511191388923,0.2311957070764639
-2.5809314575703515,0.323934981178251
-2.5809175717416046,0.2680537793833656
-2.5764197399959228,0.285506998546229
-2.569108324134797,0.4826169941390968
-2.568119276617773,0.4185121100832018
-2.5577411460408146,0.41864834446756194
-2.5565024679360837,0.5174993976633311
-2.556113893230771,0.42570645579963406
-2.5534279513170786,0.4167359796128988
-2.534480208607808,0.0032772914995861796
-2.519470720069248,-0.4261391132779423
-2.5162231565638526,-0.5371075323370176
-2.5131928995643236,-0.6592767375827587
-2.509747536920303,-0.705217972783909
-2.506520450342464,-0.8080547419309858
-2.5037285606916715,-0.8224994576343747
-2.5010905893482906,-0.9139367158108407
-2.4953359709783296,-0.9625755047320838
-2.494210131815228,-0.9581407592979478
-2.4681807767051076,-0.5180720162500976
-2.467963468488043,-0.5249725487402597
-2.4599547492725673,-0.2026979053747091
-2.45160799418759,0.06784642863548015
-2.4418516316024945,0.5275980170010623
-2.4411194327579904,0.6562715633778163
-2.4406141373243537,0.5917059002240103
