n_harmonics,base_freq,magnitudes,instruments
9,2.715150586555645,"[ 2.12089885 -2.03404516  0.53408439 -0.07661164  0.59450688 -0.47526287
  0.92600212 -0.62207854  0.12722896]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9967624352783417,1.0304120930474885
-2.988599269559619,1.011056381040242
-2.988019082967006,1.069603409812287
-2.983139741017455,1.1066932816951138
-2.9638007436168836,1.2483370491202148
-2.9481856689175885,1.443951277717922
-2.93977228192517,1.5118504829508488
-2.9378040306155206,1.52242950327462
-2.9375345421549763,1.5944589972379837
-2.9325505786978256,1.585029445324021
-2.925949230094405,1.6959052310735645
-2.91671626830373,1.6795071662858563
-2.901767615918356,1.8424676802799862
-2.8991736005029853,1.8203836293007691
-2.891621508731278,1.8861238596647072
-2.8866184666777386,1.8356509752574397
-2.8835538481538614,1.8418698872403427
-2.876884732656155,1.844926631703548
-2.874910394705422,1.8770566692554005
-2.8716197040748934,1.8251273970484583
-2.8702489698621863,1.8255503171588896
-2.8695540634846797,1.8610988576031273
-2.868447137028774,1.8649520167660303
-2.8607706728210447,1.7992656561114904
-2.83836517372778,1.700406783094386
-2.83236694854475,1.568970245621733
-2.826494402271005,1.6079175916321558
-2.8194565289167874,1.513626083977416
-2.8190690269083944,1.517382951942687
-2.8182503903362983,1.5081127477857377
-2.817299982298665,1.5152807722320303
-2.813248230111609,1.4383903373874718
-2.810288112085744,1.4357641883933112
-2.806102416089736,1.395522487252625
-2.8032107178949093,1.3226493312820093
-2.7987645007577444,1.2475103084698465
-2.79606375194622,1.1890528542773169
-2.79467140273335,1.1942997572514595
-2.788393348475928,1.0852165643320357
-2.7867807016829627,1.0869997719484599
-2.7757904423792734,0.8741726736049845
-2.769240773025543,0.6601835695255264
-2.762204967308942,0.5025614320300987
-2.757405439643721,0.3963345600841799
-2.7422186096769128,-0.07617730309194332
-2.740076988130073,-0.08691158722221463
-2.7320728186889522,-0.38182031467230815
-2.7299745279052035,-0.47836244296768093
-2.7274094021382442,-0.5452349696742903
-2.721222925168995,-0.8225161737614642
-2.7151828525144515,-1.0181713308516172
-2.714937939616442,-1.03976724925619
-2.713913840182963,-1.073955568204114
-2.6970841813960753,-1.7242694452905925
-2.695290587695916,-1.8152293164559665
-2.6925184004460907,-1.9880996806286606
-2.6905942053124376,-2.025534260569241
-2.6784139027258798,-2.500732560922617
-2.668498721649293,-2.929247136541734
-2.668010343338132,-2.9515530510530312
-2.6659550949899353,-2.966696798356956
-2.6585733499714856,-3.3275450043055703
-2.654651271004392,-3.473851287472491
-2.635932493765446,-4.07119332851865
-2.6341785666200677,-4.08478009571355
-2.627430061490659,-4.271008727134862
-2.626967812222139,-4.283563274065475
-2.625689465664726,-4.259936414928991
-2.6256497812255617,-4.261396764635681
-2.624982056461742,-4.250196459742427
-2.6130971299850927,-4.468020334615071
-2.60408424874878,-4.503573764920032
-2.603002833873095,-4.475595650187752
-2.591237430597812,-4.490552020655024
-2.5878949318121367,-4.42654934903861
-2.5846714273246496,-4.369720957134164
-2.580040685586443,-4.364195482340489
-2.57235499114704,-4.122792614632976
-2.56819076171191,-4.0355680749996266
-2.5540579918885205,-3.5823971622852535
-2.551494481732471,-3.508377076876241
-2.55073044167934,-3.440938351891909
-2.5483925846926283,-3.399119914774421
-2.5472651847924395,-3.2612145877786123
-2.5471555050166232,-3.361652431158022
-2.5444366269690795,-3.175043655621999
-2.5443876953286066,-3.257545595916924
-2.5404161021935154,-2.999468626637501
-2.53825881464678,-2.910115283731026
-2.53101628503486,-2.53214039302194
-2.5141661735162395,-1.7633802568776373
-2.5098282042747604,-1.5421245366124028
-2.5038809009134946,-1.2807733574860585
-2.4977411985864237,-1.0048109982259148
-2.4936585366007358,-0.8212563418415367
-2.4653421875302586,0.029160151536287128
-2.464772433700963,0.07884450048229863
-2.4440080365026566,0.2345132038415377
-2.4341351838364407,0.21295952386038805
-2.425416199549356,0.08461371275194343
-2.4206597525777163,-0.04436221964954763
-2.4182629318302453,-0.10514640353640892
-2.415377222021217,-0.2211412961028021
-2.4098294390884503,-0.25908497351347604
-2.4066817302577723,-0.35460945547710165
-2.387428157187529,-1.1286908193603267
-2.379656921203096,-1.4679266760894116
-2.378773429689388,-1.4521100106592444
-2.376830966014572,-1.5708152799365909
-2.368817481294066,-1.91645043402474
-2.3685122329616055,-1.8959576620130238
-2.3625786113581793,-2.139113590811142
-2.3533323197681586,-2.4736819980179234
-2.3492044465381063,-2.571419512854403
-2.3348351950492443,-2.912787323522305
-2.333260668574098,-2.9236672158690893
-2.318534192268592,-2.9993488888613276
-2.3145536160900613,-3.020175306892476
-2.313582148261607,-3.0397105002092673
-2.3031509041128424,-2.909603293172502
-2.290238036251962,-2.5384706291247907
-2.2857525197452175,-2.421515748601466
-2.2843258116459992,-2.3532421934467447
-2.2793428941605445,-2.1544496850335793
-2.2760416115745152,-2.0348149418731936
-2.269459607445948,-1.6784345146831616
-2.268820741365741,-1.6753204287205326
-2.253193779454794,-0.780371041377433
-2.242607548222221,-0.12671698328024128
-2.2406722838559707,0.010077989132329955
-2.2402486420346226,0.008047814977271434
-2.2368707358471047,0.2973490752607719
-2.233992538681547,0.38725013812449416
-2.2303479937300543,0.619442377656368
-2.2160106165629,1.4556960137062855
-2.213243066831757,1.5505483152000434
-2.2035361625355403,2.0503748522911764
-2.2012680705508263,2.102826675050322
-2.1928716653795792,2.351298682601853
-2.1804014488097314,2.6247236198236146
-2.1797807384624104,2.6196583220865604
-2.17963317382004,2.679407746823504
-2.1711988932834307,2.7018491383525953
-2.1665325069743475,2.682559691603534
-2.152108189522327,2.4959295959537826
-2.1448077092640263,2.1857178971513944
-2.1366741516756944,1.89333517323896
-2.1358562029635184,1.810289243494942
-2.1230156554782638,1.1402239617670453
-2.105777986362815,-0.009324378582188118
-2.1014152338552377,-0.34578578936029
-2.101331569292039,-0.3105891395874319
-2.085539522319545,-1.4320084580342525
-2.085143970936998,-1.4046647834164256
-2.0835075397213636,-1.4862748563853694
-2.0824475708048564,-1.6032090021498053
-2.073946828548217,-2.148047324045521
-2.0708247024902797,-2.3336901093083813
-2.0635606273705838,-2.8343602851066274
-2.0610570235552172,-2.917633131830077
-2.0593218882681468,-2.973286765226891
-2.0574364194650543,-3.0770628796888255
-2.055570151176178,-3.172001383390644
-2.050239022833456,-3.448987799513163
-2.042379591541457,-3.7216065068146054
-2.040747820022712,-3.814324109577984
-2.038850903068342,-3.8149842533108353
-2.0335682961393955,-3.932819981063595
-2.0303628275671164,-3.969210808596344
-2.0276600229877513,-4.035683974418936
-2.0255146448580534,-4.010367490021313
-2.0123571767790476,-4.0050790326383385
-2.008395302908312,-3.8622255247920414
-1.9991321203116847,-3.6310477191635093
-1.9981881542385467,-3.662699785532908
-1.9925868657282302,-3.4581412081800087
-1.9922020528646533,-3.4383948517674425
-1.9906715533640464,-3.389952544964458
-1.9869603177791584,-3.2359016390904616
-1.9783439935029425,-2.8817198076392265
-1.9560635221366531,-1.4816804299274204
-1.9521220305545142,-1.1816798536316389
-1.941134038911578,-0.46061068844787456
-1.9289125221672418,0.3214145677435323
-1.9192470292966102,0.9489093497326893
-1.9179710027606816,1.0620539017977935
-1.9176856257592862,1.0480885517952974
-1.9081243952748972,1.6544598882474615
-1.9055685042430581,1.735792293767993
-1.8988711043868245,2.043875025879088
-1.8982635331271434,2.1057150276683085
-1.8911048749922141,2.3842302973154537
-1.889303022715188,2.500065193783427
-1.8884862133474583,2.5073364421248514
-1.8849680036082062,2.623751652820783
-1.8844790850285096,2.674400690180119
-1.883636006324623,2.6460652280304697
-1.8816647040142724,2.7191907382594245
-1.8786692628087973,2.823245550448631
-1.8717271148376888,2.986556824738203
-1.8711449150704453,3.000054259659372
-1.8617720073083754,3.0899826818657345
-1.8528896194725981,3.218581757844224
-1.8513607264507113,3.202296944567091
-1.8448914596200208,3.2349709946063596
-1.8307382605333857,3.2105480140410787
-1.8264408724017018,3.0789189227885467
-1.815674847104584,3.010683586162947
-1.8142731458521193,2.937101216239219
-1.798158443899573,2.6929148762825577
-1.7840473255771099,2.402876633889442
-1.7793009549248697,2.3708857622050097
-1.776940954227179,2.3206227775937327
-1.7758959135960957,2.3538397733361798
-1.7507680191819213,2.0063270366059953
-1.750669700108266,1.9912125976320896
-1.7475485863655609,1.992245196889536
-1.7397156177912811,1.9627418640976528
-1.739088802160193,1.9367246867385453
-1.7366171255393152,1.9247425646382474
-1.7319288476041292,1.8686884734436273
-1.7156634196240226,1.8654993135419475
-1.7028591899752967,1.8191816858241263
-1.6797788276561514,1.6701236537782778
-1.6715153442366664,1.64834904458645
-1.663313420790858,1.5083488001758543
-1.658968081291766,1.423907571814494
-1.6524815764741276,1.3231039989504132
-1.6523464232072982,1.3437665108899428
-1.6495845518867782,1.2931453456859374
-1.642629088554925,1.1200395481969423
-1.6384024179278107,0.9434011141531502
-1.6356093032718972,0.9070847987565724
-1.6320674400174127,0.8266965002101898
-1.6269697281903364,0.6579733723360599
-1.6231420951857702,0.5632444389406709
-1.6202156696301429,0.4335887260428558
-1.6061459965320442,-0.0956021466057543
-1.601677642757259,-0.2720787000119139
-1.596395570310223,-0.4063181569824889
-1.5868917539868068,-0.791440162659669
-1.582161300264492,-0.8874808698079353
-1.5807936361590276,-0.943456833874466
-1.5799623676506551,-0.9448327071742026
-1.5707742860521632,-1.2342957331421216
-1.5599627183009162,-1.492563860276612
-1.5593725732282184,-1.5659649507491689
-1.557483042815541,-1.5688695890136866
-1.537495271278325,-1.7427870031536934
-1.5356871925612239,-1.7303693641389102
-1.530066982119864,-1.7333927870900083
-1.529581931180289,-1.7461404040560697
-1.52905903554001,-1.6731786065401961
-1.525395025193938,-1.5926686861552382
-1.5245564776527651,-1.6729649903361143
-1.519953949468679,-1.582740842089392
-1.5179206867658357,-1.5426179187244524
-1.5176296298676648,-1.5301827259572849
-1.5083858163481954,-1.2795633444900378
-1.503379108647954,-1.1351521420329902
-1.487577847412858,-0.4984052842979641
-1.4831643756996968,-0.23036653429654538
-1.4828507292925286,-0.2145415094937606
-1.481792623173054,-0.16331845546978277
-1.480067469236406,-0.08928707566738568
-1.4779628716343591,0.004063640991611602
-1.470284354693078,0.45924480649105215
-1.4692810844140531,0.5780922832825713
-1.4655222174947957,0.7538090952714915
-1.4587915580128012,1.1484484883699098
-1.456676070002811,1.3710125934090043
-1.4546932374189299,1.4065371892248009
-1.4409296943989762,2.3029758799284465
-1.439318750124876,2.400851301660978
-1.4344030889472759,2.6991188451021393
-1.4250415261112412,3.239863137610438
-1.4168601958365372,3.625848330985114
-1.4150407650654846,3.7658195624424713
-1.414103004283674,3.8311499166126186
-1.4033619619679492,4.248192338495971
-1.4004599565499372,4.323638350609264
-1.3989270224850727,4.391242454520384
-1.3961043140913683,4.420870448203233
-1.3941171606082228,4.443779995636105
-1.3868446966844827,4.5588208798519085
-1.37618475498748,4.709035754721481
-1.3694954569369593,4.700038325325552
-1.3546380035023677,4.3739071806150145
-1.351391586747479,4.342133519039744
-1.3425302735313978,4.079067020753723
-1.3278352770494093,3.3666837879079266
-1.3257507130504782,3.2431151286215
-1.3160418337831359,2.7426870085134802
-1.3122414194669183,2.4958894014660853
-1.3110433231049703,2.4446557116661776
-1.2997974572748403,1.778540246008671
-1.2858619632228976,0.9473878817859014
-1.285233943299979,0.8269996352526834
-1.2849836381263664,0.888344136985659
-1.2718400528876923,0.1036689225482209
-1.2605369942761435,-0.40737436786142767
-1.2580879416379804,-0.521312211849487
-1.2539196154186572,-0.734357891757979
-1.2327943339653893,-1.394846070965402
-1.2313727243370527,-1.382228145974234
-1.228026021521443,-1.4978643928755322
-1.2226056996246595,-1.5753146072750928
-1.216368299315659,-1.6085933604493716
-1.2151510587970678,-1.5725231356010752
-1.1915444953637329,-1.5474320466896616
-1.1806255349090125,-1.382686136967082
-1.1799383561663497,-1.3482958634713227
-1.1787236894007038,-1.3066988896384482
-1.1786381742109058,-1.2984264280964337
-1.1779625683594863,-1.3241530853191883
-1.1722760444757765,-1.165015048529082
-1.1612993249608508,-0.9668222988140109
-1.1592701138971298,-0.9135488203270105
-1.1421106486506187,-0.5766476212990969
-1.1403181597503005,-0.555853033126677
-1.1346793079761186,-0.47236681340989134
-1.1263003170995105,-0.3333083574103179
-1.1248738146135022,-0.29740686404251365
-1.1223474199186787,-0.30499575548969127
-1.1077301293351334,-0.1655169482565496
-1.1069149688695639,-0.1758739185985372
-1.1035580627389712,-0.20253821788638865
-1.0909323281451107,-0.2853651336977113
-1.0678272186667894,-0.5502491132891397
-1.0664143937077475,-0.6245709507358391
