n_harmonics,base_freq,magnitudes,instruments
8,4.863135181193767,"[ 1.29142004 -0.56460848  1.32153566 -1.10877025 -1.24281941  0.13963789
 -0.61508612 -1.20504514]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9990615536214227,-1.6831721326980438
-2.9982733264208634,-1.8045037041006122
-2.995890249180963,-2.056459323662517
-2.9854423397320713,-3.392472843071488
-2.9577035336759296,-5.223534094166258
-2.9460099636389154,-5.14633765591694
-2.9406200705814145,-4.831295810044213
-2.9375794221634908,-4.6154621171294785
-2.9338759862357193,-4.315003437507428
-2.927548480307445,-3.723672497840767
-2.9255291218228368,-3.470373546194735
-2.9172203056079153,-2.467953878214394
-2.91146209899203,-1.6764816323103666
-2.8977248583621966,0.2145455519571489
-2.8938691871684252,0.7501395852957802
-2.881879862595057,2.2527295216393304
-2.8784085236820225,2.568471414310419
-2.8756464482014215,2.8795453076507926
-2.859461630376359,4.005131630781959
-2.841095612257151,4.264566695640597
-2.838188985362925,4.193758170437425
-2.8195261030617487,3.6063895770144305
-2.807354290016833,2.984609982393628
-2.803897183912571,2.81926016894049
-2.7991578267820545,2.561019004283907
-2.7917836607329267,2.250632229519082
-2.7886363950898585,2.087437820913453
-2.774709077495726,1.7036123786998572
-2.7720662904998568,1.6304297095057267
-2.750214345322269,1.5298641383365905
-2.7465435683974797,1.5204152176926593
-2.7345570535697137,1.5486632847916975
-2.7291980994826557,1.5773876275978478
-2.7211536905948526,1.4715816624380782
-2.7193605822295406,1.4313939888016616
-2.718834047052988,1.4753457242299466
-2.706184846521728,1.2854933984597465
-2.6975644855797274,0.9798558927718924
-2.6963987905714504,0.9322286527932301
-2.695273603373688,0.8960794306239782
-2.685700534355613,0.44168011547642244
-2.6856421306717406,0.48578845330741194
-2.6807065529271377,0.22730192126154114
-2.6782902175256202,0.10337929711089312
-2.6691112974445184,-0.4222920801283111
-2.6690612571706183,-0.42612405247296153
-2.6542228371559577,-1.2355857852435836
-2.6406615549171892,-1.9244664452664397
-2.640229003463652,-1.8840612529492593
-2.635202094912473,-2.067955711111542
-2.631469161211778,-2.2321322025916337
-2.6267514493865054,-2.3665305182398346
-2.624083411676204,-2.461305031486381
-2.6220471624464077,-2.4202411608911003
-2.619715367946834,-2.491138372424809
-2.6185877144415217,-2.5172634602397608
-2.6106667224310653,-2.58627943767889
-2.607999233766355,-2.5319810962383285
-2.605260733228419,-2.519741079452217
-2.599831125120704,-2.468753026011963
-2.5988751630353306,-2.5034001970608553
-2.5983556359012905,-2.4600447008792523
-2.5847697621362364,-2.1797170626955
-2.5840425991933262,-2.1387174257175774
-2.577035645730996,-1.911845693086265
-2.572823753414517,-1.8566231504792663
-2.5518859232943116,-1.284839574681816
-2.5502798485982936,-1.3260650892392416
-2.5452571224125933,-1.231242259250086
-2.5447351571555448,-1.1818206342605155
-2.535933642513087,-1.1096108315520763
-2.5226468486424043,-1.0217674836100374
-2.5180897748642876,-1.0490555710905187
-2.5177883888130683,-1.0312575174152672
-2.5132867091051017,-1.0455380555340836
-2.5111382325872986,-1.0686452632217374
-2.5110764129743224,-1.058481214422223
-2.5078961680220067,-1.0352625041835617
-2.5051523974980476,-1.1042164392841525
-2.5019531265948696,-1.0936389749614395
-2.4971556780904054,-1.1408930104217376
-2.4837184641844585,-1.2050013411448721
-2.481219513569398,-1.1911344177217567
-2.4696617336191644,-1.2391054118432028
-2.4670126226332316,-1.2502266580183656
-2.4582423684710353,-1.1134396514566332
-2.453831455299007,-1.1516883069432549
-2.4499136809041824,-1.0839338085109904
-2.4444388975979146,-1.112162206795039
-2.435645147610202,-1.0315806401732053
-2.42019609977723,-0.9844697817285464
-2.4144132080250715,-0.9802711698892541
-2.4113421620155435,-0.9880748952548719
-2.4086505675762178,-1.0428862891759756
-2.4017931157381405,-1.10949875940086
-2.3871791701962746,-1.3382234452555242
-2.3854457921459042,-1.3441613698705106
-2.383916328412195,-1.4569931473314106
-2.379239538017509,-1.5052958447212903
-2.376305210709604,-1.5543836450818294
