n_harmonics,base_freq,magnitudes,instruments
9,2.6402286273392828,"[ 0.7463256   1.86696752  0.03897837  0.06437622  0.19737458 -0.56874092
 -0.23788881  0.10095994  1.28756663]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.99218188773546,3.156865509718075
-2.989736056873798,3.0527276036250273
-2.988257327906916,3.010707867536034
-2.9830455306663985,2.781971901166434
-2.9744363188533796,2.441771894922041
-2.971075497348376,2.254188146159784
-2.9629195864358886,1.8767135755562137
-2.959253903646688,1.6532159914776927
-2.949186735536366,1.0986408665494052
-2.9461785296215073,0.9312963553350205
-2.944012496756814,0.8057333703255715
-2.941403387672592,0.6623302634803796
-2.933872555091754,0.20138023912401956
-2.9250175029666785,-0.3158031803267282
-2.924104342736637,-0.3515922013990898
-2.8991696975738694,-1.7558596870768144
-2.8980174931937914,-1.8163522648173926
-2.894338998890257,-1.9908746890530162
-2.8898951718707937,-2.209413607945425
-2.8885431853607524,-2.275393905089435
-2.8834784906454334,-2.4995175826990494
-2.8825371199895855,-2.5511068833544877
-2.8817604643693744,-2.5445713392720055
-2.879647921841274,-2.657552868845609
-2.878877854978146,-2.6929042254093214
-2.8788359376898027,-2.6948555528306293
-2.866399129180549,-3.1121459278026538
-2.865314429329636,-3.157184033732691
-2.862172774807922,-3.243745042392472
-2.8565843562499804,-3.378775871217064
-2.856244629112784,-3.403080868690079
-2.8534857059665413,-3.4512083325248413
-2.8510466440248057,-3.4993105825154722
-2.8439173300282503,-3.614433741592966
-2.8414933678232215,-3.6437324651501646
-2.8386087907813664,-3.6924497963212852
-2.8353951926474537,-3.7083648546984818
-2.823976345089373,-3.7356993073903677
-2.82054883977208,-3.7272271237849526
-2.8146085938187966,-3.6998113164576525
-2.8135484696315958,-3.671884871715919
-2.8111813021015903,-3.6567854530330828
-2.806534545099713,-3.6217094758136215
-2.803697001005259,-3.563900512330732
-2.79577484814436,-3.41245878577802
-2.783970575505065,-3.1314741556110897
-2.7811529797863535,-3.038060291138792
-2.7696477048409527,-2.6863545131033657
-2.760342590035139,-2.3482809323473837
-2.7602577868053566,-2.3425378922872575
-2.7570375287442994,-2.222009211052213
-2.75187900865917,-2.0183002834341157
-2.7476830881939542,-1.850461538153608
-2.7441793725621446,-1.7050994774743868
-2.7401369499198958,-1.5440279681434086
-2.7318897195157366,-1.1786333692406956
-2.718452599064683,-0.544660601779396
-2.710385588634186,-0.1697120319756994
-2.6859864236328486,0.946350881181049
-2.6824185229380886,1.109581911475069
-2.672692689235907,1.5314916899105624
-2.6700640304761754,1.630929395425248
-2.664369871746297,1.8679673814189366
-2.65364319003573,2.294025250694456
-2.6473477649306147,2.514688710006067
-2.6457720707431083,2.5611940549261956
-2.6441794237610194,2.605643876579988
-2.64278352809089,2.667618938734044
-2.6398903804951273,2.73528233591529
-2.6396019507470374,2.7500651044440976
-2.6374956130245053,2.8116003791538033
-2.632145148134585,2.9717029505141266
-2.6257069346969235,3.105125636664416
-2.622951744732924,3.1640785355461607
-2.61836738016541,3.269221844227881
-2.6169581908453683,3.268648492353473
-2.616902433440722,3.2889844338132685
-2.605380930866552,3.4282207960589526
-2.6028723903387814,3.4705803838442075
-2.581895914354498,3.4719583077919878
-2.566089276237031,3.265500893892859
-2.5654957877335822,3.2402754854910176
-2.5641652162213893,3.2100971507667393
-2.5641026631538555,3.2081272813542268
-2.5610308441605323,3.1369532410633085
-2.559476159056124,3.1024789249487017
-2.5537809043984208,2.948829484032898
