n_harmonics,base_freq,magnitudes,instruments
9,2.1846787774351375,"[ 1.21557003 -0.13181158  0.83598864 -0.83430217 -0.13251794  0.02897379
 -0.02299115 -0.60530656 -0.6137046 ]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9900367381837425,-1.1720906588605982
-2.981997100074241,-1.0035560908767696
-2.9772930338430132,-0.8650829174776092
-2.977133509232869,-0.8735070269846857
-2.972977576308452,-0.7895921529961093
-2.9689608103035177,-0.6638425446633605
-2.967425564630731,-0.6191714430286371
-2.948339272902699,-0.047638781717322026
-2.9444741728887767,0.04882622661718027
-2.9444019136994144,0.04898618283324471
-2.9250202643664496,0.6109031423195052
-2.9210102684108294,0.724379181028676
-2.9156731869414765,0.8223790485857142
-2.9104689354965547,0.9637778186363912
-2.896542884740687,1.2095546881629633
-2.89178497072584,1.2991668682232562
-2.8914292530802888,1.297346947515625
-2.8875121046507397,1.2959712913014172
-2.886140705804027,1.3260787957546962
-2.8838568371238376,1.3599612301787456
-2.8733535524173544,1.38169752970806
-2.866559390661612,1.3277040659694568
-2.859096164796439,1.305158071119741
-2.8589810340657396,1.2972128140781236
-2.858792410188342,1.2853806450216065
-2.8475152028201,1.0991227722916004
-2.844837473135477,1.0506799444636457
-2.843141606751532,0.9961766274807299
-2.834844177504931,0.7844572161320271
-2.8338173005036214,0.7446315545285268
-2.831356950852535,0.6934611044967417
-2.830563057929866,0.6502310546429427
-2.8303168017499174,0.6203135284024097
-2.825731650939634,0.47742281476772275
-2.8233283238824303,0.39387973128397036
-2.8227731040204276,0.35606038419545666
-2.8179962036267843,0.15522878840934806
-2.816124849901961,0.10417206153890876
-2.804578173998398,-0.43601978745555514
-2.8002901195049126,-0.6263634360270836
-2.8000747606942813,-0.6782631548545373
-2.798679296096522,-0.7652758078268498
-2.793559937258248,-0.9895884520744445
-2.787660185953297,-1.3128912165673854
-2.7850247805796493,-1.4697948584921265
-2.781094156849825,-1.6961576959988294
-2.7808407174411696,-1.688806714895012
-2.775298733306374,-2.018768224177099
-2.7682505884946345,-2.4279819081750893
-2.76390532963696,-2.6594900503719345
-2.7593802133708074,-2.936376442056735
-2.7557506485076884,-3.1344556220868802
-2.752747839740698,-3.3198138690091903
-2.7497328332864046,-3.4487109703698873
-2.7363506756975413,-4.123477227539664
-2.7352359256008416,-4.195351757536879
-2.7295582422180544,-4.4579409562002255
-2.7275541705228954,-4.558455735284447
-2.720488123154553,-4.847863035518594
-2.7031429356865093,-5.377475145192802
-2.6956260150702622,-5.519693084272407
-2.6940774077625216,-5.535059472370939
-2.6910113553671176,-5.5902973939200615
-2.684777667737781,-5.6169683990310855
-2.676885249497074,-5.62971810838975
-2.6544975934537893,-5.293281252918159
-2.650328871538373,-5.191510903327571
-2.6460074325094105,-5.042192154649375
-2.6430449468405808,-4.924076800107358
-2.629300707397446,-4.353975728929275
-2.6281190666358065,-4.308192796276617
-2.6253910068078796,-4.151505629648168
-2.6248731672633387,-4.128531976790737
-2.6166425721913784,-3.662036593382235
-2.6138616685351215,-3.517541288612279
-2.6064678226288374,-3.082447433843087
-2.6010578974899596,-2.7554343064782407
-2.5993597403218764,-2.622377414703116
-2.597509881956922,-2.515339270733586
-2.5951102808143602,-2.3498256849655474
-2.5934588988837612,-2.218376918410818
-2.5929797059913393,-2.2004716555684825
-2.5742876488438045,-0.9524918937155588
-2.568061125412125,-0.5668874127496666
-2.5678117334170985,-0.5783583571803745
-2.5606417277210305,-0.08684077432415578
-2.558706434092743,0.030341313217521013
-2.555158242319358,0.23775602099281415
-2.5551182074631296,0.2601528460744904
-2.5449972490650072,0.8217655900512804
-2.537123255289522,1.2083437333185683
-2.532639334666213,1.4191569122089023
-2.5316513958482436,1.4681105647459003
-2.5314446195342484,1.4696972672206363
-2.521083975468101,1.8881086849172513
-2.4993413228712615,2.395225224733804
-2.4945451990419913,2.4563980345240686
-2.489972436622974,2.4819842388449693
-2.4799712671829743,2.480709104546904
-2.470759270915909,2.3915762937879124
-2.470696320001801,2.3727347649878765
-2.467357794078535,2.3244758190420063
