n_harmonics,base_freq,magnitudes,instruments
10,1.1232711874866368,"[ 0.20799142 -2.17228101 -0.13288043  0.75385494  0.79665116 -2.39859877
  0.20364357 -0.58803251  1.52389825  1.32087427]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.992782888592191,-2.958658150513232
-2.9866440392799642,-2.940757720138904
-2.986547032810277,-2.9924795086960403
-2.983395153945886,-3.000672294136958
-2.979970133319512,-3.006792445862418
-2.979479408901623,-2.9973065323553545
-2.978267290956329,-3.0421040335673175
-2.9651437514982897,-3.0411733803370007
-2.96112788464327,-2.995462738954638
-2.9437756567443363,-2.9144404373599193
-2.9351539760817067,-2.8847534563798884
-2.9330751236594317,-2.867700951587705
-2.9304949446116138,-2.814807391263942
-2.9270729512163554,-2.790105068955361
-2.9080358222370215,-2.51178673119218
-2.8819513883628907,-1.9537994602381903
-2.881151912291898,-1.9562032354043721
-2.877543520170856,-1.858009311396458
-2.874937068848087,-1.8158433019429692
-2.8625322317292525,-1.501162199249515
-2.861459528692686,-1.4642912233557495
-2.8542628799304866,-1.2604070077027376
-2.853498200425298,-1.213355722000042
-2.8423882516124106,-0.8836529024445504
-2.838267789366549,-0.7683072949943366
-2.836489352412034,-0.7316936413961843
-2.8349118583130055,-0.6460678107313115
-2.8315277116321846,-0.5672073446937292
-2.8291453288225155,-0.48209411315759326
-2.827404934946671,-0.44296290179948156
-2.8196224248356603,-0.21044689591008822
-2.811162040349923,0.06920627967111792
-2.8028918943586687,0.3480232312788451
-2.79773585508683,0.5423414972984258
-2.7821300601729044,1.029921479446332
-2.774874384266181,1.2015289761704961
-2.773136773982179,1.2602853479111173
-2.7658269185024373,1.4989500529642363
-2.7612322245805223,1.6375033673076622
-2.757282603981763,1.7153244092067614
-2.755098878540566,1.7857204765778314
-2.7514552274194353,1.91887115653584
-2.7459940802720775,2.0865580607627243
-2.744384906735699,2.08928387613731
-2.741005243897889,2.2172010892920375
-2.740821033661882,2.224212718514642
-2.7343928377646245,2.383793037703084
-2.7146640014341226,2.790811762686453
-2.7035187367842135,2.911832833689421
-2.7033220580109036,2.982015667351425
-2.6971129753171192,3.0737486775883696
-2.6964818332890728,3.0854858431868886
-2.6929040244148066,3.0989574901616046
-2.6911561637746204,3.14852647640182
-2.68298742367726,3.219793505144358
-2.682353391169375,3.2398208946770284
-2.6794394801770376,3.2732992724338414
-2.6696663152214772,3.3256944137414424
-2.664273864074054,3.348840550849359
-2.656719585495761,3.327123974158122
-2.6546082044468853,3.3661658829585783
-2.6474289830857223,3.361668050079706
-2.6411931664291184,3.3205939324660387
