n_harmonics,base_freq,magnitudes,instruments
9,3.633925462950591,"[ 0.23379207  0.59207857 -0.39865859  0.17650558  1.1946868   0.65192036
  1.65649389  0.08574856 -0.70785962]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9939933357007487,-2.4028972883318427
-2.9913598919926834,-2.71853816759338
-2.962424454413987,-5.6531916228414785
-2.943362579104514,-6.516237484656892
-2.930284852804859,-6.4749455445666575
-2.9256404285199946,-6.329113751740804
-2.8993011975099625,-4.557629030440096
-2.893969904574967,-4.049655650149189
-2.8932016338661777,-3.974910938694837
-2.888679054187672,-3.5134765710827454
-2.8708534269696484,-1.670323114167727
-2.8697817343565815,-1.5593350617343325
-2.8684065167228603,-1.420593246996815
-2.867011027720933,-1.2812759768141713
-2.8660373539836375,-1.1921021122634599
-2.8643182415245505,-1.0207969469430838
-2.860237475498488,-0.6416540813975576
-2.855884435824886,-0.25827492494382714
-2.8550422689687673,-0.18343151410794026
-2.853624150342717,-0.06004665651854654
-2.845395915635881,0.5596198949128776
-2.837092472457181,1.0723326793510535
-2.8318581001032337,1.3316522078519297
-2.830893389538469,1.3706346107658378
-2.828911243578519,1.4519038284060393
-2.8269942921412596,1.5264125521443475
-2.822559473612354,1.666121896081545
-2.8165999091882847,1.8026868705762145
-2.8082279178448837,1.8890350482605738
-2.7947575513245786,1.8482707775727327
-2.783221082664517,1.6873589596580074
-2.7821125931242268,1.6645563740538925
-2.77061878601343,1.4583157727611327
-2.7704706238524803,1.4572943365199833
-2.7690692789286917,1.4276616873933654
-2.76674148981959,1.385245681006112
-2.755956759383925,1.2228318015794402
-2.7545924586108743,1.2031666470734
-2.750688019817558,1.1643030806063515
-2.7505632008240037,1.1621890073461483
-2.746051345746982,1.1217671807809069
-2.744497542823445,1.1192336731702592
-2.7368044731156047,1.0930100024497367
-2.728135952880403,1.1285437021375997
-2.7225492096197343,1.1660450327967908
-2.717778816874716,1.216546382877135
-2.7117082770689365,1.295814345301338
-2.71110561984828,1.3051698995350502
