n_harmonics,base_freq,magnitudes,instruments
10,4.479278701037779,"[-1.9918011   0.4689484  -0.26620008 -0.2465986   0.7104618  -2.32287017
  1.72754617 -1.21942949  2.93754352  1.58527019]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.99286788998696,-0.37281041214568134
-2.9774230465976412,-0.18384342913905177
-2.9760581552671868,-0.14129868232462303
-2.963277066447107,0.47046012477422816
-2.9474681307848916,1.6617262763652068
-2.9347915733078738,2.7077803542494903
-2.9283022590561014,3.180065033710882
-2.924473813572214,3.4102307006378565
-2.9138279627746657,3.8364232296222505
-2.910840178798339,3.8856871108228144
-2.909752587223311,3.8822666451706294
-2.9081109454641814,3.903557233856495
-2.8888570221681817,3.0933992289203305
-2.879073270241374,2.1204308996147962
-2.872243189500688,1.2786199840500156
-2.8707052787411333,1.0920376868403028
-2.8706557997622637,1.082670244938957
-2.8636913812467406,0.14662656166127822
-2.8632039007200047,0.08237134358534857
-2.85771471803167,-0.6616285103867733
-2.8526883649058075,-1.3138633041535064
-2.852424325751234,-1.3339736910096391
-2.8406493596478826,-2.6186518180444684
-2.8345318180928603,-3.0916486145778355
-2.8334810669933805,-3.144736850510696
-2.829231839819048,-3.351397929004069
-2.8168024368602023,-3.4261149263945283
-2.813265868698899,-3.3059007106500413
-2.8090560883862157,-3.085542791512702
-2.809036600086183,-3.0885491578175
-2.8015286642519586,-2.511863395272667
-2.798051726887361,-2.176650464945
-2.784166571397242,-0.5885165450557402
-2.7782918074151057,0.10877769448704949
-2.7623545113056727,1.7006067817724553
-2.7603624079153954,1.8317914734830014
-2.7573201345119474,2.0094322852953694
-2.7563091559433612,2.051245898541809
-2.7496526540699486,2.2621784132199925
-2.743011534966417,2.2315354983963327
-2.739704846490299,2.1350785119905047
-2.724776153643697,0.9870828033074209
-2.708987031010936,-1.0849382920722
-2.7086596510615264,-1.1221629665838262
-2.692033727322192,-3.569351531809043
-2.691945250890644,-3.5790971247455947
-2.683798943699779,-4.582424987656721
-2.682868083982018,-4.699935411578727
-2.673766447270737,-5.524159839258633
-2.6583225101748447,-6.129613774399289
-2.656444319894697,-6.134120419218054
-2.6554942667721866,-6.134390642568406
-2.6125342584814537,-3.688171880032763
-2.6106011611272057,-3.5653660943645504
-2.609672993735165,-3.507397912603751
-2.603264966500703,-3.1458357659985685
-2.5998149096644463,-2.9820665179815404
-2.595103158590619,-2.7874286677326685
-2.5814356106225693,-2.522948530506678
-2.5757766683572925,-2.510974099516129
-2.5670442752523654,-2.5365682153129363
-2.5587884291421403,-2.535931365959205
-2.554799372116028,-2.5432052784606523
-2.526939780966643,-1.5463261165863669
-2.526039674247901,-1.481900082743445
-2.516416665954692,-0.6076126059255731
-2.51417839029574,-0.3623968481226347
-2.5089429250679194,0.2345412923450654
-2.505540915877882,0.6454528142468273
-2.4903610690788858,2.5716396004118094
-2.4679610986305107,4.79890513935896
-2.464578722854632,4.989361795297121
-2.4466398513547505,5.090259243704033
-2.444543450812195,4.9892911245459555
-2.434740636810808,4.307856968941209
-2.4247454933020682,3.2452476278534874
-2.4246652130389874,3.2334599214369826
-2.419536207785007,2.587964011925379
-2.4127405511277717,1.6477648299270187
-2.4120641852033105,1.5454484797117913
-2.4063171514135075,0.7462140565032012
-2.4038806327910205,0.4070519971209615
-2.3825062728908604,-2.0910161824700544
-2.381946478119354,-2.141835153922156
-2.3811545950104476,-2.2092312649368036
-2.380326510473007,-2.2768528092900535
-2.3718389481445223,-2.8174673690826824
-2.368545743580686,-2.946881468378698
-2.3659616290892966,-3.028631933433572
-2.3636864318797626,-3.0705735843156248
-2.3523602537591475,-3.005781046586914
-2.3227694793913036,-1.2810772402909807
-2.3128223038859943,-0.5494670026808579
-2.3087146144249657,-0.24604672409429368
-2.3040374115112363,0.05968170971541691
-2.300450167338499,0.2691617141937508
-2.269088011140516,1.2124927182347365
-2.264244493095316,1.2127291760367607
-2.261423855354653,1.1905188922055696
-2.242527192498585,0.9092517393045465
-2.2314829546903487,0.6426240400801483
-2.2124613344791815,0.2017744407662518
-2.212233170515214,0.1947146271835671
-2.2093469736335054,0.1422596461620555
-2.2060526060494334,0.06600362984925501
-2.197692071393194,-0.0982262722664676
-2.1968270492334296,-0.1144179290134537
-2.1926680014644044,-0.17838971161902323
-2.1709198495887567,-0.44494419842590993
-2.1549230019857504,-0.4633844260065544
-2.14554356665034,-0.38392070952308044
-2.1433911752344423,-0.3699124594012611
-2.140960835714588,-0.33064036339184866
-2.136819967906618,-0.26002681252426835
-2.1307682762431344,-0.13134818390502445
-2.120800704313905,0.1244024326185471
-2.1182863502545826,0.19098919133487885
-2.1178599773012863,0.21001029793773276
-2.1095391195694884,0.4372819589699563
-2.1083250883214073,0.48695542604486197
-2.105531524906928,0.5772835693325996
-2.100431377679427,0.7238246828882111
-2.099951379515625,0.7497186242803222
-2.0918117572196886,0.9566707567079351
-2.0829287803366165,1.095108728097326
-2.0821418295806593,1.0994741257641725
-2.0798024279617118,1.1361592936685676
-2.078672238157232,1.1387359135880775
-2.0785502370404925,1.1501855820043887
-2.075042668227793,1.153483385023973
-2.0724238976837466,1.1437177965630874
-2.0700906855238896,1.1298331002175959
-2.0659960380090077,1.089410561323222
-2.058150925048726,0.917735801797912
-2.0575775934992215,0.9027513096699925
-2.056691605283535,0.8870809807713758
-2.0558348086197142,0.8475243960672946
-2.0489708631690107,0.5957322381602854
-2.0382903014555547,0.0892413398442665
-2.034688265461654,-0.09202066478002585
-2.0278887144362274,-0.48794694533635125
-2.0057796907937773,-1.534134735638751
-2.0052151247547014,-1.5499284458941973
-1.9982990489575483,-1.706975563934923
-1.9897470977880043,-1.7563889919022777
-1.9897209727345184,-1.7669288796938112
-1.9828914569391534,-1.6607128940151847
-1.980472543919679,-1.587679219857398
-1.96708170752889,-0.9705094218765385
-1.9298742583088893,1.7735830337785274
-1.9213723626414698,2.2321093795379525
-1.9200306175831259,2.3077844280671576
-1.9193486126411943,2.328375087745175
-1.918313415256816,2.3563049216012075
-1.9145417492114176,2.5056621806223713
-1.9118118564587387,2.5688661050750645
-1.910680495175294,2.593879376003972
-1.905832853935448,2.6452017567224444
-1.9009701385892224,2.645670422953811
-1.89820354579298,2.617302500404823
-1.889131631544251,2.3994425625714033
-1.885005687923088,2.246185699104012
-1.8759623066047122,1.8200988139127399
-1.874837184884852,1.7627598823181634
-1.870691149186567,1.537335670845363
-1.8645683458031588,1.1957734023261153
-1.8556808614837743,0.7239243505829738
-1.8534987161841707,0.6292969027992283
-1.8430735191598961,0.23337737322566318
-1.8429620163139997,0.2356278904023398
-1.841235548210956,0.1798222683278376
-1.8390121129111394,0.1193842614850356
-1.8329112137112789,0.010120310848662242
-1.8324718317782382,0.018518871101248096
-1.8149907123475975,0.13129291134478438
-1.799582344823245,0.5763357483082956
-1.7953929057448441,0.721876723119687
-1.785131385347738,1.0625196496428915
-1.7793995645077163,1.2213106400654479
-1.778527520862846,1.247411936926188
-1.7603317389802593,1.4809796579086516
-1.7512045364175113,1.4457698038299376
-1.7500158115975464,1.4319454714660835
-1.7481687731750808,1.4040065870546576
