n_harmonics,base_freq,magnitudes,instruments
7,2.9037362857114264,"[ 0.3235193  -0.43239949 -0.63981423 -1.24010303 -0.12945844  0.45157042
 -1.11236105]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9950827983933808,-0.33910737657329515
-2.9950622872407364,-0.3530142154300591
-2.992449167482602,-0.37520187682101647
-2.988691007062733,-0.4108979143185019
-2.9876017522751734,-0.43693910404272324
-2.9791451543157637,-0.47481685565916393
-2.967164481282158,-0.5517898360569008
-2.9633141855425382,-0.5399449030239035
-2.9542100614364117,-0.5316498154171995
-2.9486446816965506,-0.4801172256181183
-2.939213499077109,-0.4260954990600935
-2.9372322505423543,-0.4039047772548391
-2.9355516092308243,-0.3737165524109456
-2.933268133809446,-0.36002369544797425
-2.9287021635244295,-0.30308644681296326
-2.928011319715809,-0.293435506173091
-2.919213441827905,-0.16903796311239958
-2.9157511189871825,-0.1174109495761589
-2.909287687734004,-0.03539367706243153
-2.9009460846932065,0.11267277378044738
-2.8981610249259466,0.153732453697379
-2.896378539823986,0.18162707309979373
-2.888114452230771,0.29436616641604085
-2.877191922502833,0.45925731224461314
-2.8730245473527543,0.4956564542429787
-2.863959828705312,0.5543641019148489
-2.858723194924382,0.5981336128052092
-2.8571469502738074,0.6263989346606418
-2.855189639158025,0.6253733266446553
-2.8309915299631214,0.5837423636047334
-2.830838345170536,0.5671574558364035
-2.8170965062001336,0.42232539213738296
-2.812144843319483,0.3508160437996272
-2.7906773219224954,-0.11129633654455534
-2.7902576555989747,-0.09816500280369148
-2.787672558873614,-0.18866608189468856
-2.784921077330538,-0.2950652709649846
-2.784621626405408,-0.23636724472909643
-2.7834607611194877,-0.3044687199666149
-2.779044801374349,-0.46289003265284995
-2.7652330607332116,-0.8674553837808568
-2.7535584701059648,-1.2554708623486834
-2.738404520148387,-1.7313096277265794
-2.7361803785903347,-1.8013743584794644
-2.7294438430358285,-2.022986925646521
-2.7221450223716905,-2.21928739059931
-2.72106354586502,-2.2614788992304726
-2.71578872408067,-2.3956583388702204
-2.713566337781285,-2.469507817672821
-2.7126278270333017,-2.482171139377144
-2.7066539510157246,-2.630639913610286
-2.7066314987577247,-2.599075878315978
-2.70580064537513,-2.6116783727277975
-2.701224657351994,-2.7278176477654603
-2.6907110573669595,-2.872770928709625
-2.6853879818308335,-2.954045868339119
-2.684722340425818,-2.9381655699455886
-2.682685555382771,-2.9689541781811486
-2.669368675343877,-3.0117901236669407
-2.6654873422004526,-3.0020424616661425
-2.647462810309227,-2.835922039346707
-2.645691077652815,-2.818552043796492
-2.638159981230994,-2.683853154137523
-2.629375662732035,-2.467378157856299
-2.628076659415468,-2.4144141833194386
-2.617453828726287,-2.0994389622997693
-2.610422184138,-1.8823663662727257
-2.603460598525601,-1.662849046613736
-2.6030294054231344,-1.6361660650895566
-2.597772819826055,-1.4728706251096033
-2.594371319103664,-1.319370176874403
-2.583039894903334,-0.902244175935193
-2.5799345879246083,-0.7723265491598627
-2.576245444025937,-0.6294317875600547
-2.557708709696231,0.04092980302959585
-2.5569277492248728,0.06608783416699555
-2.5564684390203225,0.10462382356609819
-2.553518982423238,0.18490026611999444
-2.5534451222730565,0.20803987706137578
-2.5472290637567205,0.39580085057484377
-2.5460138000792947,0.4113299564743865
-2.5376302638932895,0.6594542176104592
-2.523999638526589,1.0006921442573633
-2.5171387637164653,1.115014384744969
-2.5145349478003602,1.1455039366313602
-2.5118324158690495,1.2047760015469393
-2.508015790990279,1.2528066022451123
-2.505884844028695,1.2570326989605267
-2.504280857744103,1.2829233733669
-2.4986248832301685,1.3263440641986708
-2.488813161493834,1.362575898507632
-2.4864485700166448,1.328919378724368
-2.4781038894876497,1.3103369743447
-2.474606693814782,1.2759376806404845
-2.4744532784690856,1.2865636233553372
-2.458042001199675,1.0429022889321875
-2.456260530078561,1.0602863229781545
-2.4552329430262176,1.0097709589415425
-2.4548696345219008,1.022456836576097
-2.449432646645037,0.9306235989009083
-2.437413690129979,0.6603786684890898
-2.4345542509038633,0.586944038855628
-2.409930370531466,-0.05650076537666607
-2.393871344668853,-0.4944611545985382
-2.3928518013261364,-0.4795800648383984
-2.3908159667898534,-0.5312097659216805
-2.390608766635165,-0.5314483499025998
-2.3829326292253086,-0.7351711281102594
-2.378034222352218,-0.8253315724333615
-2.3630021017876164,-1.0972598516233767
-2.353155356797074,-1.2559708874597644
-2.35268540620033,-1.2161961883875934
-2.3508042702029894,-1.2648416145834236
-2.3444181015765673,-1.3181495390832643
-2.3398202505495247,-1.3530984303178923
-2.3257131562629247,-1.421238980594511
-2.323745641073168,-1.4243831892583745
-2.318530316768999,-1.37509584146431
-2.3183488063745754,-1.4008978177263232
-2.315575038190186,-1.3973002426799015
-2.310294919552161,-1.3760919832843106
-2.3081058324304484,-1.3687436016477015
-2.307348494064136,-1.3623432382199143
-2.3047053153676713,-1.2969817931914878
-2.2919791792321424,-1.1742985010554603
-2.284528981392774,-1.107522282730404
-2.2815454490678264,-1.0754795457362984
-2.2730476337595746,-0.9371061742923795
-2.2636933804629056,-0.8325307131060169
-2.262381121643081,-0.7888118612163239
-2.259402565072386,-0.7423813769530093
-2.2533171182700453,-0.6691316945671897
-2.2529839613243157,-0.6716848665227296
-2.251471509007465,-0.6288936071074173
-2.2489084251568032,-0.5953371875778916
-2.248507869786306,-0.5596317684609855
-2.2279307835220763,-0.33668111370273207
-2.1851203343450782,-0.14346042034986115
-2.1805434730506326,-0.14506726444182527
-2.168660840209821,-0.2375258871371645
-2.1619584809900916,-0.2759376879740946
-2.1465797234173802,-0.5095597620828675
-2.1452068395270203,-0.5354412301959397
-2.139379624729043,-0.6218989041744871
-2.134937957553552,-0.6968884446340629
-2.1267377288169382,-0.8260889579576943
-2.1265844177666304,-0.8561412046430177
-2.125379991794377,-0.8851984762622792
-2.1186414300648693,-0.9947609844229196
-2.118452243444742,-1.0092973655964135
-2.1115173424007923,-1.1310710415927125
-2.1077049044214204,-1.2177591527514924
-2.1022310358552967,-1.344501169679649
-2.096405484334477,-1.4324797465244978
-2.0875282493303553,-1.609433479184565
-2.08152321357544,-1.7286829568391164
-2.0716263164189233,-1.85880426191727
-2.070739824120447,-1.8727561644843114
-2.0538482764807995,-2.062967823440037
-2.0524884107686754,-2.0568503444069637
-2.049760261953467,-2.081690066822321
-2.042267279165086,-2.1193322812347906
-2.0387411673038685,-2.1242071215090266
-2.038694886649268,-2.1394332079641893
-2.0300789222592495,-2.1075800115635666
-2.0264444528315777,-2.094056903074669
-2.020029859474346,-2.037720428923309
-2.0064743553033586,-1.9242363161523093
-2.0010862929414763,-1.8441516267891178
-1.991595994018368,-1.6585553334269314
-1.9913218545245666,-1.6803646660588376
-1.9854731689590395,-1.5499104591776913
-1.9848870656623976,-1.5410253159983112
-1.977144248857431,-1.3867537010260407
-1.9752056061787941,-1.3149830751317406
-1.9701417493770617,-1.1803701585435373
-1.9696265966166786,-1.1616522442662753
-1.962661027753102,-1.0040985958108926
-1.9603005733687018,-0.9077670814068189
-1.9553498425351123,-0.7569124112581228
-1.939716809696521,-0.25690859673681665
-1.9385583109718134,-0.2473634668970099
-1.9165861584164914,0.5307736687106024
-1.9126775414115216,0.652989763505977
-1.8965140022873446,1.2047700601728293
-1.8939084959679844,1.2702940870741168
-1.8909045266359543,1.4021791963550039
-1.8897858175942666,1.426572443244749
-1.8842649745962876,1.6357457890872362
-1.8770889815350433,1.827620442460067
-1.8763977572615302,1.8757332160377012
-1.8745011016873088,1.9357740562704455
-1.8721639252202402,2.0061803442954873
-1.855069754723467,2.497595705304601
-1.8545139251696177,2.5332592251147457
-1.8346765828256248,2.9842518625205683
-1.8300512308088448,3.107160083692402
-1.8248924149040275,3.2118668638432575
-1.8112375302906516,3.4881010935873755
-1.8084383528274992,3.4964524665741448
-1.8053442102717665,3.577904260560721
-1.7996043699796298,3.6502940689090795
-1.7956279890482665,3.725667720152247
-1.7897643825707514,3.782629940057634
-1.777530683818636,3.922988232219292
-1.77297864661474,3.9725951632479424
-1.7527411889519446,4.132875121522567
-1.7520717836779627,4.1331773767735065
-1.7436714032294143,4.1427001334491615
-1.7425002187325673,4.175661815738202
-1.7413544605665405,4.160332035353054
-1.7398900359973073,4.161343245778135
-1.73962811858011,4.174453391098275
-1.7365053329136007,4.207443743958552
-1.7325556343247588,4.18069292138302
-1.7200732717867657,4.158658896220587
-1.7098859272262,4.120012646659821
-1.7081682566575545,4.083934435223378
-1.687565990074698,3.908216370715288
-1.6833551815497847,3.809106323716524
-1.6826322341031599,3.800120088046916
-1.6824413114035053,3.809089719698393
-1.682298377678915,3.812391465600483
-1.6669261370746822,3.5466985656611283
-1.6664926647596272,3.5289646894811195
-1.6637039794533508,3.464563665982384
-1.6536347109227731,3.252753821764913
-1.6488103967137209,3.1163899489971136
-1.647449085242473,3.0609747463227666
-1.6336361130489259,2.6868286513304342
-1.6304236257873361,2.5707796258950517
-1.6240952336634615,2.3830396070315256
-1.62081605553945,2.237072745241576
-1.6130293816988175,1.96874933836157
-1.6114258877373622,1.9374831848848326
-1.6087360447628958,1.8359403113683388
-1.6012700977267813,1.5444371485523556
-1.596977520358172,1.4002082952797148
-1.5964998596598758,1.3767937444263016
-1.5897759637728455,1.1008732620893447
-1.5781085051736548,0.6663361907002326
-1.5605989338924358,0.014897460110109166
-1.5307651685078767,-0.9340184050494968
-1.5286194620030533,-0.9723345292285485
-1.527688290378007,-1.0182355835583683
-1.5250133670242267,-1.0496516889620497
-1.5239249322215973,-1.0948735505528857
-1.5191995415916413,-1.183496557635923
-1.5191171693321193,-1.1912087722336702
-1.517810870673059,-1.2187553071310249
-1.5133422318627934,-1.283238057901957
-1.5071666737583869,-1.3790206579273334
-1.5041540668891813,-1.4189193166303997
-1.5037675642987267,-1.4104720999371445
-1.493227812287669,-1.5073328427449402
-1.4824506728506561,-1.5176653386473011
-1.4811861884681605,-1.5366709338088862
-1.4799394184940224,-1.509521762677259
-1.4597408578207245,-1.2949019623483344
-1.4500378665786402,-1.124528546186008
-1.4395610042642768,-0.8856281476519859
-1.438871637804286,-0.8302669532406142
-1.4314287755827901,-0.6414536259912397
-1.4305408851569843,-0.618774074908428
-1.4280576165960408,-0.5184828306104295
-1.416535720874822,-0.1690449421570041
-1.4159035611745379,-0.11987618242869608
-1.4156555838724467,-0.1227122917348229
-1.415352242941309,-0.10845920290308546
-1.4108482540600062,0.017334017586079085
-1.4050865922284215,0.25365815500052624
-1.4038648686632342,0.28634536222594426
-1.3954691945640647,0.6043424754039599
-1.3925427043391454,0.6905756232640524
-1.3906872523590446,0.7743192711689365
-1.3735801290483944,1.3463403947268153
-1.3681213328016457,1.5138019314032058
-1.366838097422981,1.5654916765496838
-1.3589250457457882,1.7515580346728712
-1.354458782021876,1.8850725621641342
-1.3516060525903626,1.9537716142623731
-1.349440009590919,1.972063158300957
-1.3434728542983094,2.107284456722524
-1.342877258853446,2.093632545597762
-1.3338382191452909,2.2237278880067626
-1.3331702988771512,2.255333873931863
-1.3214497998233814,2.29046360142117
-1.3141415455690282,2.2548075570532364
-1.3098318059583407,2.2291435329864644
-1.3097493545228962,2.2504862582218523
-1.3033229381628535,2.165255318113655
-1.2992724443940864,2.1167913760521286
-1.2963317045790113,2.0630398323038275
-1.2875897672353058,1.8742025405113725
-1.2837403162455545,1.7863084208043445
-1.281452322395056,1.6869191855603363
-1.280112901877514,1.641608337095443
-1.2742260222500303,1.46801392982199
-1.2683377694308937,1.2361995948862279
-1.2583927923236615,0.8491278737490763
-1.2550373081765651,0.7057523360375412
-1.2546634510267924,0.686379709466352
-1.251776442757835,0.5387230455462273
-1.2356800087379494,-0.26328229948653675
-1.2342147906595464,-0.28848765639888235
