n_harmonics,base_freq,magnitudes,instruments
10,2.5439026550976487,"[-0.5073257   0.33577554 -1.52189819  0.08465943 -0.46791452 -0.99124777
  0.468027   -1.30873374 -1.64247131 -0.01146446]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9881023997238536,-5.172423937089424
-2.97060820245507,-4.6732587462290835
-2.9611861804736797,-4.204824493468535
-2.957736916213938,-4.025229901953665
-2.9536810746080757,-3.800501188837324
-2.9332578013183683,-2.482236523861641
-2.9293965937573025,-2.1870733615484754
-2.924628722946843,-1.8861305235153325
-2.9224457608861085,-1.7641808322976382
-2.9179823021681806,-1.4401604381543232
-2.9150382120499394,-1.3181598681533497
-2.9036830205960364,-0.5869806464882924
-2.8979373248795985,-0.26287412678371425
-2.8976859060616453,-0.2968494757658208
-2.8971485220652156,-0.2603106658662709
-2.8871856136938945,0.22169386573535033
-2.871640048244772,0.6791806208193998
-2.8702807219417985,0.7130712630089272
-2.8693646394263137,0.7389556667860998
-2.851624310533145,0.8432704251846778
-2.8485787851232907,0.8441139186102861
-2.8480003408871313,0.8571515317337521
-2.843282478221014,0.7651541455650962
-2.8407915245232553,0.7463746068759161
-2.8285908814449705,0.442462985440235
-2.824742115679589,0.3357423941914186
-2.821628778106572,0.2883398823875234
-2.8182090303760803,0.17906252325577926
-2.808482301587418,-0.24717644804590194
-2.802972623182452,-0.49545338534821537
-2.801583721354464,-0.49487775148283447
-2.8007246369136984,-0.5496660709687293
-2.7873784604142218,-1.1075456691061953
-2.7854669327189856,-1.1841145576833296
-2.7769511142345116,-1.499224084311842
-2.75355640536656,-2.1080871067034126
-2.748142880193796,-2.218746661375276
-2.7441906946453436,-2.262618584732741
-2.7304961938514074,-2.3085365458674767
-2.7291121473243125,-2.2667261601600597
-2.728283831507368,-2.2362559036569993
-2.7180480464882573,-2.0875583759128156
-2.7133434419246534,-1.9967572785704752
-2.6886117888665018,-1.0778641615074356
-2.68568856354443,-0.9318576024564412
-2.6822578100478345,-0.7909542582245715
-2.6799064504378833,-0.7075043614660558
-2.67714467846013,-0.4674436283913684
-2.660133144220751,0.41048919575619575
-2.6549133597669847,0.7300187511260091
-2.653620376513607,0.7700890981700934
-2.6526943238375162,0.8805433038313507
-2.64487973849752,1.2587963561982987
-2.6116922649230823,2.93591609897606
-2.610177483029965,2.9710029577656054
-2.6040356138474428,3.2340114042435264
-2.589794790361683,3.642972306446776
-2.586357845384848,3.7025755791979154
-2.5750586757433163,3.8542623519745454
-2.572858476531751,3.9219483082835365
-2.5651014288829304,3.9879049909694624
-2.5608538952599433,3.926883881443928
-2.5455057058354096,3.9338542919390656
-2.545466424910921,3.891777041563441
-2.5385665166696305,3.864738491535415
-2.535554624661879,3.8054748113274974
-2.534128177540209,3.799578605943369
-2.5333085747570214,3.8026219358435753
-2.521084729196825,3.57645689117893
-2.520973936589511,3.587236503496929
-2.5130408006228055,3.408493734308991
-2.512900498126862,3.4085564907153305
-2.509741165750172,3.3835094673581527
-2.508965701232392,3.375449146119675
-2.5023565884351235,3.149716581866725
-2.4991543191346866,3.1284252513957482
-2.497889218733172,3.0812987039037885
-2.492150113697827,2.9274784376189706
-2.4853243567746324,2.7212428857996476
-2.476722843998421,2.50533088140773
-2.4748147521929065,2.4833281557403284
-2.4693694494110954,2.2787397916556555
-2.4663889801696866,2.220962716867449
-2.45542952333901,1.8943524039150632
-2.447403967830798,1.6261280354080563
-2.4441686474547293,1.580885702597865
-2.443354663343044,1.5305792409982792
-2.4254943932427384,1.0104095903608559
-2.420939063874094,0.8286057977444291
-2.4189822477205536,0.7889494514154902
-2.410157947584627,0.5340628850660405
-2.397349986244577,0.13342664518948077
-2.390109219376025,-0.09662404663031576
-2.387491455550248,-0.18791999702440818
-2.381172093274321,-0.3951329910812822
-2.3742189435938847,-0.5671631364753175
-2.369681638451539,-0.7107195747839976
-2.359212651683692,-0.9949850392558464
-2.355866667230175,-1.1282812271954172
-2.3548252888692645,-1.0912024396759783
-2.3543609791690034,-1.181936888858143
-2.3452795907775643,-1.363911155987088
-2.3184817097233257,-1.8495712567348501
-2.3161532277676686,-1.8364143255726193
-2.3064346481959577,-1.9709823780098283
-2.3017094351822127,-1.9907702800618972
-2.2959345816470513,-1.9727905147893379
-2.2911043087115357,-1.9229847720473214
-2.290989715174967,-1.9567299986007112
-2.28941668337679,-1.9613661897395736
-2.2882506643956693,-1.9242772438601237
-2.2837197874148463,-1.9338990891908698
-2.2803654413086574,-1.8948213084255658
-2.268333555337952,-1.7541580533327275
-2.2578716602148843,-1.5670207196471542
-2.2519201201853742,-1.4601035626252759
-2.246930988909548,-1.377894027559692
-2.237556693476786,-1.1423602548882648
-2.23515215008408,-1.092076090015867
-2.234066389040006,-1.025835184591694
-2.2166420390365165,-0.541734249912403
-2.2136936833449345,-0.4899025141207162
-2.2059166475670557,-0.35589731568470767
-2.201380142721269,-0.23011005751626834
-2.201368375397338,-0.20608641442431458
-2.199828204633639,-0.20903462168846032
-2.1977267375914202,-0.17755566257457114
-2.1920519941970875,-0.02872251500520183
-2.191965005454832,-0.013333302544531727
-2.17950748185201,0.1473057695770475
-2.1786544022536303,0.18568813049805996
-2.174570486760807,0.25159605183145367
-2.1723566821291707,0.2777415037895023
-2.166234755733174,0.2901252278027126
-2.165865142327275,0.32873562764490805
-2.1634669327249454,0.3296941119840298
-2.1618709326715475,0.3314323310073165
-2.1570851978497654,0.33156136841481343
-2.1570398362498184,0.3657139713590551
-2.1524085386711214,0.39391315860993664
-2.1484641882999913,0.3616322693861627
-2.135555827761543,0.30477434987762897
-2.126694525451489,0.3031612226866786
-2.122719938801422,0.20841805840693164
-2.114012437416169,0.09835713828377982
-2.112708824713216,0.10892040685689469
-2.1045485078726385,0.01953982591308044
-2.0918977763246174,-0.22830981359309455
-2.0888788780542367,-0.19765285270413105
-2.0799640516368614,-0.3458307880656126
-2.0772611071017995,-0.41742951276239165
-2.0764695034036356,-0.38143490741189445
-2.0738590284735046,-0.37982412187939685
-2.0656219737669903,-0.46871446209734374
-2.0638159692632043,-0.4935468290079772
-2.062932575792707,-0.507240611890585
-2.062253207119344,-0.5100007378270137
-2.05701875306444,-0.48907477757623224
-2.0553374496749792,-0.4929340961610522
-2.04643628777469,-0.5340919852708926
-2.0419487979895026,-0.539655306568542
-2.033547324914987,-0.4733216534813785
-2.0212300223294255,-0.25461668633516515
-2.0203765062643737,-0.28091862841302984
-2.013678722092885,-0.09928813438868739
-2.0023649099637764,0.17284630826345257
-1.9912617829812036,0.4746595723725446
-1.9703665006876794,1.19064801158741
-1.969302285264306,1.1957026424404162
-1.9657276680868963,1.2997123367035261
-1.9495563036679118,1.8081865447091976
-1.9490292866321093,1.818232594883353
-1.9459438132838052,1.926737040486848
-1.9432356873888952,1.9565840833945645
-1.938631349107305,2.0794784919196223
-1.9319436954822915,2.2397880398213834
-1.9263284614229788,2.3212837081326327
-1.925957273177894,2.3310047539467735
-1.9068974288368141,2.5333677077249463
-1.8927524817369357,2.528094110442513
-1.8911982420990034,2.5212785474156845
-1.8898115200621,2.516084640449352
-1.882339211086132,2.4103530541631693
-1.870841169497493,2.229719702092059
-1.868588275715734,2.195534445428738
-1.8619976483453617,2.048980903309891
-1.8612642154449124,2.052067919983917
-1.8600716254015468,2.005170035458391
-1.8439156818555176,1.5574829351558441
-1.8382872153689562,1.3926617801149408
-1.8373195227137384,1.3417086643878076
-1.827916745323389,1.0532102567504895
-1.8254977275616453,0.9697752840539898
-1.819657822134454,0.7825143390846971
-1.8158295271179778,0.7128592520808055
-1.8150105941186363,0.651591352944872
-1.8132503886601852,0.6252416854762264
-1.8126495204480884,0.6112444847254743
-1.7922966421647906,0.13960104996042672
-1.782780415557976,-0.08882155976922457
-1.7773487645668833,-0.12630305404422437
-1.7769507879439466,-0.16107017930441575
-1.7755024041410812,-0.1834436738096345
-1.7710658081634034,-0.23638985909127683
-1.7609839316094011,-0.300999834381987
-1.7564284894801387,-0.32708725375683473
-1.7467160339600378,-0.325634994142029
-1.7436119075472514,-0.30279565336021175
-1.7371883198936824,-0.24839442897698136
-1.7270799076178809,-0.17089604665912386
-1.7200768854046473,-0.1252565833924313
-1.7108025258796822,0.018574461563576516
-1.7075094900472505,0.07778029781242274
-1.6973404092613753,0.26373027181882625
-1.6915500256482627,0.3011815386533675
