n_harmonics,base_freq,magnitudes,instruments
10,4.187702689982533,"[-0.41528821 -0.49863032 -0.08745672 -0.2874533   0.02904222  0.8047372
 -0.79125499  0.31387899 -1.06587737  0.8856027 ]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.995396633567549,-1.287063500834239
-2.9773896007329492,-0.9788234507350414
-2.972452739013522,-0.8146397115149746
-2.9673250398403814,-0.6627388673799242
-2.9575914669399905,-0.293144366469132
-2.955071233399239,-0.1963679082206694
-2.9401709182574916,0.4969875774979282
-2.935451985253726,0.6490592742354622
-2.9343759983075612,0.7091266680441272
-2.931607079170235,0.8110019225169265
-2.9273478680923937,0.9798545296589228
-2.9252580470896348,1.0455587515501445
-2.9229841900356575,1.092553385658958
-2.9209374462828634,1.1554864657465376
-2.9195932085703475,1.1920058218269043
-2.911089515458115,1.2728515080333411
-2.902631216657694,1.257755791783692
-2.900673113415597,1.2125717997894316
-2.8886545800791623,0.8310989203212323
-2.882955847032002,0.5358484131066192
-2.8798047594199083,0.3889955332172954
-2.865757482306246,-0.5023711809576762
-2.8624607219817175,-0.7222407050327904
-2.8440415606127214,-1.6228215822351408
-2.8395964473246598,-1.7512393193950115
-2.8392259173613352,-1.7751860227884726
-2.8387623175948202,-1.7741661540559757
-2.824096238939649,-1.683133548291915
-2.823574805946408,-1.665308583665133
-2.823569922948926,-1.6741607288592941
-2.821433132207541,-1.5498975477084094
-2.8212106272342856,-1.5775776999430022
-2.8211448516096524,-1.5812065394794799
-2.8188807944834124,-1.4598780187596991
-2.8091027640903787,-0.7983590091380162
-2.804407672796288,-0.3372789475419198
-2.7926482237896355,1.0249696581791201
-2.7893168536789283,1.4498620274156202
-2.7859076531387084,1.8790428805738058
-2.7830341491117943,2.2831633153780935
-2.776611623598188,3.148806442709312
-2.7685162440666446,4.168930570971211
-2.7583580943536616,5.215339130838825
-2.7546879621017997,5.480214290161197
-2.747567215375305,5.842343727915471
-2.743830172490002,5.965528026357192
-2.74223431245837,5.994375472202347
-2.7411355825387753,5.989226131242386
-2.721151552135212,5.017295469050077
-2.718453552459061,4.758653858527263
-2.7172947382792647,4.647461051590432
-2.70987047087647,3.7296375943327726
-2.707739678506182,3.4547231150030973
-2.690664140203337,0.8345412640378544
-2.687138972563734,0.2712995798936712
-2.6843250731361494,-0.12364406455789122
-2.683802226424894,-0.20468622397506708
-2.6764538184609012,-1.162639486440934
-2.658962436389235,-2.6103850370578603
-2.654709921060629,-2.7665251916799294
-2.6526281179608997,-2.769699739371194
-2.638509634361373,-2.2972745452850254
-2.632662892433827,-1.753336424853247
-2.624928693119714,-0.8715363962322921
-2.62491761165441,-0.8787021890503226
-2.6136834224564742,0.7458584689517231
-2.6007131088826645,2.750828031286532
-2.5815569103648137,5.17374703076887
-2.5779460677778188,5.518785850306489
-2.577076876809164,5.587361303659969
-2.5767389473386175,5.578995064604297
-2.5675966225686424,6.055055500265886
-2.567342133378591,6.060634170444104
-2.567061557996394,6.073426865015673
-2.564327967781193,6.109284063746148
-2.564120957723829,6.133574551403262
-2.559543542358594,6.128952224289303
-2.552776867920448,5.921171812258613
-2.527139962411348,3.5611854801861886
-2.5268828462975232,3.5368317213081504
-2.518128309791148,2.4218408573212704
-2.516682977298866,2.2449504567107814
-2.510916148901837,1.493752249531169
-2.507347051580027,1.0592314507996272
-2.503175021621556,0.553918864959307
-2.4902780556975377,-0.6905258367758157
-2.4901277906334984,-0.7261375270299961
-2.4829705032345926,-1.2380021007908912
-2.4822142668986444,-1.2422818903612372
-2.4715855722073474,-1.7262401422279845
-2.470958101049378,-1.7488074546436967
-2.448023526188498,-1.7992091040285618
-2.4467991771305324,-1.7859190654417527
-2.434236246294275,-1.5829657360960874
-2.4262241678744267,-1.4267147286107356
-2.4236807089288117,-1.4351759860833189
-2.4202888748911473,-1.3908007858875338
-2.4172241107411105,-1.3720973239713288
-2.4151968123286043,-1.3672940184363245
-2.4087298205630416,-1.4119327828568966
-2.407794050793207,-1.4103278979971194
-2.405883148759724,-1.425058949448424
-2.385278360446331,-1.8741796290164878
-2.384037750048492,-1.9128164778910675
-2.3742682239944832,-2.197990520711563
-2.3722587027359068,-2.238026594933664
-2.3658414744019947,-2.3407190652178667
-2.350738472120631,-2.4753194451751472
-2.349950363237306,-2.4370650500363804
-2.348962844022985,-2.4319855625308944
-2.3311343266810995,-1.8527466683159308
-2.326082979972348,-1.5988617965266079
-2.3243523978952396,-1.4852797437577736
-2.3149883235577633,-0.7928845493630132
-2.3070230507964413,-0.17576568453489333
-2.306275117262638,-0.10707323570917868
-2.3051836736128726,-0.015993986731135168
-2.3007017024812377,0.41173950876355303
-2.2989512050781364,0.554309349250811
-2.2936735121766265,0.9571270025693286
-2.2855748503615985,1.6032089988382348
-2.280933960607706,1.9189519045311678
-2.279736488585781,2.0138513067791113
-2.264970643738679,2.73395844139157
-2.2629594250915277,2.7641660642256727
-2.247685990770793,2.8615412271644143
-2.2391800831491118,2.652596440722164
-2.239093857167751,2.664547360853737
-2.235122230047355,2.5173645411261725
-2.231855296711408,2.3750139937859007
-2.2252519874350867,2.0458703270975067
-2.2139561163438697,1.3822407009265203
-2.2107121410768213,1.1451659142983224
-2.2044346086319173,0.7475773408878627
-2.2036106523697634,0.7333647193887265
-2.200998037001505,0.5419622878283087
-2.189685829204064,-0.11481854893803874
-2.1793134041150655,-0.616233894595772
-2.1784189326290777,-0.6646712619011926
-2.1749909917034014,-0.8289232349960816
-2.1727637428863673,-0.9335372264111589
-2.1545568391867773,-1.5080716558429277
-2.144672659635877,-1.7457791894537122
-2.1376752059393187,-1.8878423298040752
-2.1310398327102966,-2.036288492227288
-2.130632317250746,-2.04723101689574
-2.130295218510037,-2.0374026369514895
-2.12828496918069,-2.0772619840938265
-2.1275123672059375,-2.1155606130245723
-2.1227940149262507,-2.2160617678924486
-2.1193455839400284,-2.2747730855160593
-2.1074597424393557,-2.6311716590983223
-2.106159305318791,-2.6396288248618833
-2.1043724310774357,-2.6864124864315926
-2.097715035101981,-2.878131807241861
-2.0805126917504726,-3.352373553631033
-2.0789014081463373,-3.3691312835859724
-2.0751356153736076,-3.450579770220364
-2.0703263362655253,-3.504702130357897
-2.070282215202357,-3.5412877738471913
-2.050608058833673,-3.5310662537091724
-2.048302415254293,-3.51073290576957
-2.0377455658007606,-3.2611607662721704
-2.037390767273864,-3.2430240279374374
-2.034431842254514,-3.17263792778669
-2.032921781274895,-3.0846911375790795
-2.0300929467973985,-3.0140792564872316
-2.0252736631748034,-2.8249974868885785
-2.023578533508873,-2.7375194175165998
-2.0203159209021027,-2.5597791759967907
-2.0187429894841213,-2.466316902778196
-2.014670125978445,-2.2839788101548346
-2.0021201164264766,-1.6545513180904643
-1.9904561793028483,-1.074760959828268
-1.9877784759939507,-0.9683489119541493
-1.983746609832816,-0.7817370548115269
-1.969409541782579,-0.3079990317493358
-1.9557752047604142,-0.025031252592378976
-1.9403224181550178,0.04024484723489577
-1.9383413328196526,0.04496072010891192
-1.9312364868374152,0.02467363300325306
-1.927924922656985,0.052690891400106035
-1.910705056153895,0.10841556225827967
-1.9061507210730508,0.12651068065797028
-1.8955731335622525,0.29459618369110757
-1.8842289015837759,0.5020501448742957
-1.8793932742200485,0.6256739665915848
-1.879082231554296,0.615554355552897
-1.8724521384257717,0.7845877705368781
-1.871052577022006,0.8084349234456762
-1.8637002781186154,1.0008655750319897
-1.8094945494392418,1.0041156105430287
-1.8032231104447864,0.8404489125333208
-1.792690487537989,0.5758519067207456
-1.7906595069078186,0.5063028945505487
-1.7811354202850487,0.2719919680123169
-1.7766729811932576,0.18016728256737202
-1.7661067721533747,0.019293140589222293
-1.762305864597039,-0.016614946391946356
-1.7517122248447115,0.01995979583293961
-1.7351042396193783,0.23672661144913065
-1.7291413153120923,0.3937752349106904
-1.724610663875292,0.49659475255721064
-1.717378832212679,0.6504585015299752
-1.7136240802700204,0.7287736502129731
-1.7128997415965046,0.7377825420468895
-1.7094990688395735,0.8102647744684122
-1.7084239873076659,0.8382932335379549
-1.7074248563418153,0.8666491993433872
-1.7034105379431423,0.9340281003646983
-1.7031161056088535,0.938507067185773
-1.6992944104004029,0.9767641213693108
-1.6980192331276454,0.9620693970863802
-1.6978020276432835,0.9907174242170029
-1.6951637984297856,1.004768532088396
-1.6835229595659689,0.9014678332962949
-1.6798384004735138,0.8394337202462125
-1.6797859352929052,0.8539979079405032
-1.6708629495686895,0.6019357859590423
-1.6600690774367024,0.15222202971000526
-1.6455662704097178,-0.5773872939127083
-1.6107987513547253,-2.1166717202961447
-1.610153263508868,-2.1538456907088896
-1.6052665618383015,-2.2504894602014796
-1.5919360281042145,-2.376760229743061
-1.575236900553248,-2.272292630561901
-1.5610119012114623,-2.0002829008327416
-1.5584832488511582,-1.9399008008216876
-1.5541494093089563,-1.893503258037924
-1.5500515885567936,-1.7958567154721783
-1.5484908696963728,-1.7466514753078506
-1.5396394807188019,-1.6324418393706313
-1.5352940684874743,-1.5636268032893796
-1.5292072227071665,-1.5060249395569234
-1.5281977010057832,-1.4904321078435354
-1.519491714449644,-1.4021922720193207
-1.502925533442091,-1.3573529228457677
-1.4948687017292595,-1.2643366325740701
-1.4736777266249712,-0.8885148864659902
-1.4672953357946117,-0.6813602636404141
-1.4639011339709458,-0.5411605883725696
-1.463315379797908,-0.5172134611073321
-1.4579075611544898,-0.3041438725658619
-1.451356253216006,-0.042222321333607184
-1.4493246583640855,0.06915037946325396
-1.426491162849464,1.0182338076067656
-1.4201287637516893,1.1527686722772925
-1.4200369218796918,1.1904663395375332
-1.416296575731974,1.1978368172066123
-1.4045934254343833,1.2796517985421576
-1.3993160212832179,1.20702069129131
-1.3942232494884927,1.0827384183425157
-1.3849296534762572,0.679108312701347
-1.3808449239631067,0.48951438865230534
-1.376433337242295,0.22213870865457486
-1.3689101316192134,-0.24969946683605998
-1.3463061995227048,-1.5443986625899775
-1.3304042969936263,-1.8361784264581258
-1.3234704284798489,-1.6909829661142912
-1.321594696451334,-1.6132548277456102
-1.3211045295694912,-1.597947304704194
-1.3208688491442948,-1.5654815800921036
-1.3196694043724277,-1.5305918093180158
-1.315936255454864,-1.3256615426776093
-1.3154749669114816,-1.2622314083962292
-1.313698329829807,-1.1804682928631773
-1.2974225539674673,0.39237657898419753
-1.294659115595508,0.6924137661714381
-1.2841402138784577,2.0656859789365516
-1.2777826042797262,2.9377064520211302
-1.2742311760998946,3.3911474451209496
-1.272784106870408,3.5970020394058095
-1.2578784959306035,5.17296954225215
-1.2573095800431162,5.233558377077469
-1.2563266411300043,5.324236924749953
-1.2519665500354964,5.620965876459121
-1.251502121625927,5.678253140044775
-1.2486310155208427,5.776500478723828
-1.2447004487552937,5.9290510371601535
-1.2426850576519075,5.961701199845789
-1.2393900239955076,5.9810193063981085
-1.237199302540666,5.9930657388373
