n_harmonics,base_freq,magnitudes,instruments
9,3.4383336981193096,"[ 1.47401145 -0.99532687 -0.46703215 -0.30674737 -0.22006828 -1.62110202
 -0.80730394  1.57002859  0.93881441]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9788479758603814,0.9566124182704819
-2.9651793088651273,0.43084807290543936
-2.9553858141396097,-0.08406057325583409
-2.952697422299233,-0.25199337290888896
-2.94881933861953,-0.37448921884661657
-2.9469344994098057,-0.5058767630858341
-2.943165536933697,-0.7159210975441261
-2.941288109454459,-0.8087973554005489
-2.9357534759797552,-1.0604735607661888
-2.924886735013501,-1.4957080130507896
-2.923733624965769,-1.5881456480467036
-2.9169188737871368,-1.8159631952525181
-2.907952324906853,-2.0706916663072548
-2.89219007594217,-2.150702776076318
-2.8893961743516727,-2.1188327612876563
-2.8797800564189835,-1.9563602958764421
-2.878508773331367,-1.9170426746658547
-2.8721069916482738,-1.7518741414470176
-2.8695591208728124,-1.675189640725754
-2.8556519800107267,-1.1051924796439478
-2.8555542071926148,-1.0787551142421559
-2.854761597381479,-1.0645167881738486
-2.8527290495607174,-0.9426386701902142
-2.8519989375156745,-0.9234162123214206
-2.850137659455122,-0.8708090154812045
-2.8248515605313305,0.4354138531550962
-2.8207257234706944,0.6452185726300574
-2.8195431254758376,0.7001646428578757
-2.8096589196278208,1.1311372707320924
-2.8067892636032115,1.176945813667088
-2.805959753838831,1.2152239116125063
-2.8020985467403703,1.2707001982051218
-2.7967024382491137,1.4389535162852731
-2.789715403075267,1.4657025113942184
-2.788425042417815,1.5078718651486003
-2.7882285518209575,1.4854019450155866
-2.776060637670138,1.4494446260488314
-2.7654915659892954,1.2461613527685356
-2.757412453328273,1.0678746160294608
-2.7548364595910613,0.9348606990396683
-2.742016834821998,0.42522759104667157
-2.7236626615188575,-0.38725876225124845
-2.7191534364320975,-0.5750549924502626
-2.711152599229935,-0.9072182881940458
-2.703871865594303,-1.1062626507176399
-2.6995431539620975,-1.2631951689862146
-2.6993097271276447,-1.22862695082886
-2.6984443514072067,-1.2877528884749265
-2.6932478731285925,-1.3527333102290413
-2.692538740702298,-1.344319263925784
-2.6894755926988942,-1.43690794817417
-2.6827660804849884,-1.4296598335733226
-2.6783613855280515,-1.414447529255339
-2.664071749363702,-1.2224850451663958
-2.6597083350081565,-1.1111764827067703
-2.6582946009726527,-1.060663150527543
-2.6550805583235224,-0.9450957420081352
-2.6426702266217132,-0.4667187424220133
-2.6347740950222933,-0.19932536808638965
-2.620660858059935,0.4616117308173544
-2.6194835714926215,0.5328418497065557
-2.613063635728155,0.7549460180788774
-2.6009781023342087,1.1106112062926212
-2.5929937012900046,1.2866843183884253
-2.5908661235193557,1.2832712404344255
-2.580645605839912,1.298229497980664
-2.5773748438960173,1.2984321952803746
-2.576809306683166,1.2987757921537268
-2.5699475498910354,1.1160346093072124
-2.5660626579560626,1.0675465483426345
-2.557313969928257,0.7475262084285066
-2.54883893587639,0.3871964855339457
-2.5457992852561007,0.20560793700056784
-2.5439294001908497,0.12438119721200386
-2.5387896322489065,-0.15369315547241272
-2.5363059013105316,-0.25324809939747694
-2.534925102834218,-0.3684292112225762
-2.529330477567062,-0.6894767815624188
-2.524886310148622,-0.9748577557534597
-2.509910502090741,-1.747167616872832
-2.498437571865206,-2.1917408455030043
-2.496764180068796,-2.275662553295989
-2.4917644667170356,-2.420894542815972
-2.491713941442149,-2.414825089803184
-2.4854878125923796,-2.4930962959340692
-2.478469454320199,-2.5570041999395694
-2.4741598412151733,-2.488446220740811
-2.4703894684331917,-2.4358035296104705
-2.4703320003563545,-2.4645602573472254
-2.4681400541059837,-2.443672325569047
-2.4677774525839404,-2.4165782716998416
-2.452004470941729,-1.7723548786569696
-2.451912369773885,-1.7637669871007264
-2.449847265130498,-1.6470463536124753
-2.4493439272155864,-1.6046609714071154
-2.441337461542031,-1.0750732181393434
-2.4388761058660684,-0.9260266764570322
-2.4351350696129543,-0.5805321787375707
-2.4062674584731503,1.9993032127019068
-2.4035026336611125,2.214251455574653
-2.4023119588204853,2.3479293217613018
-2.397190951834288,2.7407355536638325
-2.392281722318466,3.1548144560986193
-2.3920106841653865,3.207634538572868
-2.3839187086952935,3.7674577371624176
-2.3519300727261214,4.780648376516753
-2.342166649623544,4.672615769442909
-2.3378812815223755,4.556330749357026
-2.3329702429767827,4.443598335516649
-2.3303015637597317,4.284103929261116
-2.3256679631983284,4.05228540782053
-2.3179686926118857,3.6052559515312854
-2.312969330978447,3.3121369880295104
-2.295818377971833,2.0926932947694916
-2.2894271283578305,1.5877566306510362
-2.2849666580522,1.2467820810111265
-2.281500126693934,0.990175359134041
