n_harmonics,base_freq,magnitudes,instruments
8,2.1413288139359317,"[-0.75479862 -0.89408626 -0.96813863  0.60065813 -1.82472398  0.17764835
 -0.58248081 -0.52372474]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.999653231377165,-2.204656229677291
-2.9904460782134654,-1.8000378905718226
-2.961082680306984,-0.5463954330774654
-2.956471521731019,-0.2948498872628303
-2.9499683641677388,-0.012602509808541482
-2.9462410029923194,0.13173271356749774
-2.944403102627801,0.21608301348362222
-2.936226663488094,0.5687622013755731
-2.9216111742606174,1.1693628520961412
-2.9198069292664925,1.2164411579168668
-2.919577105934138,1.2522925641361302
-2.9165215299691383,1.3743599006421043
-2.91278595298927,1.5339875919094452
-2.9107198875584634,1.5781196555217831
-2.907795656585826,1.7227717914507328
-2.907140043826539,1.706269230632445
-2.9067116723897053,1.7141362361268007
-2.9032683927599336,1.83917153168793
-2.8940600253465085,2.143837571699138
-2.8881980230292648,2.326604617536374
-2.8828006299393385,2.4398037576350284
-2.8770493821190923,2.557654747580453
-2.871538585577624,2.6916019537021856
-2.857466788667503,2.9187843847115595
-2.847224441979935,3.0118173534393478
-2.845562095231407,3.0083512903377696
-2.845366462897502,3.0023392067119916
-2.833354223690309,3.063699533031184
-2.829653188268114,3.0567145441681536
-2.8226317634790634,3.0363346487372747
-2.819182358101402,3.051801148972634
-2.787016272429966,2.629374857683494
-2.786223595741645,2.6323495948750515
-2.785635339518861,2.6086582101882634
-2.7827780237006476,2.519779065083048
-2.7815994756000295,2.5204237968608334
-2.775537264682464,2.3943936596081112
-2.77261246007261,2.3215232558682897
-2.771310164071272,2.269512790762662
-2.7682725739019114,2.2532812016271695
-2.7680979522325333,2.228710922742664
-2.762523270991889,2.1012700444006196
-2.758815093022866,2.0093230158405926
-2.749510744294489,1.7435140327584655
-2.747828177298314,1.7042853511732992
-2.7424311146140647,1.553905661000894
-2.742066879189483,1.5512749248011737
-2.7395031817614983,1.489918142103638
-2.7386198187058017,1.4329387193683618
-2.7381762969560297,1.4057988801329484
-2.732151032300425,1.268074463827726
-2.7312168150136316,1.21344410609512
-2.7247841179296426,1.0142071265267472
-2.724336495659733,0.9962918180923795
-2.7070805981231834,0.4883353968719369
-2.686632623862859,-0.1390241410783137
-2.679682604018486,-0.3517812158678393
-2.6788039132425716,-0.35488013799077744
-2.6786023969351342,-0.3752323284680064
-2.6734880108623207,-0.5160541453894234
-2.6607721500326207,-0.8467759275766682
-2.6541381470885996,-1.0147539436844737
-2.635824164391802,-1.4241457423741872
-2.6343548032704796,-1.4692658243791084
-2.623882419088953,-1.7091412812890268
-2.6220194358921036,-1.7295433817748491
-2.621241264030915,-1.7631201871525128
-2.6123203961469406,-1.893563398078481
-2.610647117260762,-1.959667072188266
