n_harmonics,base_freq,magnitudes,instruments
10,3.1119255270811905,"[-0.06438619  1.19984445 -1.31508482 -0.91766762 -0.71105672  0.6262342
  0.5163306  -0.16024959  0.60415339  0.12876987]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.995190161477802,0.062253485348795434
-2.9945692811114877,0.01415781925491615
-2.9843192394520472,-0.35029993186031105
-2.979676783422711,-0.5238829598061788
-2.9739741726720696,-0.7448647477338327
-2.969330634551565,-0.9192600182338114
-2.9640740566417736,-1.0641296120555945
-2.9469547298559347,-1.4054647902752717
-2.941778887587806,-1.4638921634538669
-2.9387767262617834,-1.4761618287859848
-2.936520677615351,-1.4732563116446662
-2.935115668199291,-1.4631165124940533
-2.9304214053379614,-1.4185127849847297
-2.9296131411292077,-1.445190479238673
-2.9240697985316197,-1.3393397521934784
-2.9230548422447167,-1.3286356535967636
-2.921815649327862,-1.3129801436880182
-2.918899032373494,-1.2489144017908882
-2.9137752767490355,-1.1483740135413676
-2.907771306385765,-0.9498970683300536
-2.901626301164347,-0.7290914436790263
-2.8998147157229806,-0.6623180350023053
-2.8991425413702516,-0.6702277942284096
-2.890608527825895,-0.29111566380504916
-2.883604440144943,-0.037789671680989526
-2.8804410609722026,0.08908625917911514
-2.8777690443522084,0.19581206390299985
-2.8769813919640375,0.24479931182444514
-2.874885549825886,0.30737604913439653
-2.8693971812649424,0.47750478226844867
-2.869380689532776,0.5070708939854031
-2.8678326745814626,0.539834542189266
-2.8641956010389498,0.648042021261397
-2.8593892522773947,0.7853539522692016
-2.857547182759028,0.830890236041789
-2.842867183919762,1.004843584974146
-2.83824706160705,0.9966366751310008
-2.83655915595008,1.0059796418536024
-2.829173822537933,0.9314968764396636
-2.8259335527985705,0.8786688040311308
-2.8256615913383856,0.8872449381313801
-2.8184636757050825,0.675258445655859
-2.814606083540986,0.5850832025572473
-2.8105157407469568,0.43627332625506215
-2.8084041324651974,0.315672623751957
-2.805159034185407,0.21269810255376007
-2.793683965114899,-0.34751565827756553
-2.793681296293464,-0.32004733576438055
-2.784087972119682,-0.8334687678349432
-2.7809236038416723,-0.9857212950929731
-2.7800203337940124,-1.0240044460799202
-2.779505955823148,-1.039018731370887
-2.7699612014865664,-1.5170868631083962
-2.7692980254217323,-1.5909609212924223
-2.76646511223789,-1.6983256615817623
-2.766015884980028,-1.7127215097095432
-2.750086984110999,-2.3281620485121506
-2.7434020403247987,-2.4707747343456297
-2.73729636270009,-2.5745243259310073
-2.735875420196823,-2.601864616067449
-2.735542826445028,-2.5935226072081345
-2.7343991927066664,-2.6124368702915954
-2.732914095471731,-2.6217741812993527
-2.7139278240255345,-2.4864783773263
-2.7129071467754375,-2.4354941974748505
-2.7121031720841486,-2.411025039527524
-2.679863552091249,-1.1778787300359406
-2.6766237930376344,-1.0404043873605517
-2.6694739009780832,-0.6578835558394729
-2.6670505738992385,-0.5751516499758684
-2.6622754651139577,-0.3585624103186959
-2.6562820140488435,-0.08951161408830731
-2.6537529138769362,0.020785463559386888
-2.64757607069413,0.23638794816773984
-2.627124611558112,0.7082121059698835
-2.625507703743213,0.7127365997602411
-2.6254490597456113,0.7394750322581045
-2.623309153374603,0.7503025729617302
-2.597409938040938,0.6268358486146945
-2.5901251976326156,0.48715203318608913
-2.588563818968759,0.47810960497137117
-2.5867197978065937,0.4657393161210746
-2.585030032801481,0.39211247007684574
-2.5813274348380455,0.33455269522971104
-2.570986938249127,0.13484965138570737
-2.5698901136923316,0.12363114187892314
-2.568322924073525,0.08813973609992298
-2.5566621166530448,-0.025097494805941447
-2.5549763474679965,-0.05258312526988584
-2.5494725692343883,-0.06381633234116496
-2.5414030694051393,-0.01066634971059501
-2.540516738670914,-0.016645748657752785
-2.535696990536329,0.04301878474822489
-2.5096669826000433,1.0023712093750783
