n_harmonics,base_freq,magnitudes,instruments
9,2.2818318330795133,"[-1.24628613 -0.22686222  0.0805143   0.77999759 -1.04901733 -1.47274303
  0.99880819  1.06299841 -0.23432503]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9987867997895075,-3.8021833755446237
-2.984511547349507,-3.802417460482761
-2.980568893929382,-3.753197786404857
-2.980455231762434,-3.7606920862814315
-2.979922606775193,-3.7375657086490515
-2.9780637629126243,-3.7742727497794135
-2.9665044019885114,-3.5456009890035443
-2.966178594800624,-3.5031169946324927
-2.961308804889818,-3.397370878787013
-2.946597763063771,-2.9982801840860427
-2.9444419398196473,-2.9421587475078406
-2.938460489836597,-2.6901856273333893
-2.929023760256497,-2.327503624301719
-2.928181991502372,-2.322891985830288
-2.92160671162247,-2.0191011440499222
-2.919921435902846,-1.8372866600562923
-2.9082162930772624,-1.3419088775790484
-2.904654901085563,-1.1869357522874944
-2.8955788535744533,-0.7696813392288008
-2.8898400775824014,-0.4779185437459343
-2.889247727187798,-0.4960219079753497
-2.8851511931465295,-0.26868791944514336
-2.8518668416072748,0.9779740954698564
-2.850101714775665,1.0661446529133385
-2.838323538777652,1.2681937986116556
-2.833265243716471,1.3824699710278465
-2.817765400694536,1.4519571021108248
-2.813297845909325,1.4926627687296201
-2.812672703854661,1.4142126824362489
-2.8056332039004332,1.3825541749100623
-2.8054781931613406,1.3431783411994633
-2.801232839247923,1.2866153295899418
-2.797226134656043,1.2652696667314864
-2.7930242874411073,1.151881443658713
-2.791558383334263,1.1241931583377833
-2.779125199510278,0.730676653172094
-2.7648203461313123,0.24447487742292112
-2.7599945201690916,0.03286395609720348
-2.7584788756958076,0.001818542132276467
-2.7471546849841895,-0.5414708621533655
-2.7380971212717804,-0.9771862018380374
-2.724680661056712,-1.5778020896311817
-2.721215332648195,-1.7110346998844712
-2.719629355103913,-1.7808924044984622
-2.7189033482019793,-1.7955382541857938
-2.7136582492221297,-2.069072712930386
-2.7126843738345694,-2.076761828860597
-2.7090961638295017,-2.236941958721039
-2.6976565918442494,-2.6364961347875724
-2.695257881623382,-2.7554161693743264
-2.6822804678690932,-3.0895476143981795
-2.662146869348362,-3.316058345815758
-2.65626974600551,-3.297619893827013
-2.6529377843725523,-3.3429117433059865
-2.6398595814389876,-3.0697549117587966
-2.634121667447393,-3.0133412794678263
-2.6306108527275134,-2.9394935138339333
-2.629144435567313,-2.876477331086584
-2.624618775575661,-2.7305637894632184
-2.6222381083448765,-2.627592509319762
-2.6128258439437597,-2.2601312831845153
-2.6120905383018282,-2.267814836951878
-2.604620780941743,-1.8961326932261977
-2.603575813452294,-1.9068006372699824
-2.5893382000011136,-1.1203232185307845
-2.5771120053531877,-0.3803705471770177
-2.5753851482958057,-0.3072870819984416
-2.5612126071379384,0.4891880666475071
-2.5582049354021565,0.664304970347787
-2.556618465221897,0.7885638529248463
-2.5505140131371284,1.135655780515823
-2.5501266201312713,1.0963402645768208
-2.539666325947714,1.6911670376532981
-2.533578022925581,1.9660890864925102
-2.528680492521736,2.204750091363949
-2.5228567777624096,2.494023613057082
-2.5194955536089667,2.623965703780137
-2.5192329590442375,2.5798069263460555
-2.511562409383433,2.89212638768436
-2.5108185051131384,2.9288472644633723
-2.5099915605403664,2.943217886024148
-2.509755781617354,2.9018509893982127
-2.49328643246987,3.2861653408731484
-2.4871246988104625,3.3869911231100054
-2.4818179383167287,3.3599506651060675
