n_harmonics,base_freq,magnitudes,instruments
9,4.944934986632601,"[ 1.40746562 -1.49478516 -0.94200843 -0.25243546 -0.62224257 -0.59901226
 -0.83432822 -1.05977495  0.40179975]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.992078835553725,1.8329885874974732
-2.98566817352072,2.00016220071846
-2.975729866078618,2.1615452079091577
-2.9717883482630025,2.237864596782786
-2.9637328455216494,2.1392680093628638
-2.9601533597997545,2.0939633589483746
-2.956266702393676,1.9576345034840907
-2.9546706336243362,1.9523797423155749
-2.951427246187914,1.7950782477129827
-2.950219913922431,1.695334574399711
-2.9440249491119435,1.3556681700941038
-2.941280066216562,1.1166345762043866
-2.9323805885160565,0.3688559824763511
-2.9239621812119205,-0.46930597211178543
-2.918699053384942,-1.1136318438695152
-2.9185599246153116,-1.099880919904899
-2.8998127671930654,-3.304155903998803
-2.8923412682249436,-4.039047396728182
-2.8829096873956885,-4.714822814528737
-2.860794816229947,-5.053412830997129
-2.858881510585854,-5.026964097565105
-2.8566390148360075,-4.885074522726034
-2.853530993218003,-4.779750610437209
-2.8499599420348067,-4.565455174438242
-2.8435950402318118,-4.132863462857186
-2.842730384444914,-3.9886256404751883
-2.824823578662545,-2.233096097937934
-2.8191087473673764,-1.6396588115208113
-2.8190902553325956,-1.6366480859274601
-2.815289659336786,-1.2590370259616215
-2.808272505662506,-0.6203548816745139
-2.80318870208888,-0.22651150124994843
-2.801958967954704,-0.14707743926425063
-2.7863043021535656,0.5775089222662368
-2.7843926186789387,0.5554089421662507
-2.778354659370674,0.5430385640172667
-2.778074424511291,0.5990342732810348
-2.7732362038081515,0.5088188389078278
-2.7679505335161316,0.32683572847818815
-2.7671683757513152,0.35414244906338177
-2.765031698982959,0.24149385440064594
-2.760868774524146,0.02500513842575997
-2.75637794626564,-0.18183812730591764
-2.7523370296611414,-0.4356110321041611
-2.7229440306754826,-1.764534483537929
-2.721474210479896,-1.786400137767803
-2.719991345874556,-1.7997229664485377
-2.7183512390258437,-1.8382395535368115
-2.7126981250604874,-1.849165557325215
-2.7111706869718497,-1.84302720517005
-2.7074677093577337,-1.795209045770202
-2.6997608565118822,-1.6747611442987245
-2.686534323773271,-1.2310159525095001
-2.67658875804349,-0.8335015232055316
-2.6643467061110337,-0.3777272762113442
-2.662237175991184,-0.28607737692370844
-2.657956941625229,-0.20749876862156733
-2.6466700854654857,-0.0593387776281816
-2.6294694403114085,-0.2977333720396435
-2.624279654416099,-0.44522519636719865
-2.6217134828607755,-0.5560331048884062
-2.6209303326664077,-0.5938711824583487
-2.6031748993035286,-1.0582700564864018
-2.603086045191285,-1.071481880761728
-2.601878051177801,-1.0677069371444947
-2.595081827763588,-1.1800898994126265
-2.5833957862008052,-1.0806366752492065
-2.5815756943637918,-1.053776852559663
-2.57816997038398,-0.955313116401406
-2.5715421969050185,-0.6887450819176724
-2.566545638610254,-0.37346259295392664
-2.5609957023117924,-0.08267139867052804
-2.559072982162604,0.08236371177312309
-2.5505428752279196,0.7017532418440474
-2.5488213870176306,0.8956191692154833
