n_harmonics,base_freq,magnitudes,instruments
8,1.2132429910709273,"[-1.63595718  0.31663549  0.63861486  0.29520984 -0.19123404  0.71350368
 -0.83542029  0.25285649]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.999319041325129,-1.689565078459791
-2.989107349858547,-1.9241738386786151
-2.9886963752931806,-1.912136799170451
-2.9858616115403587,-1.963240003879281
-2.974429541203511,-2.21220192246626
-2.9556827522652984,-2.489377620654499
-2.93955740092505,-2.772272914942227
-2.9319284272477506,-2.8722982778421704
-2.9213050015165667,-2.9478761965606948
-2.9205876762961944,-2.986980065118784
-2.9086749312403652,-3.066185269621996
-2.90425239975995,-3.12558493705586
-2.9011475071361126,-3.1446840013652384
-2.8962900569766954,-3.138600220201139
-2.89134681677782,-3.163383610344583
-2.8867481670138893,-3.2221205722873663
-2.881162180086889,-3.221316265648441
-2.8784560605051848,-3.2527324595328553
-2.8781358069722796,-3.198145096657676
-2.8753699032504016,-3.2484316817892314
-2.8748065190785375,-3.2122470638398126
-2.874479140039538,-3.2596463091932137
-2.8722413710602552,-3.243552326147163
-2.8662785393037478,-3.2498237625730577
-2.8657909417197347,-3.226535272248673
-2.831832268399868,-3.152501108637947
-2.8222427419696086,-3.051128246788482
-2.813530580245735,-2.970178166265428
-2.8063541606681217,-2.902712260409418
-2.8046072378425455,-2.8892029780608093
-2.8019107164506973,-2.8718701322761433
-2.8003624604581834,-2.8302321664790235
-2.7968442325899536,-2.8094759041385933
-2.7903241870946003,-2.7123091594729583
-2.786234040420326,-2.6583908233258917
-2.7791617448460357,-2.5733688949036915
-2.7772626811975654,-2.524781278352799
-2.768903886175545,-2.3884141516138895
-2.7564738318900313,-2.247530152551535
-2.7276318398256727,-1.6387255421559261
-2.7160481499709475,-1.4343732565344949
-2.7145683062596127,-1.3901204896173631
-2.704323836828695,-1.15600211387272
-2.7036379915467075,-1.1524601232950131
-2.6990191498485023,-1.0788192837956272
-2.6831629327207667,-0.7249665468402885
-2.683114496349808,-0.7574224706812669
-2.681821309090428,-0.6964527466305223
-2.6647511773314303,-0.37733388621106084
-2.663585590966764,-0.3936449115439237
-2.661409220327006,-0.294215121038808
-2.6480528694592405,0.002861950475468205
-2.626086452661496,0.4460430713791189
-2.625069956092014,0.4277473483374876
-2.6201268060158256,0.5073169685933263
-2.6082913109077515,0.6688279609511103
-2.6051533487684204,0.7646374227149015
-2.6029699232592525,0.7741552944375552
-2.602811875349409,0.8137821976686104
-2.5911755196712782,0.9841729359453019
-2.5879339212164147,1.0273188843885237
-2.5878519591455165,0.9963700533000993
-2.5792593019691763,1.1160856719240748
-2.5773792606010737,1.2005735674836049
-2.575505360095729,1.2031772469691038
-2.5705591269834427,1.1675750223382866
-2.569737592020749,1.2293329932550197
-2.5520865701768924,1.4219387005831783
-2.5499132596591063,1.4310685031241275
-2.5418693232611025,1.5202507044186604
-2.541860424088064,1.4858990548614015
-2.5375758514476727,1.486536726034744
-2.5257955339921807,1.5870259840150236
-2.519045859818294,1.6186741291150404
-2.512899756502465,1.6444405219717757
-2.499924220178766,1.6519410489494355
-2.48137918634954,1.6010627867465568
-2.4596439354711404,1.472546362316065
-2.4590562303727435,1.4911851502615734
-2.458487701578912,1.5064957379881916
-2.453258159940565,1.476790104697298
-2.444753341889639,1.3356316111836946
-2.4435514907815667,1.3459400368905132
-2.4210087830826055,1.0913401181914748
