n_harmonics,base_freq,magnitudes,instruments
8,4.946766032988035,"[ 0.7467242   0.67524045 -1.32354118  0.86427658 -1.72607172 -0.25814829
 -0.83976033  0.02740964]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.997423568922212,-2.4446192004173364
-2.9948549915564997,-2.363893162219682
-2.9935074704021707,-2.350976114878041
-2.9861338645052236,-1.9654584649548155
-2.9752225755562236,-1.1802117766975766
-2.967069954858326,-0.5095656053261212
-2.965045707299323,-0.3507600991738351
-2.9570992780511927,0.30451271213276354
-2.952211424824334,0.6477154743486608
-2.9521600296824215,0.7084408419421028
-2.9241082465990855,2.0528258322626645
-2.9097507771327464,1.8810337937606803
-2.9078800490062697,1.8552037276271913
-2.9023757500587677,1.6641348049276847
-2.8855180234804787,0.6564935299189221
-2.8747201073295603,-0.025842425756329588
-2.860035293057874,-0.903427133303796
-2.8599482788485644,-0.8916983354815533
-2.853347799617577,-1.1555902127016189
-2.8491064473849046,-1.2774379418697637
-2.847314761270558,-1.2659638295392779
-2.843567622791912,-1.3720426832845192
-2.8295419580682086,-1.165788166251419
-2.828291546245672,-1.1761367817010677
-2.827717095594126,-1.0981772568268098
-2.8164439277146953,-0.568639936274558
-2.8099377574607596,-0.17077025059663867
-2.8061730453343765,0.10300067712468935
-2.8030791725826,0.399217179269455
-2.795202323193747,0.9617697131558245
-2.792473070634652,1.2129937907099941
-2.7824922665453906,1.8813777157758482
-2.779751301837102,2.0388475979866607
-2.7777355011656018,2.174376162476389
-2.776793275712346,2.2176362438730095
-2.773858723354685,2.38435205913134
-2.773004200356164,2.3801927503972053
-2.766583610577716,2.6216696462268523
-2.7539046509437433,2.7484656345971086
-2.748748848449196,2.699163050073208
-2.7478566552364816,2.661542721792622
-2.736318105658862,2.177119497384284
-2.733871483270529,2.0452404283221544
-2.7332508477958664,2.0209980868024147
-2.732812982297827,1.9715375243301916
-2.719944854962489,1.0077757369240092
-2.7146979047098854,0.5330929042727581
-2.71302069494819,0.3774744790578703
-2.7127836176604814,0.3743223079285008
-2.7069094836480323,-0.12711077122556508
-2.7032466083055398,-0.4996036357643361
-2.693727213336598,-1.2340191668320826
-2.6762612109412287,-2.3494738165279694
-2.676167157884807,-2.3278895137388655
-2.6753845170563473,-2.3634601566168025
-2.6742271825494806,-2.3879730469649876
-2.6734846219612285,-2.415044156757117
-2.6682183034102103,-2.5549820747429983
-2.660663360396054,-2.615556403412837
-2.65837056599545,-2.6331455264669317
-2.6553145111498764,-2.6065498641484854
-2.6488613081230614,-2.4655818609620375
-2.638518423834188,-2.0563695828067865
-2.6365904951428725,-1.9691214498279475
-2.627581032948221,-1.4830981938576366
-2.621056836804387,-1.107826110775964
-2.6201117300062213,-1.0254390393146466
-2.60942362545584,-0.4918325761900967
-2.606344398105124,-0.2977104538348886
-2.597654586590666,0.0830862273479418
-2.5918949407269434,0.30737033254313895
-2.589432012379294,0.3158288010473745
-2.5837347374310036,0.47853097772589154
-2.5756515659661865,0.5104575254517342
-2.560588497817334,0.3189818276582611
-2.5600697565503676,0.33415016609024917
-2.5595111170935976,0.3057280561962419
-2.5594067994750107,0.3172162571439295
-2.555221407495776,0.23252709068482352
-2.544435395531506,-0.1508553252491207
-2.5420330345818365,-0.19166237010489112
-2.5305660341651284,-0.6613805501733642
-2.5225336340528575,-0.8801957161669554
-2.4970511276453435,-1.2706159922026377
-2.4966861328860928,-1.2663632971182484
-2.493672471745611,-1.2462043376623384
-2.491742116920468,-1.2584835817593063
-2.4855260321418697,-1.1433884675537132
-2.4853431491384486,-1.1724251557035155
-2.4697691138835394,-0.8312751922811775
-2.4661424020525375,-0.7208309573497425
-2.4465638538591996,-0.021395964624678677
-2.44461110879636,0.019882816939096333
-2.4418885942667012,0.13221097683342292
-2.4351909213787293,0.30339927804025824
-2.435066435255875,0.32471406242055695
-2.434908126416612,0.3233961041067059
-2.4344939893874162,0.3527213743479484
-2.410985534664975,0.7504947717844632
-2.408417256071945,0.7726387396413987
-2.4051703724746316,0.7710645015268824
-2.3885864185527326,0.6957295803103389
-2.386903520399676,0.663625976403202
-2.3829617864354793,0.6017483194657113
-2.3755356766951303,0.41720408749540455
-2.3740180652019998,0.3629097610801757
-2.3707467388830707,0.2743912103978135
-2.369224442281208,0.2565415553933847
-2.3663444800879585,0.15649462273567072
-2.3611545556104625,-0.06702889293953068
-2.3575378617503997,-0.1892965413269752
-2.3574351563762144,-0.1445955218905854
-2.345698181393261,-0.7011877801265971
-2.3238216105183187,-1.9052416705505948
-2.309797098675426,-2.7451612902680176
-2.3060731696091854,-2.965844313053701
-2.278242966290274,-4.567794655870187
-2.277020261992254,-4.602466175453404
-2.2739707348241502,-4.756117148683727
-2.2716613040775364,-4.818911899855964
-2.2606548754079085,-5.12061327780328
-2.2539755406980113,-5.190153082098856
-2.24951976633432,-5.155664117994909
-2.2418625760065467,-5.014133869245622
-2.2343376442828298,-4.703230034975774
-2.2259792973925894,-4.215249417843211
-2.2251766071344448,-4.18852424943573
-2.2231464201090283,-3.9786171030692628
-2.2203244415438244,-3.759946477158841
-2.2122335337548735,-3.0243555721807533
-2.208173502841843,-2.616681774243185
-2.205919954920426,-2.3465776685221256
-2.2026601798527716,-1.9624033332346968
-2.1893427172619018,-0.37832019844289844
-2.187664127162628,-0.15622755999689997
-2.1832588264631574,0.35816788302788705
-2.168288672688534,2.0267929454846296
-2.16632886302013,2.2420199292401497
-2.164285821557522,2.4562711904183123
-2.1620746050837063,2.635138199531699
-2.1615134455181533,2.7022220633216074
-2.1451130070303774,3.7160141251863226
-2.1312172136359155,3.9498521422842336
-2.1283591591722977,3.9618979691949674
-2.118781337892777,3.710458036174688
-2.1150924806333657,3.5614032857025784
-2.1072063263999197,3.143725038479915
-2.1036556265834716,2.902064147435994
-2.1000121596360914,2.639602321036529
