n_harmonics,base_freq,magnitudes,instruments
7,2.74160667089075,"[ 0.08602694 -0.34503631  0.15750237 -0.2010526   0.26628391 -0.65786758
 -0.59275279]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9987997881052664,1.40708774289699
-2.994862586702939,1.3918664704352528
-2.985517594769588,1.4307008785509019
-2.9832944782415494,1.4155102078743633
-2.9767184677472414,1.388697779698053
-2.9711732797451917,1.3380517497583517
-2.968829215570657,1.30611273108335
-2.9685199989929814,1.3012485813329118
-2.9633219126805614,1.233010781405039
-2.9504123503727393,0.958382928544536
-2.948813598029478,0.9054517184683435
-2.945775824932113,0.8279441453581472
-2.940686796481193,0.6739398083851029
-2.93632981932935,0.5165426568391551
-2.9357901191422378,0.5105769124440905
-2.923091413554601,0.0415951450375515
-2.9204411185226795,-0.07877659914150417
-2.9200156915666904,-0.08276502380105381
-2.9179332218716607,-0.18659371198435043
-2.9075606313641296,-0.6696284260828224
-2.9071003664395985,-0.6842113043338716
-2.9020262481556847,-0.9528171401646357
-2.8826551697824474,-1.9037680113668345
-2.8824532498471993,-1.9021006750120373
-2.874796249143022,-2.2867406410723694
-2.8560825325725894,-3.1709091581800064
-2.8553538680457926,-3.196081706710682
-2.851055320105449,-3.383505272591093
-2.846758701540108,-3.577713267453888
-2.837224312177807,-3.9470016145030575
-2.837090768044268,-3.9417656991068966
-2.833483980920263,-4.073552416073682
-2.8116502476645415,-4.628586414599101
-2.8069917794846786,-4.723389993622559
-2.7914473926868837,-4.841023840560558
-2.786345314570275,-4.837760897528336
-2.77700414519705,-4.795741049717419
-2.771409848139988,-4.752569453503354
-2.7708131182495848,-4.737332295692901
-2.761585278811794,-4.559377931903413
-2.760547202271133,-4.537956766629002
-2.7577556330378346,-4.490326893884718
-2.7492701963026445,-4.289176830930029
-2.749179122136736,-4.276191329037438
-2.743303853113816,-4.101405727982278
-2.736920818921856,-3.883350474693429
-2.724620174139364,-3.434804899640938
-2.716858497189116,-3.1268761971914683
-2.707719379709401,-2.7437801826462236
-2.694746140570442,-2.1890090462736853
-2.6939627400319592,-2.1468674560462664
-2.689463087446679,-1.9441654743114014
-2.686339932464605,-1.8102938184933404
-2.6785210099528634,-1.5061356805443746
-2.677372433744501,-1.4473010994828839
-2.67713998872436,-1.440828545355113
-2.665619582199496,-0.9964562620307341
-2.6653602011619784,-0.9685381029720921
-2.6557468354007923,-0.6291288462295129
-2.65129019880567,-0.5194389182339235
-2.6479548252141383,-0.3968076826023559
-2.6342637922663874,-0.0536714380669125
-2.629277172670419,0.05111806282879818
-2.601414399567484,0.33432777084573445
-2.599999349503104,0.3289457922838807
-2.5900071847664323,0.3195509110631832
-2.589115664582658,0.2948573747676545
-2.5784488563681696,0.22209497209383963
-2.5593289746044405,-0.07188148191550016
-2.5498250482039153,-0.2926946827045116
-2.5364092131204874,-0.5948078096287889
-2.519382925485097,-1.0195868578300127
-2.516316929718694,-1.0988245446739806
-2.5142552671925134,-1.1621360061188846
-2.5111602311607024,-1.2424265630032985
-2.5075910769517846,-1.3101802151469104
-2.500712371619449,-1.4905369010252063
-2.4953830274045856,-1.6009285937927809
-2.486979415292274,-1.773929033820428
-2.4858761294616354,-1.79754907453617
-2.46732820047027,-2.058933359296402
-2.4557428057140127,-2.149848517411898
-2.454801149147119,-2.1555408325723358
-2.452347806357637,-2.1559078168882455
-2.4450664501255677,-2.158123307321109
-2.433721118090041,-2.1234863250091056
-2.4273024610393734,-2.089133072127044
-2.425388294515591,-2.0578682260469296
-2.4236064577055876,-2.050771191007445
-2.418089026483435,-1.9737695000570146
-2.4152551513539944,-1.9194828650230864
-2.4093673194566936,-1.8384661311189272
-2.4026305761385642,-1.6933630846793453
-2.399586783104165,-1.6137729912480832
-2.395797885963411,-1.5225423096978385
-2.3937620998315348,-1.4945478882147654
-2.3895619925460365,-1.3861458558498467
-2.3894920560918225,-1.3791859964295163
-2.3856988852928898,-1.2658911795231353
-2.3847860357933515,-1.22993657660846
-2.3785767186826865,-1.0597996583398668
-2.3736275499786967,-0.9105920141133995
-2.363776396611958,-0.5944911570271956
-2.360434435818548,-0.46463344261212447
-2.353971938929284,-0.2484786957952958
-2.345037519940681,0.0700124462935853
-2.3415099014800678,0.1868235594225926
-2.341504491560634,0.16552912954934806
-2.341365212107392,0.18781347685942182
-2.338702979781759,0.27716343635857843
-2.337139649991986,0.33559964030879397
-2.3323049822924555,0.5081525372593643
-2.3141008271864605,1.1267013619855764
-2.310176368748371,1.2363028525081807
-2.307051760347089,1.3220402062604542
-2.2945328040546418,1.6833380789320822
-2.289553773949338,1.7974178172489028
-2.260977595029228,2.3847727786219357
-2.2604875179472703,2.4007924431518672
-2.2556134091598485,2.4787819216625224
-2.251601379317192,2.5213017223377507
-2.241346308668046,2.619341339020701
-2.2392754061888382,2.6376285337231775
-2.233821799454952,2.675482473216057
