n_harmonics,base_freq,magnitudes,instruments
8,3.6459349676996973,"[ 2.24433372  0.41797293  0.25948945  0.8484154  -1.14096356  0.52731656
 -0.88009028 -1.10006689]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.996803825809503,2.779531611141737
-2.995362267589707,2.7130404474465437
-2.9880894985708073,2.2965640272832855
-2.9871905799020344,2.2423278982714865
-2.9810583890491897,1.8108155931017984
-2.968689960074889,0.807028596137316
-2.9684096802545867,0.7792318912293485
-2.9680619024434245,0.7390206743653303
-2.955115395015855,-0.434319965120843
-2.945431455700197,-1.3428867716960262
-2.943045776366369,-1.5560436873223222
-2.9412014923911034,-1.7241406320998096
-2.928507943490085,-2.7938556902394462
-2.926219775758655,-2.989153674238357
-2.9171955389849917,-3.603548692515972
-2.913661382791873,-3.802776506511146
-2.9120976155883627,-3.883272848274152
-2.905051960906536,-4.214208250144509
-2.880308450066959,-4.5371604570607
-2.879567240251962,-4.524914090810064
-2.85158329095189,-3.4355734587958207
-2.8504068215199534,-3.375979995391126
-2.845821693445994,-3.054215717649205
-2.8426293399391103,-2.842953379868742
-2.841132178759145,-2.753874745422676
-2.840212734581222,-2.696751655848303
-2.8401342459950936,-2.68826899826062
-2.839908796925875,-2.6812475732935566
-2.8391000620007136,-2.6021480000323396
-2.8279784998063366,-1.794898293538817
-2.820794973690034,-1.26640080661889
-2.8189209645962565,-1.1430613044046944
-2.8104756838648535,-0.54688856531547
-2.7961064599346503,0.2983413603325794
-2.7940647458051346,0.39250936845302903
-2.7925091000791715,0.4650982701931267
-2.792057121317649,0.5121351800975875
-2.78799308917121,0.6853730761733475
-2.787950072857635,0.687625003456843
-2.778343685888321,1.012003840527574
-2.7684939342710955,1.2002708711944734
-2.7601874806078555,1.2266910842938672
-2.7570619837486596,1.2213002231379548
-2.752919969798412,1.209993677825143
-2.748431787410241,1.1399684436175956
-2.7392606971073263,0.9496588066564456
-2.7348538997967893,0.8228029828010028
-2.7333413835762825,0.7584025635714355
-2.7219384389246795,0.38379677970627285
-2.719395993518874,0.3082774635611314
-2.7193369561864387,0.31124831694774024
-2.714075191290304,0.12089995762229847
-2.7123407466538083,0.059389338054056724
-2.711470279397152,0.029135793107610494
-2.7053690072993812,-0.16944405690404962
-2.703498845476667,-0.2188375553902446
-2.699414307124014,-0.3409044792177294
-2.6983512215568233,-0.38694018570598154
-2.6979645483190673,-0.37535493057594876
-2.6940947839553173,-0.4877095989673592
-2.6940617247631,-0.48078925954044865
-2.671637863986801,-0.7603508965164022
-2.664515281296923,-0.7153609066587077
-2.657578600824486,-0.6139910306718454
-2.6575595497624036,-0.5978491155759038
-2.65560870819714,-0.5676996733997686
-2.652498446334187,-0.47632950944496605
-2.6438602512713927,-0.21577886911820357
-2.642976717485828,-0.16589130849695954
-2.6343826122038516,0.21163035442786102
-2.623945074712366,0.7383837457696275
-2.6168726348985896,1.115044858142926
-2.6102844396896794,1.5132946160206822
-2.603001640516254,1.9403632664367163
-2.586285213529646,2.8244136284876333
-2.581991424582278,3.024241247438677
-2.578493597580583,3.1759116519404778
-2.5651482301609514,3.5942200649170117
-2.5556042672039725,3.7630801031930265
-2.5508480781713643,3.804948786647895
-2.5504065717846993,3.792655965957129
-2.544537012043233,3.792507931523745
-2.5338002266219384,3.636924149213281
-2.501121434838643,2.3997174422669416
-2.492832012051343,2.0130444512769268
-2.4855637695561645,1.6280080908562171
-2.47442150900797,1.094505055372563
-2.4734372875520236,1.0458765393320992
-2.4693759151535173,0.8688347005194812
-2.439292057169494,0.0751109274850111
-2.4376718587190176,0.06929688051970113
-2.437115821320054,0.04322828730451572
-2.4366758330897738,0.06959508566369374
-2.4224655414136773,0.10726403402857779
-2.410857616615476,0.31145190071630263
-2.3888747481932917,1.046165152230633
-2.3838689937063147,1.2641921021597329
-2.3833271124685576,1.2835070881834751
-2.3777950157243803,1.5053626523503234
-2.3521830293873487,2.5508936468956547
-2.340566598411988,2.9253620980799235
-2.3354946779286605,3.0484906750346865
-2.316039544027819,3.3193880194141525
-2.3031547951621407,3.2791049071504643
-2.29513740282116,3.1923460271924236
-2.290798179174028,3.145140867044165
-2.2901705575418445,3.1276089253675736
-2.273694542985373,2.725411243471385
-2.2705880719183127,2.6290146466054876
-2.263800218986229,2.410346920040934
-2.261271762704662,2.3335450160531637
-2.24681473882024,1.8230139140214374
-2.246250433576872,1.8142126573163433
-2.244128082125891,1.7227131119488448
-2.242708988202401,1.675354382234263
-2.2359478190140507,1.421109272754593
-2.2354634072838726,1.4148428558660107
-2.2337247783774687,1.3605258391597468
-2.2201775544133096,0.8915498700618353
-2.2097680896537257,0.5338832551271901
-2.2053972856255175,0.39128397974488616
-2.2034258823045922,0.34902514315564526
-2.1941908058532955,0.0820540641843107
-2.1888834252292075,-0.06470604007305168
-2.181982175149224,-0.2795367393244438
-2.180555591190823,-0.31998189496209745
-2.1761239407830595,-0.4424557711588558
-2.1729747118019023,-0.5286300883588579
-2.170600463988108,-0.5898240360825824
-2.1558377984211257,-1.0096552622560138
-2.152585121936797,-1.093758941613992
-2.118458844821223,-2.1277350477687156
-2.1061751255131336,-2.524775153252689
-2.1012309817145534,-2.6784513118683773
