n_harmonics,base_freq,magnitudes,instruments
10,1.609313763950432,"[-0.89211728 -1.17926136 -0.46691265 -1.77093133  0.40876182 -1.0582094
 -0.26288368  0.37227475  0.49062412 -0.43957535]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9890959539563617,2.2368093467376906
-2.986221656963413,2.3588485087928897
-2.9682836651724527,3.034776749940398
-2.945675840233093,3.59707726205107
-2.934353803367477,3.7306000434496402
-2.9201797475563316,3.746140418413014
-2.91766651179461,3.7248261282813826
-2.9107877565334865,3.6713651334168445
-2.8751266604563264,2.7765942278606297
-2.857113997628798,2.0101655466763813
-2.8567475619431644,1.9936596147251333
-2.83843424782292,1.062276543997112
-2.8367936081809555,0.9777956977122738
-2.8367754807546444,0.9774790412047343
-2.832488058298404,0.7432893935892964
-2.828636585329923,0.5245251727668083
-2.8281422776335,0.4928792215439329
-2.819167031259095,-0.014125769408790277
-2.8116625345566,-0.4519572719583249
-2.8101547173058163,-0.5346022432452119
-2.8055751273327743,-0.8037422324193053
-2.799303417330214,-1.1545735339698286
-2.7813111596366804,-2.152795623140183
-2.7771125525626945,-2.3597212343073943
-2.7770412590834397,-2.3652306932668647
-2.77634820644395,-2.4031540550753316
-2.762100605703718,-3.073269607394138
-2.760622446035411,-3.1507490525941115
-2.757592817697496,-3.2654258936955602
-2.752129556129802,-3.4871979174539622
-2.7475257827986947,-3.6615911605656786
-2.744480654181972,-3.7659231811627465
-2.736877138303539,-4.0026124438147725
-2.7356438713001325,-4.03977136597312
-2.7339352246936386,-4.079273479887646
-2.7277250092796423,-4.235061125243396
-2.7186190227316684,-4.398185680103624
-2.7129567265018837,-4.473431442212088
-2.699584213112552,-4.555698094893086
-2.695985309398301,-4.537206378530279
-2.6916425903043373,-4.52854039514528
-2.6883025558376,-4.49991475352817
-2.6711030473284625,-4.233961650714613
-2.654323364453179,-3.772912964681676
-2.653430792639847,-3.7347466546293
-2.6517109139935466,-3.6753243421222312
-2.6506710376424474,-3.645671596468543
-2.6449389509150465,-3.421264299860503
-2.6367565922967273,-3.0848773509081924
-2.636398270287828,-3.07833576413971
-2.634947560331086,-3.0163373384222325
-2.6338961268018526,-2.9566202841454174
-2.6276560681909666,-2.6702713038186965
-2.6208573713432637,-2.3403317362222302
-2.6196492528227457,-2.285731122625938
-2.613252613098916,-1.9441878129720205
-2.606931503823609,-1.6032556362793444
-2.6067955491130497,-1.6021605014426914
-2.6039839402818163,-1.4407367918869307
-2.5980361989312204,-1.1096130672065792
-2.5867628465222,-0.4680832900004837
-2.585787080750024,-0.4143745435189535
-2.579226741591361,-0.03829307092360269
-2.5725610553917235,0.3277182650288624
-2.5705542386445392,0.4478212028287277
-2.5510175660926167,1.5012398983362776
-2.5461942545789746,1.7431429785286776
-2.5427015269514417,1.9184397966144486
-2.5377656066164525,2.155284758584891
-2.523183546884378,2.7855244106936787
-2.523126361516563,2.787355475824517
-2.5104870623539535,3.241318129147292
-2.4904914550827217,3.7736227383461953
-2.475815724946149,3.9998430237231886
-2.475304522793394,4.015290213030794
-2.466259130901583,4.073174650842448
-2.4662030036363287,4.081962610816205
-2.4646073122411734,4.081910514573659
-2.448375892100141,4.057862466615973
-2.444894540963603,4.0486484010958455
-2.4386400323955506,3.978905100384036
-2.4373844538220366,3.966560429148088
-2.433805961123388,3.9188556182416106
-2.4334333091780116,3.9196993110331424
-2.428663618292876,3.836090402849449
-2.427289338889845,3.8128573439179343
-2.427162583895731,3.8189758855387086
-2.4230323318003086,3.7410881578987
-2.4120938746008864,3.4998916119839314
-2.394666059711006,3.033755162164409
-2.394565567243651,3.023875026404516
-2.3877559102568435,2.830183993540394
-2.3870471174454604,2.8176768564477914
-2.3856755709103226,2.7669478997716257
-2.381735081440117,2.643408671621267
-2.378740089277051,2.5506320807891827
-2.3676295910491074,2.177025380356024
-2.338631033080528,1.2155660637002283
-2.3383657844916295,1.212636916753588
-2.338267341829127,1.2022179084509002
-2.336441580986482,1.1544017278536616
-2.333437428887054,1.0588378959559144
-2.3216946974904396,0.7036137878703387
-2.3208181250117184,0.683397207814497
-2.32013486018654,0.6617592083157835
-2.318637954455104,0.6071257906105866
-2.3167230728418646,0.5567115047289836
-2.316701869753719,0.5662462769509851
-2.3141231471424213,0.4985114007877908
-2.308227041595764,0.3456797050385333
-2.2832171107415284,-0.1769194511104809
-2.281444965395545,-0.21734988864208263
-2.279858757176734,-0.23560685469531584
-2.276189848992681,-0.2928039546966705
-2.2649273058746644,-0.4289320623656971
-2.264074546894613,-0.45420595460660734
-2.261776954843344,-0.4625025317062307
-2.259513316539082,-0.4806670072713434
-2.2495041115827963,-0.5596306556838329
-2.247397427849638,-0.5636646177616013
-2.247289984446717,-0.5732964973030581
-2.23434601696001,-0.5991274936714595
-2.206018557163913,-0.5138026259666698
-2.200026231746395,-0.4882957514486021
-2.1997631017503387,-0.48901965015573845
-2.190389533290735,-0.41301172131267505
-2.1869822674330823,-0.3917308959874752
-2.180268787202595,-0.3335932492478041
-2.176393612226068,-0.30165907505679646
-2.170671128111497,-0.25530822324495844
-2.164291773418053,-0.19089146052715936
-2.1525774585496027,-0.10303568749843907
-2.1478601697277897,-0.070716812475763
-2.1427148466834245,-0.0342261270591061
-2.1425884420736727,-0.03963322344023049
-2.136663387400753,0.00331657333749637
-2.131236049487415,0.02477762491242051
-2.1308445062309502,0.029227519159584818
-2.1105512172005367,0.07401631015339183
-2.109984883123812,0.08109602318873088
-2.100682304489843,0.07525384897672988
-2.0980623652532437,0.06344135893359751
-2.0965022544904186,0.07406269487897688
-2.094939085556605,0.06698848493901022
-2.091643928621804,0.04956981002191566
-2.0906869926522944,0.04782863536873562
-2.0706977168440854,-0.07987078719943098
-2.069986283689198,-0.08149181929529846
-2.069200832070057,-0.08743911973781708
-2.0525914844323037,-0.26388857431196927
-2.047222434965866,-0.3256453165088385
-2.0430781494749084,-0.38388346193472733
-2.040978327659066,-0.4038146623536615
-2.040041601017727,-0.4056172688685539
-2.0335920954861497,-0.5053354916027473
-2.027365964416642,-0.5922830484447553
-2.0110932202215155,-0.8365011175966176
-2.005342608913417,-0.9219855213500826
-2.001878196679275,-0.9637487179514687
-1.999738726180949,-0.9920342685603609
-1.9753469322556467,-1.3055461529154329
-1.9744903666480702,-1.321907397300261
-1.9738756038609409,-1.3214199155725008
-1.969532793117968,-1.3572597602567478
-1.9683672363176345,-1.368454999961547
-1.9673720484791013,-1.3844878259966464
-1.9661737753758057,-1.3895318006759387
-1.9658456175461678,-1.3921953651327883
-1.9573754066146047,-1.4542390460023735
-1.9548779076961948,-1.4672871382857624
-1.9500339458310205,-1.495924936064463
-1.947667810187657,-1.504715562248745
-1.946974083389888,-1.5010074538220468
-1.9335511454081942,-1.511095180718378
-1.9287797316876762,-1.4949294244151807
-1.928336763655522,-1.497008975771815
-1.9248974245441859,-1.483675692072515
-1.9225814895230728,-1.4653835079648847
-1.922381354040034,-1.46711532602136
-1.9209206893808455,-1.4501412176856223
-1.9199961973550275,-1.4535456724667666
-1.9165019392617406,-1.421760397167279
-1.9062447056243956,-1.33275453008505
-1.9032713839868918,-1.2865298242044791
-1.899678587820998,-1.228562867531689
-1.892829085547675,-1.1146194762490562
-1.8918888041262034,-1.109745632036925
-1.8817544217993343,-0.8961763662852233
-1.8602118463725092,-0.33746125102368935
-1.858867686625062,-0.29585708219758927
-1.8585368482366498,-0.2851463525546677
-1.8308560883059806,0.6545945922685628
-1.8268693695850102,0.8074330337893195
-1.826553663191653,0.8315120284469962
-1.806105726569363,1.625305646568577
-1.795388234655784,2.0547505471029437
-1.7843808519987894,2.4982336134382526
-1.7650442254005425,3.235380085834183
-1.763659602677176,3.2790741161334345
-1.7607030162751949,3.390420667753363
-1.758239193201613,3.47262275956197
