n_harmonics,base_freq,magnitudes,instruments
8,1.7717974695745773,"[ 0.36591138  1.02217721  1.31616649 -1.32539865  1.15200408  0.12288309
 -0.56372267  0.02536359]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9984734426830713,-2.608922818157272
-2.9901179406371403,-2.7584606618116045
-2.979853042347382,-2.861452936859611
-2.977345796285582,-2.888345565447172
-2.9614763502166968,-3.0390138755287985
-2.957767937364168,-3.0496169871742453
-2.953322323647848,-3.0569348647437913
-2.942514206589114,-3.179544367692352
-2.942037353884687,-3.16235035006208
-2.9330520013839863,-3.1909880672130053
-2.9149618237297203,-3.249475357617547
-2.905658825839113,-3.231201274107153
-2.902354482968487,-3.2230971434721205
-2.900360025448474,-3.1917822190457716
-2.898070827560188,-3.2832603969655887
-2.8891748390760874,-3.208587750694429
-2.885788632013415,-3.1554896925528704
-2.88239428801828,-3.159177624571478
-2.871308664745777,-3.0530134569171072
-2.8662500385011977,-3.0063560174485224
-2.857544824413525,-2.9589642145028523
-2.852912172395187,-2.863485949505685
-2.8528486778158113,-2.9172052518818146
-2.852593236523994,-2.84276806457528
-2.850807532932101,-2.8853874643799373
-2.8420172437948192,-2.74092937161924
-2.841145772067547,-2.764761633151507
-2.8236274351054007,-2.461194473088264
-2.8200284808162435,-2.4036767372283068
-2.8128378985294873,-2.3257356917307996
-2.8119214257132477,-2.3088665650882665
-2.8109274911232847,-2.256759411530282
-2.8106322990209547,-2.233711067011053
-2.8019047572355804,-2.1028377295924328
-2.7911888254560244,-1.8544852828715863
-2.7884039148596154,-1.8323187881188931
-2.7876111053755848,-1.7655445905528344
-2.784577342747049,-1.7769760996100428
-2.77496990089774,-1.5684230791063898
-2.760282873941203,-1.2925784163948282
-2.756937127865913,-1.1662915904914986
-2.7522151096651912,-1.1086670175642868
-2.747847812837686,-0.9819017815324054
-2.7475837475489966,-0.9939328080623316
-2.7472791712970994,-0.9903658542902631
-2.7469284615994463,-0.8824246613393854
-2.7467938252532487,-0.932885375337253
-2.7401084829162476,-0.7718172627420905
-2.7313812902320254,-0.669553244920643
-2.73087332488726,-0.6353510824987345
-2.7301202021782043,-0.6359212122492048
-2.7211524529496263,-0.45614512440869864
-2.715240993959468,-0.31915215592349194
-2.7150060343415565,-0.31070421158359035
-2.7128412238732738,-0.2570551612281097
-2.7123250414345366,-0.2958151121301057
-2.7100724933664875,-0.26200452981759137
-2.705492845827658,-0.12488332912256564
-2.7045287047631605,-0.17045212954376654
-2.699923831386294,-0.03300605785014982
-2.694846364190277,-0.006713789467604536
-2.6923118640061214,0.07912792777171807
-2.685217589864087,0.1553184462302371
-2.6811460729746153,0.22242874787559785
-2.6703789767885753,0.4067640993390269
-2.6657642956145393,0.38231691798435447
-2.66299085850689,0.5173663559961018
-2.648894541945512,0.5790032295913575
-2.647494155499569,0.6134021657113115
-2.642023763233201,0.6693175731164559
-2.633069645587186,0.7012480693257179
-2.6294916148389027,0.7419378375764818
-2.626195565553111,0.755018010728674
-2.614822623660797,0.8341527247625506
-2.5955965997875126,0.8567827445961356
-2.594768615364745,0.7754906810440219
-2.5941286630340548,0.8430185148175067
-2.586286550952666,0.8376586272487588
-2.5681516818816026,0.7361348946501257
-2.566580103089162,0.7975256925855683
-2.5659031909784185,0.7563359763300028
-2.5524054555492146,0.6656183943135
-2.548735257383053,0.7332491047649677
-2.537727478204506,0.6380520031857646
-2.5224324300044696,0.4783377016899857
-2.5211205504291687,0.5512657450678232
-2.5200824233149355,0.4810211718155947
-2.513739896795559,0.5103336144666905
-2.507518978864591,0.4733196769099137
-2.496257408586321,0.330008467755165
-2.483590374538619,0.32987354936800883
-2.4738158437069036,0.2502672308797167
-2.4731214601381253,0.2719642030748858
-2.4681712862241207,0.2778677145812155
-2.463032801704393,0.160041133529325
-2.4472112904995282,0.11906119391147969
-2.4430502862140795,0.07450736366224432
-2.4425809442911994,0.14458339420719482
-2.4424115477421084,0.09073915491787354
-2.418266153178779,0.0014169072440549605
-2.416429646652972,-0.016196610446009403
-2.405814209384471,-0.031583519660836286
-2.397427593597985,-0.03969922985538983
-2.3907263288647203,-0.025465568431484883
-2.3892926771306255,-0.04891625988517783
-2.3892551006365794,-0.011367275427041051
-2.38672822578598,-0.07957907586452913
-2.376770554244996,-0.06936351144355414
