n_harmonics,base_freq,magnitudes,instruments
8,1.8227045996081657,"[ 0.20382787 -0.36010663 -0.66899779  0.20583983  0.72580913 -0.55237996
 -1.14655834 -0.7147136 ]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.998296854255642,1.3447807858738545
-2.99116290413251,1.3341931405063263
-2.989636963554452,1.325958012679431
-2.976303776617865,1.2643200477748973
-2.9744298714631467,1.2434245147760608
-2.9570265707699352,1.0553558289256044
-2.951319681093997,0.9802799240357487
-2.944312806287553,0.8568531546638214
-2.942563027307563,0.827604337307974
-2.9315603257873786,0.6150401863576312
-2.9284008248149216,0.5393241925415226
-2.928320424412396,0.5415246427627628
-2.923329777553737,0.43115160007494935
-2.9231808656365024,0.442261287628744
-2.9175712260857645,0.3016653443404792
-2.910042229334679,0.10203740909870142
-2.9066796618303323,0.012848063051347699
-2.896883493268456,-0.24965687733488176
-2.8928036716388807,-0.3648068821288846
-2.8883870733153456,-0.5052552124863972
-2.888071946313258,-0.5092848247494047
-2.88654105270533,-0.5535006762338419
-2.8739028897452124,-0.9326034541224608
-2.869144950839491,-1.0724260795287353
-2.8521824456419242,-1.5812300881646877
-2.8495497771600937,-1.6719628161587499
-2.8491727712933312,-1.6914730682543442
-2.848207380661923,-1.7129710213870368
-2.847401084338958,-1.7287658279254352
-2.8457459391745,-1.7949933931605748
-2.841322873119646,-1.9119770360613235
-2.839993140497567,-1.9476940331313692
-2.8350001252645876,-2.0978625453834523
-2.8325602229179427,-2.159505835063752
-2.8263558620243208,-2.3394454846835764
-2.8012841681631766,-2.942637116976825
-2.7998688225819306,-2.970323679325357
-2.7958330220429572,-3.064522772968428
-2.790672642209031,-3.161370069042965
-2.7850150564936875,-3.2767382378017182
-2.7829406403211583,-3.291420801900943
-2.774573579127826,-3.424815741461494
-2.772712447671095,-3.4542087367165095
-2.768897046164799,-3.4959517611596245
-2.7238908011515934,-3.715805655637889
-2.720433548657427,-3.7137815749192917
-2.7130418535551333,-3.6683887173023715
-2.711997247956243,-3.675071082588221
-2.7061568895866865,-3.633487733720173
-2.7060198938147177,-3.6492041420598214
-2.695908760797259,-3.5483667504816063
-2.6901838633796435,-3.5004325331057893
-2.688656947730906,-3.4815311714978203
-2.687241140663101,-3.4618475112572207
-2.6864655868757636,-3.4361056345766436
-2.685214855933248,-3.4234601081934795
-2.675443239793102,-3.308225526945258
-2.6597636410615006,-3.0707475763432392
-2.6527396392305898,-2.9464818279053744
-2.6499285733461844,-2.8920631178505793
-2.63091493625278,-2.540530061309755
-2.623946411215562,-2.432705817831556
-2.6221703765463733,-2.402265024349541
-2.6119309832416624,-2.211114116299298
-2.607167652270568,-2.139220877103102
-2.601994859392642,-2.052366768635377
-2.591758675765224,-1.895447241046538
-2.590299238233408,-1.8752856802226525
-2.5863782234660917,-1.8029513607725278
-2.5790083160056003,-1.7064396343337767
-2.5755925384026748,-1.6651195322659202
-2.573393934303324,-1.6292618768099143
-2.5607778889690778,-1.493351140619256
-2.55939169090554,-1.4788164202044638
-2.5535547799062526,-1.4250518527025027
-2.5460610247194335,-1.3580701168468727
-2.5449716525496235,-1.3518296288152263
-2.543649929843574,-1.3472409875136704
-2.5433422464843396,-1.3481961492729062
-2.5413571261499976,-1.3298796853466592
-2.5397617562606833,-1.3359444012135053
