n_harmonics,base_freq,magnitudes,instruments
10,3.9277179783352625,"[-0.33981254  0.90200109 -0.12520088  0.25371206  0.09132919 -0.91008686
  0.51582584  0.61689159 -1.44441463  0.94170788]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.99809563934733,-2.7555501090577
-2.986063911718028,-2.5884813219848666
-2.9837070793796716,-2.573669169843018
-2.979982540638873,-2.5304046791002723
-2.979644917267022,-2.528638831271157
-2.9787423781266242,-2.5091807501626238
-2.97718688593222,-2.495104235818875
-2.965033645772516,-2.370274415711
-2.9608170478970823,-2.314916561421564
-2.9595822690358045,-2.301412346433991
-2.9481337469972964,-2.0855592737095083
-2.9437020979216006,-1.9777639101647122
-2.9406444474855573,-1.90971449968183
-2.9299629808696412,-1.5311931905482254
-2.925205873630935,-1.3375260173388044
-2.918307785388759,-1.0264558823263032
-2.9114458766628077,-0.6902091945059503
-2.9078905811703954,-0.49736274701108085
-2.9047213154808382,-0.32951278639803355
-2.8970046036507524,0.08111696031988452
-2.8915404664327173,0.3628761499544492
-2.8893046671895197,0.4612979647055024
-2.8680304783564035,1.2964205515040774
-2.8666616603957475,1.325071167790183
-2.856036368497452,1.4951061844919453
-2.8541808509211295,1.4908982272922768
-2.8488030432548097,1.4950483597647757
-2.845655213284499,1.4662195282892503
-2.842496491314706,1.424732123802208
-2.8356802398802206,1.3039322899835588
-2.832624448818551,1.2191052054395024
-2.8272219962250245,1.0547564616532956
-2.826963874306565,1.0531336994420197
-2.809546445161513,0.3931714017320838
-2.8025719400383715,0.11491207675240776
-2.80210218760212,0.08859082459584326
-2.8019840406804346,0.07853971922787535
-2.8008604082818467,0.03703092263011911
-2.8005773853700626,0.026979749520848133
-2.7991419218541598,-0.018993455274150695
-2.759520566578073,-0.6773397058797056
-2.7401955016697768,-0.3190610451030324
-2.73350981453016,-0.12046455260547921
-2.7308241779308164,-0.046840525373522596
-2.6982196972881827,0.7032627079595544
-2.695602982533351,0.7247535893905829
-2.693255905021623,0.7292641783487799
-2.6903409125690274,0.7426050532941004
-2.6768915571109435,0.6124595434760005
-2.6652556604705087,0.3349467098314738
-2.660402667687254,0.19817196476879673
-2.6531127994144867,-0.04948176095559676
-2.651292668594186,-0.11229898172733485
-2.6505387399056772,-0.14524883693132018
-2.6422005848565266,-0.4586939146769969
-2.6421692850913563,-0.4663082317368039
-2.64008741904013,-0.5396790988356082
-2.639961278822542,-0.5469037995453555
-2.6371759817751412,-0.6409835510067649
-2.6293182949161045,-0.9187812238676183
-2.626530256185684,-1.0040094143137186
-2.616636430463989,-1.2477083930249704
-2.610037344623441,-1.3548547433116902
-2.607629719618119,-1.3730577509585125
-2.6028391358298837,-1.4070178195394822
-2.599459888311432,-1.4190569465213707
-2.5870242412897646,-1.3151075781671535
-2.5766748749327926,-1.0901443653547112
-2.5663974274135173,-0.746923332353436
-2.5661179978543687,-0.7300651405524567
-2.562900064618323,-0.6163224704296247
-2.5482152240945357,0.010072770041018487
-2.5435155399124,0.2243120132249007
-2.541795159067148,0.30635912151805395
-2.535024290377491,0.6287863477314337
-2.525763002947773,1.0682412046869945
-2.5150473054736855,1.5657805264754667
-2.510587502852074,1.765104671857154
-2.5082105245286552,1.8639296282774738
-2.5074509882863367,1.9002280876662536
-2.4800451643952712,2.9506736525335646
-2.4793116787662215,2.959110347785334
-2.4679559809085574,3.279552227840042
-2.460597084628466,3.418539675008481
-2.4570591957783545,3.4870387301246875
-2.454026968779122,3.527264449179229
-2.4413481341630976,3.591686969423004
-2.4341959152732016,3.5456373787771085
-2.432596490887936,3.5189020149469252
-2.4309145350078474,3.5015914937933155
-2.418619998633348,3.2114796536308448
-2.4150421045854893,3.088619200796507
-2.4139590559828603,3.04765105347028
-2.3970149647040504,2.2703157756346117
-2.395469531749657,2.176138595223542
-2.3941753676320623,2.1062661958058153
-2.389579461967017,1.8441357996101575
-2.385417537252608,1.5988474776349066
-2.3840277217754027,1.5228182741420204
-2.3820251992866472,1.400566617841517
-2.378529885206892,1.183347010001525
-2.3784702564803917,1.1760794538859187
-2.373646937148968,0.8948004978581391
