n_harmonics,base_freq,magnitudes,instruments
8,3.2898921369466736,"[ 1.31533151 -1.3938769   0.57184472 -0.69517463  0.53335842 -0.14735411
 -0.38948234  0.52706318]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9979739475970306,-1.1052679453925716
-2.9969889077570295,-1.0750454926409119
-2.9830174591597864,-0.5220992669176828
-2.9771573350571146,-0.23482141634782583
-2.9728960971130607,-0.02731188733969956
-2.9597880773998266,0.6645746781015084
-2.9596621866989956,0.6812503351859658
-2.947128729028565,1.3325957414156115
-2.941784592234634,1.621640128511357
-2.9303267506214095,2.1260826709748937
-2.9151742996834424,2.6352943176651564
-2.913211714073517,2.7082915436631008
-2.9088140709900934,2.7754077306200635
-2.894225003537881,2.8853157641172604
-2.8860169832923015,2.8194705778514875
-2.8825853974719555,2.786552826250498
-2.8685974491425426,2.3917484135894664
-2.8617147801912646,2.1228385185442136
-2.852223065970237,1.6578874161652133
-2.842013213043987,1.0963868820918155
-2.838589890883947,0.9043772895242654
-2.835156705609972,0.6821404692551265
-2.8332459269033254,0.5755805791301664
-2.8311171719971746,0.44313072402909826
-2.8243083042333295,0.015984008376276723
-2.821253820551072,-0.1506900690763987
-2.81600601945851,-0.4624765501239622
-2.812811258251081,-0.6604990058982382
-2.8012743148769794,-1.2702755012263571
-2.8011090709307624,-1.275704467189884
-2.7891263706867075,-1.789060526812001
-2.7878425113192558,-1.8621128243926457
-2.7804995756186868,-2.08594694992623
-2.7660507730450927,-2.3359159125818794
-2.761183472149928,-2.366013753198533
-2.7491401397915665,-2.2899600860072606
-2.730666626792883,-1.8010284181968008
-2.7291175947294457,-1.7386500637569435
-2.7212605511270773,-1.420686951943374
-2.7179364684356626,-1.2620488798606095
-2.7137861894588386,-1.0467068843770244
-2.712727067422155,-0.9993281235392506
-2.710541069982686,-0.8939443056418999
-2.699835084348055,-0.29269819018315796
-2.699087148716207,-0.2545561781056793
-2.696731688368614,-0.1053351676284572
-2.68417924378954,0.6004041452471198
-2.677067397344909,1.0098483040918091
-2.6600529513686166,1.8257843096190882
-2.6583835121805643,1.908199140332154
-2.6535908010963767,2.1212753559830038
-2.650465196372882,2.2346040460107686
-2.649553465388079,2.2642499873411106
-2.644185512362987,2.4299060843521962
-2.6435212096690597,2.448289827357848
-2.6429509469762094,2.4642042351456994
-2.640059153331277,2.546574518839339
-2.6329729424890886,2.6893182948157826
-2.6303793383360485,2.715880727898174
-2.630019508743315,2.7243013636643707
-2.6297352360916495,2.71835554870441
-2.6273872904136732,2.7727258067479394
-2.6271624695824167,2.768498172863266
-2.6217053077844583,2.8075047950346947
-2.6192859478728887,2.8055296241185688
-2.6116601451121335,2.8001009315761216
-2.607764572559164,2.734659498778022
-2.605812452358882,2.745893060716814
-2.597438903347878,2.5945822040979705
-2.5931602469958777,2.50736618296609
-2.5856517937751717,2.2709705785869554
-2.5782691980909864,2.036004109553478
-2.5732079912252948,1.8548679294089123
-2.572992657732624,1.8562217612123968
-2.5665146764308817,1.5952284671353083
-2.555225585774367,1.1457150294160687
-2.5548405781068473,1.1299141351192985
-2.5508709821018845,0.9643631558512098
-2.545462635719853,0.7274002243489346
-2.543259524876057,0.6286256608050503
-2.535182468277416,0.30485959044389965
-2.5232709953639136,-0.13789098006206035
-2.5222836292734714,-0.1798293297106355
-2.520990123015702,-0.23662232463768842
-2.5136448089879257,-0.46440838529435996
-2.5125369433330853,-0.5030020550771084
-2.510662052588798,-0.5556384913287523
-2.5041817094018795,-0.732687606750879
-2.502527232327525,-0.7694179484136753
-2.501257881163103,-0.7837671551803742
-2.4985366589888116,-0.8557011883754793
-2.4952303849934396,-0.9278924011714633
-2.4868202622996076,-1.0688077529947428
-2.468799306584379,-1.1931564598796616
-2.467301115970077,-1.1973770153938919
-2.462983036896556,-1.200585382429614
-2.461727822969363,-1.1834695574702057
-2.4596378257785543,-1.1848606014502039
-2.458195731075118,-1.1573944975203099
-2.4496146839815087,-1.1150414541222011
-2.4455899046185143,-1.0832401567314127
-2.443423606188247,-1.061076743979554
-2.432853554799947,-0.8871503319075464
-2.4320778528976197,-0.8823914963490808
-2.412837696437447,-0.46911655833793403
-2.4017295549183606,-0.19398814902728306
-2.3977899858423686,-0.09912658364787877
-2.381275285510174,0.33197561008140736
-2.377224807078518,0.45240676758069037
-2.371581950163569,0.601479955997023
-2.335893501262928,1.5656043208733839
-2.3257648762798766,1.8028488254092134
-2.3200763792421677,1.9278149771567292
-2.316906182622393,1.9881374316077738
-2.3111888673061265,2.128647784759958
