n_harmonics,base_freq,magnitudes,instruments
9,2.1525539812494308,"[-0.99589286 -0.43031695  0.32570623  0.11961135 -0.23581824 -0.96573023
  1.46606596 -1.05913848 -1.10534851]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.999539454246725,0.43944973855506503
-2.999443381533733,0.4120706344654197
-2.9959112407802806,0.39509179198234184
-2.990712858417612,0.35571900804013895
-2.973706225979763,0.10436660188670988
-2.9618751767760645,-0.10496325984646328
-2.950836257909441,-0.37493349642654855
-2.948573893390894,-0.43026610146054173
-2.925921896064522,-0.9937864390139917
-2.921944477168177,-1.1078898325691426
-2.914479355170075,-1.2697522968342545
-2.9117373032842897,-1.3211000837095894
-2.9097446264246303,-1.3694958673530029
-2.8985206156142773,-1.6117567767598882
-2.89009223184293,-1.7558022311609334
-2.889764345097989,-1.7430591488123413
-2.888985725905095,-1.7612063810069873
-2.8853555944309894,-1.8333105553981224
-2.8644544429855445,-2.0187998319921
-2.8626226404702733,-2.032181637062641
-2.8548061738754225,-2.030854202531285
-2.8466429961750483,-2.005950002018462
-2.8307031221156675,-1.9199989598165832
-2.8108533102825746,-1.667106524885274
-2.8017051252017717,-1.5127532221069664
-2.7855162266309863,-1.250075548403704
-2.780880459638428,-1.1784852755345963
-2.7764086732693793,-1.1039562437158528
-2.766158953978999,-0.9450894199096092
-2.764711386004154,-0.9169985822999789
-2.7611339894545077,-0.8602299999685207
-2.7568773179789807,-0.8208083875341374
-2.7491745032407624,-0.7140511558580724
-2.7433748535196236,-0.6543739131527562
-2.7410264575366328,-0.6563868071271224
-2.7157111800331752,-0.5694503340929947
-2.7061961544379995,-0.5600720709490173
-2.700836678538718,-0.6194371727130461
-2.7000694389566298,-0.6455280669107745
-2.698378257266482,-0.6539153961493542
-2.6969674800270464,-0.6593337293901044
-2.68824172146412,-0.7465994144235734
-2.682246899011292,-0.8381624856008258
-2.680916066527535,-0.8707007786777727
-2.656276209988992,-1.31871129360419
-2.6484663021396986,-1.489900512307934
-2.646324889475339,-1.5574239563967889
-2.6454025361363644,-1.5585402124566305
-2.644356946059862,-1.5664439422624212
-2.630559515923556,-1.8878228821409608
-2.6257693406464524,-1.9783235788964142
-2.598907239184279,-2.469946490170459
-2.5893245844970725,-2.602452884946883
-2.585423975942059,-2.6418190197220515
-2.5828334048392194,-2.647586296041826
-2.5739081644575315,-2.6537599740297164
-2.569007224685612,-2.6652888663348824
-2.5570136196105793,-2.5910806892095746
-2.5482334326740363,-2.477082576817548
-2.5462819257336204,-2.471901018626481
-2.541579576677371,-2.387457353254404
-2.5385181573860116,-2.293344842415098
-2.5384079751625235,-2.293228539423725
-2.5372420349291245,-2.287602135964873
-2.5303820239530914,-2.145048557391582
-2.5278314693847745,-2.018986321323983
-2.527380277081658,-2.031185603201184
-2.508240786343823,-1.4018194505481265
-2.5077994048781536,-1.3903200948377885
-2.503631005603358,-1.2195223650470848
-2.493513252782797,-0.7729440741863894
-2.486203967656375,-0.46133618573163915
-2.482643959393366,-0.3094483266890187
-2.481750498375777,-0.26517935561635425
-2.480847524323825,-0.20623296157587076
-2.4692964971415985,0.36682198644990094
-2.4683330668034325,0.4096760792445671
-2.4677087975087026,0.4550682522319345
-2.446464017209007,1.5085154675133552
-2.444725966957337,1.5954568860344522
-2.4444826590205233,1.6038457586285895
-2.442052303021919,1.7121898118688412
-2.4415916206311943,1.7499528914723104
-2.4405587732816088,1.7693890212943093
-2.4357007311241428,2.019348532524816
-2.41414751256602,2.905884121572588
-2.412354613175463,2.972004871485931
-2.4091901156923075,3.070601654761733
-2.401099662513735,3.3193098486023187
-2.397827719672669,3.4305861852558786
-2.3948755326114735,3.501021803664948
-2.3886625759722735,3.6702392327064324
-2.3822895771256745,3.772388487852118
-2.375928030340594,3.8652261140139736
-2.368352149897726,3.9663432088551906
-2.368294970711287,3.939840577854489
-2.3621746690023775,3.984947907736661
-2.3569530322127052,3.9844383653929234
-2.35225118743819,4.006615605878154
-2.350466891858512,3.977292489983865
-2.3496948962433244,3.9614205881360864
-2.3314381254162173,3.7770384537839865
-2.3297129437480812,3.736095660732208
-2.3222706421623993,3.6125875826348595
-2.3206696976724164,3.5883818758900667
-2.320013864269842,3.577312878166429
-2.312529002292187,3.39999310064783
-2.3109788954351123,3.3655128687369116
-2.3100923756955263,3.340435208983904
-2.2961220739684043,2.9573506679904
-2.2938317430087047,2.914195406096424
-2.2850032336649377,2.6303852186538927
