n_harmonics,base_freq,magnitudes,instruments
10,2.9567622264996394,"[ 0.26400014 -0.70358557 -1.72423104 -0.45404012 -2.46672082  1.47967585
  0.52173191 -0.42600434 -0.14130087  0.74221011]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9835529847278153,-2.5467088540199176
-2.982471059850042,-2.5922756696393425
-2.980333229450925,-2.6658623251445404
-2.9772527801601942,-2.7850046868599083
-2.9668297509827823,-3.1242984657740847
-2.958579483562021,-3.324433267090414
-2.9468134405079365,-3.527800139600249
-2.9443496396296505,-3.5473377574249603
-2.9431282957323512,-3.5581598531425156
-2.938941258842262,-3.585584539345729
-2.9333274165926717,-3.5823805715382893
-2.9316251120994115,-3.5830644687941424
-2.9293767736475558,-3.570683199251608
-2.897513596933682,-2.93157111859178
-2.8677852838481988,-1.823466903391181
-2.862778538683246,-1.6259359055972495
-2.859271938200637,-1.4896695308767018
-2.8588858180282086,-1.474395933430244
-2.858513735191026,-1.4590058513331348
-2.8517629617597686,-1.212989340745383
-2.846309990181401,-1.0306421168892768
-2.8376833528788534,-0.767247853224966
-2.834833872883719,-0.6930303271799441
-2.831703263266176,-0.6149279384121455
-2.8306824166040077,-0.5913721079644423
-2.819824354381209,-0.38720824755410327
-2.819815533756244,-0.37956314106077765
-2.8190633720212395,-0.3816970826359754
-2.817776412564274,-0.35826847024726927
-2.8061164349850083,-0.25994586214686566
-2.760298007284197,-0.6830736198772727
-2.757441171822105,-0.7269147238857909
-2.7552886949185327,-0.7622565610511776
-2.7548256443287062,-0.7734787554400752
-2.7533398249826098,-0.7949263973651448
-2.7510293423682026,-0.8299894298792475
-2.750934007920347,-0.8283576294902191
-2.7443380692770583,-0.930637264803254
-2.736294910775758,-1.0308484048004283
-2.735712072141571,-1.0350554259842875
-2.7330489943188656,-1.0697627806962986
-2.731305157462491,-1.0814591060183536
-2.727520791544453,-1.115955561635349
-2.7140598114025636,-1.1582252492511032
-2.6969579618615325,-1.0947831716572214
-2.6963873406542977,-1.0857161926406567
-2.693171535818234,-1.054526909433978
-2.6849116726354882,-0.9576138808130695
-2.6801201958589775,-0.8934082275624157
-2.673097243567128,-0.7967145391140078
-2.6681677488258364,-0.7227566507726713
-2.665473832757977,-0.6867579594740627
-2.665208775026762,-0.6824347497656094
-2.6641110699881567,-0.6700819351066025
-2.6444794444166297,-0.466449240833903
-2.6404157808920274,-0.451066718780138
-2.6381824539870506,-0.4400243250744116
-2.6337107313556762,-0.44563215394707195
-2.632792653484657,-0.44932414986539726
-2.628575443933184,-0.47731942802903626
-2.6223551429595666,-0.5328109922151093
-2.620000160895375,-0.5682719238179413
-2.5938495754418964,-1.2733031519910591
