n_harmonics,base_freq,magnitudes,instruments
7,1.9419115422172384,"[-1.08060924 -0.98193259  0.29859989 -0.86016172 -1.46363548  1.71452315
 -0.57997018]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9970522646307742,-1.9703657203614688
-2.994223817272716,-1.9967661025926255
-2.979822307990228,-2.007723514669079
-2.9749308538621504,-2.0557879859537085
-2.95768655494705,-2.049081591219458
-2.9531134018629426,-2.0773006200367097
-2.949278300124104,-2.053259146530102
-2.94922220358555,-2.088703693154784
-2.946500253150023,-2.0033537679298195
-2.9428581617291094,-2.027309981344018
-2.93939752549584,-2.0414394855782665
-2.9375819813428805,-2.040256823414038
-2.9341581232490928,-1.9953376443890312
-2.933470644379911,-2.0026544533908086
-2.924464413778174,-1.956395496594112
-2.9231019094328823,-1.9866451811576127
-2.9230941806265003,-1.9826000627689448
-2.9162329395291495,-1.9083233112217344
-2.9140604374523527,-1.9001493499457198
-2.902207545165215,-1.8096026656506696
-2.8646436280593797,-1.5192926750677616
-2.8564528680854036,-1.3960635279572948
-2.856306738745368,-1.3814048819261122
-2.849210918249242,-1.3405319492872276
-2.8481582229957265,-1.2962630036467218
-2.8480079185590474,-1.3448900453547374
-2.8437286140994233,-1.2650085090453205
-2.8326631334718435,-1.1351391822012835
-2.822194187010666,-1.0120758596909702
-2.809466471777533,-0.8915530747410626
-2.799233933100611,-0.7273377640033338
-2.784453307309338,-0.6500711487134816
-2.771841427581946,-0.497711990196369
-2.7717231516558147,-0.5162166471513533
-2.757511073184903,-0.39479193321408557
-2.7572098205254365,-0.3721114862063945
-2.7569531963304286,-0.3808965879634911
-2.754314142623664,-0.384480197401422
-2.750293901366045,-0.3308122811875194
-2.7458357142107115,-0.34005659222491125
-2.745466598716006,-0.3063886950498236
-2.7355989123639293,-0.23736107097314602
-2.7269631686479685,-0.22916243892798976
-2.716998416662365,-0.14657250785484677
-2.7105911660078394,-0.1310313558302425
-2.7091143902525636,-0.11618867237559684
-2.706544846619182,-0.14552201802735681
-2.704948174447503,-0.1404213496741622
-2.7038527396096175,-0.11766757839675314
-2.6906611823389284,-0.12070838206145848
-2.6740535363279934,-0.13261567432504517
-2.652486362413166,-0.18465584299963736
-2.6473417757064177,-0.18536672813680252
