n_harmonics,base_freq,magnitudes,instruments
9,3.208125286829285,"[ 0.49910835 -0.76668846  1.43104651  0.86112134 -0.19295258 -0.19512745
  1.09668711 -1.18704167 -1.77067909]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.981325058834137,-0.8209194040144794
-2.980622139629191,-0.8109251554135798
-2.980190497349146,-0.8169972754937926
-2.9725412453948534,-0.8420526515876693
-2.965307393890447,-0.8811641113376784
-2.96304817984612,-0.8771604771758277
-2.9498427698705973,-0.8330981236049996
-2.949055133401634,-0.828741504955548
-2.946582126095378,-0.8338601155971546
-2.946135646476032,-0.8309799099649483
-2.945069977255418,-0.8126042345265696
-2.928597871301646,-0.5698010996709946
-2.9246812176681964,-0.5166397953352023
-2.923534664668963,-0.48052041638401677
-2.9110214718501624,-0.16178786110618779
-2.9062190927924014,-0.03748964014742626
-2.9033153518531423,0.05896381778186936
-2.9033016971810484,0.036688425651987766
-2.9023267174049323,0.07325318234917971
-2.902206030939496,0.07173647560347046
-2.900402942448369,0.14159254733261414
-2.898252536081224,0.2254549913444852
-2.8909744307314216,0.4716912110885727
-2.887747796335039,0.6076846113708034
-2.887597430804256,0.5784121764909683
-2.8848989201967923,0.703016937523038
-2.8803143049568085,0.878919334029723
-2.875732245963198,1.061763618985294
-2.875090711414668,1.086179860100597
-2.864423421942546,1.5065996828074848
-2.8624195604787293,1.5828054001414207
-2.8542563328652633,1.8948751136232636
-2.8466986356616553,2.1586291088781877
-2.845946300401332,2.1658084337759687
-2.8456149649533504,2.1800012208754387
-2.829538610074147,2.6211973983848478
-2.8256339340267145,2.7010643512644568
-2.8226256037303603,2.7509061379996633
-2.8224920444816997,2.7472961422819178
-2.8066206442821544,2.8389534783892434
-2.8017294667196815,2.8457189083320316
-2.7946758721700613,2.7749539946049517
-2.7798638325473175,2.439488495332675
-2.770670303291756,2.140379009953218
-2.766214893646417,1.943329052962286
-2.7513004223487574,1.260496636176499
-2.7479759829056007,1.0782546065569032
-2.742052149447665,0.777180397030932
-2.7356829461920187,0.41288472587369995
-2.728004358026209,-0.0026317528278170252
-2.7272285495089426,-0.027973344974521523
-2.721177386299863,-0.3877120128712759
-2.71261100841973,-0.8186359206750636
-2.7121504151369464,-0.8508971449018811
-2.677202999693099,-2.2171578711809006
-2.6744754462554106,-2.2798508139834768
-2.674081644108836,-2.3004290337939417
-2.669875337461379,-2.4126734397111007
-2.668961725546298,-2.417167922943144
-2.660921332942692,-2.558175729857175
-2.659728687370918,-2.572190674827656
-2.6511358585090097,-2.677450389799785
-2.6502131529859714,-2.6811450273386344
-2.6452636739858226,-2.7196741696408577
-2.636447009481934,-2.753085759048552
-2.6304778707745884,-2.749611797821541
-2.6246834035805406,-2.72713829803704
-2.6191614938459606,-2.710963012160212
-2.615761009695231,-2.6974602756763835
-2.6153062920890813,-2.7172655103123744
-2.6089835972452726,-2.694447704029738
-2.5988759053925983,-2.6498233523009773
-2.597431323758139,-2.6512169878383816
-2.5967323631325923,-2.6673785384359525
-2.5944641264005144,-2.6578298783651144
-2.593860689595511,-2.6459454199108783
-2.581793870038931,-2.657100574212781
-2.5805605857927647,-2.666120334055242
-2.573244084441538,-2.6758146871598494
