n_harmonics,base_freq,magnitudes,instruments
7,1.6818569898805307,"[ 0.63818409 -0.97402418 -0.34391084  0.37260438  0.18315441 -0.82882405
 -0.53927865]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9934715603611197,-2.090828397238024
-2.9921761648369136,-2.07865531745735
-2.989556420925829,-2.0520080669372
-2.980834440426194,-1.8928580727713213
-2.9707462044164146,-1.6655792066048396
-2.968020446412594,-1.643164321803594
-2.96596031989965,-1.614447103654162
-2.9624213443883916,-1.5298490308816344
-2.9564441021503036,-1.4038755633066498
-2.953272573777626,-1.347686783246694
-2.92725074605839,-0.8343774694398094
-2.9177386009175508,-0.6330051511542711
-2.9170379925047714,-0.6549232788439011
-2.9107200431361773,-0.5420979139990388
-2.907533231417272,-0.46936327386709026
-2.9047860245273984,-0.3907795514958102
-2.883331467068265,-0.019795762481488094
-2.8797582478513357,0.02689593168710999
-2.8742291760148477,0.08268864698351913
-2.8675275881923827,0.18734964489129302
-2.859785860238752,0.33050893065579395
-2.8557487304225844,0.3714541067935696
-2.845507611914327,0.5478373699559838
-2.843085186772099,0.5868675204544362
-2.8393647112125837,0.6016991624081356
-2.837385499397713,0.6855797146785596
-2.8365422166376564,0.6675435723798008
-2.834156283820713,0.6862497986052931
-2.8281386990000867,0.7744773464280138
-2.8257472823816125,0.801119946676301
-2.8226677097543322,0.8394064502109095
-2.8213533088812657,0.9187224736927995
-2.8130310791975575,0.993159709639422
-2.8126028779777013,1.0211502331783147
-2.799123831176982,1.209937019725751
-2.796575616720239,1.237783912995233
-2.7928260006428713,1.1624509013134632
-2.782627679226046,1.365209493688312
-2.770426692914159,1.4977780532643494
-2.756380491610951,1.5935991748220286
-2.7526437375075146,1.6819329077957812
-2.7416768850926663,1.6941621775680782
-2.7397251098886444,1.696469890265555
-2.722181074269304,1.847569930638298
-2.7197776647389285,1.8864146681120004
