n_harmonics,base_freq,magnitudes,instruments
8,1.3520887474005132,"[-1.23805042 -0.06083159 -2.43226539 -0.45557205  1.49260621  0.41087681
  0.57616347  1.22243186]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9990883962282453,3.988622193785114
-2.996700019038304,3.9697220642612003
-2.9940479836787124,3.789196675647261
-2.9936066642248695,3.9152609365728055
-2.98936719248246,3.8643731416833123
-2.9791109006080543,3.727073392246517
-2.971827505433226,3.580029780272668
-2.9684169340930953,3.53678987258515
-2.968147938346381,3.4556368112621394
-2.9665012422453896,3.5092422859570283
-2.965686077379115,3.4522492535188825
-2.9603187359999694,3.33742442042465
-2.952467170529785,3.2081809061197175
-2.916881532815789,2.441524128526535
-2.911346072143075,2.2592726208991505
-2.9088317908774366,2.2341824276455267
-2.900103053164516,1.9770947819695461
-2.898156182131643,1.906602027266898
-2.894087179622744,1.7632082373443072
-2.8936289723657787,1.7264841306203196
-2.89290379107637,1.783581421105653
-2.8915521225604497,1.6775444480534558
-2.888262962138935,1.6511446035773032
-2.8817628357565064,1.4200027110589566
-2.875127381326992,1.2977038674705599
-2.8679326350433465,1.018869769171743
-2.8658102721846404,1.0777451030262069
-2.860575571591961,0.8768845460683174
-2.8565563336410964,0.8459393838159145
-2.8545376360009764,0.7291859173425438
-2.8397640505960093,0.36131664701307753
-2.8382128353425795,0.27067359977671995
-2.828330106974538,0.04687550215716129
-2.827891069044033,0.07247879474811347
-2.826155298378069,-0.05081992307095693
-2.8249553140350327,-0.05870597604608675
-2.824651244496726,-0.051250360023889927
-2.823725753940889,-0.033015167384981
-2.8186673973243215,-0.21242808411911968
-2.813498043439762,-0.3322844294302198
-2.8020118871159827,-0.5682822136234311
-2.7961274138958467,-0.729289228185795
-2.793142198439587,-0.8077280638264865
-2.786695737240447,-0.8856168451408227
-2.7829377022720063,-0.9953705827786725
-2.774835943169383,-1.1913644939652308
