n_harmonics,base_freq,magnitudes,instruments
8,4.140750640995684,"[ 2.90713469  0.0304846  -0.84988659  0.09206591  1.16409544  0.53735756
 -0.06112258 -0.33786194]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.997197041283524,0.3125382679000666
-2.9958693585339935,0.34830881313015194
-2.9923384402931474,0.4501309780105337
-2.991223678630661,0.4855998275769901
-2.990854208614114,0.49037093713640806
-2.9840458717662157,0.692079208980676
-2.981012370390374,0.7881583001306479
-2.9743333940703085,0.9783911998038037
-2.958449788398955,1.337736906379252
-2.957018979925591,1.3603499024967733
-2.9484612439491618,1.4451663535498682
-2.9393280977780787,1.4433547732348508
-2.9391394829071,1.436005957735883
-2.932654010581296,1.363458541021465
-2.9254804642855388,1.2246413595299426
-2.9156729253239417,0.9075952961160251
-2.9103032188613307,0.7024290637369188
-2.9012171014197166,0.285901730448517
-2.8977687982070393,0.09902356968950489
-2.8838525538491093,-0.6801329892035177
-2.881821563793488,-0.7930776252962864
-2.877429924908093,-1.0514450069284842
-2.8764552090320574,-1.1036254751286565
-2.8754959311342727,-1.1625906500075787
-2.8711873299698647,-1.410920909348437
-2.8674649405873076,-1.620027920037633
-2.8661938362344284,-1.691297017241553
-2.864900773262362,-1.7659322328158895
-2.8612766701049965,-1.958333739817789
-2.8603684577621573,-2.0032457013814238
-2.8581021735308054,-2.114832231489713
-2.855913611156717,-2.227122001657692
-2.8556562072644587,-2.2447216682253943
-2.8551729116844218,-2.261327063057013
-2.8524428901449195,-2.3953108174617816
-2.846837514660084,-2.6428613589429304
-2.833867208167146,-3.0899665314478355
-2.824135231270155,-3.3172776873883145
-2.8153524678842095,-3.4309756408557286
-2.814688674100343,-3.439883838014406
-2.810997254321456,-3.4571675585319555
-2.7933341366511932,-3.389095655115681
-2.792411590615666,-3.38799911598885
-2.7905636327414705,-3.3684456462917947
-2.7822778875070977,-3.230846490303879
-2.778735420211677,-3.1597102806820248
-2.7756351073726737,-3.098771193298172
-2.762544507496623,-2.7777168126627596
-2.7560957401034,-2.587879344226044
-2.7447067410650177,-2.2643409233519236
-2.7438101236170205,-2.2345967652054277
-2.736047652272796,-1.992791255289469
-2.7311131463373375,-1.8393159838536641
-2.7275445906595825,-1.725794995038244
-2.717872040156635,-1.422770162213232
-2.7060784399559163,-1.0433500733786227
-2.7051096245223585,-1.0127055042981186
-2.7033046006417183,-0.9559055007578081
-2.6987757691152505,-0.8123833740709716
-2.697843496762641,-0.7841751360426614
-2.697840862996726,-0.7833843157803209
-2.6931713688927497,-0.6329275302290929
-2.692365286904044,-0.6075044014436537
-2.691724930382621,-0.5908547916478366
-2.68569733850295,-0.4026472572328985
-2.6801121219499136,-0.23428582768805667
-2.658736116907258,0.33032839438459355
-2.6565354117050815,0.37654683772734004
-2.646044840308849,0.5815808881053337
-2.6318488124357957,0.7388457932836022
-2.6311112538484247,0.7475383123181251
-2.630283025807559,0.750562007861483
-2.627009673985299,0.7577731563154457
-2.612136774086614,0.6920263054709309
-2.6108017375261845,0.676706691210123
-2.6089996828291664,0.6478195901732138
-2.604772623834569,0.581742857104912
-2.601488791722672,0.5159318491498773
-2.5992356129351584,0.4683451621847598
-2.58302439380551,-0.006785867401903946
-2.5816718388083175,-0.05318844353425615
-2.575793815661469,-0.27748033289237994
-2.5695070311232864,-0.5302980445202895
-2.5676853721763186,-0.5978724921877172
-2.566918482055324,-0.6319821160089677
-2.565753285566365,-0.6736605798550953
-2.5642532775025737,-0.7379730021585067
-2.5634212165786963,-0.7694219840972015
-2.5488092972988277,-1.3727764568824405
-2.5444405335596434,-1.5421391642271018
-2.544188769250498,-1.54652603060512
-2.5430310007625465,-1.5834142751210838
-2.5375744119416037,-1.7734062225101952
-2.5321175386053953,-1.9391923253655958
-2.527965842391986,-2.046923225096806
-2.5250486592162993,-2.1047285880350968
-2.5213859543502144,-2.176349846788332
-2.487456414951035,-2.037134744718523
-2.4746591490724152,-1.6445826836272768
-2.4579059915578014,-0.9366462837518965
-2.454956486469678,-0.8038798609466284
-2.4503799013602547,-0.5945065287406918
-2.4476637373457635,-0.4712329385944419
-2.445333936372157,-0.3711238417492661
-2.444559906755193,-0.3425856909124708
-2.439351504693901,-0.12027218702620943
-2.438999696772915,-0.11066101339240568
-2.4316746868001715,0.16656263549503722
-2.4306958543658883,0.2000747599349762
-2.426263150049338,0.3403378626884368
-2.4217135695896195,0.4685026307871168
-2.406364885159141,0.7026795222059568
-2.3889472743050413,0.5798671322915505
