n_harmonics,base_freq,magnitudes,instruments
7,4.828519659371736,"[-0.39613009 -1.6274725  -0.16239756 -1.41568181  0.08882032  0.57066704
  1.58168745]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9988439355185816,4.208458008100404
-2.996061162915378,4.008890768887253
-2.9910741537731402,3.639792354753067
-2.9815493847626984,2.793829573240979
-2.980660017845633,2.7296542049947767
-2.977385866361687,2.44042621472338
-2.955086728473488,0.24748769197533668
-2.9501672175919245,-0.17326078392379038
-2.9461346710664205,-0.5437307182547099
-2.942785489299613,-0.7756038107220908
-2.934728831667017,-1.2944633983388385
-2.932092480806306,-1.4597271764051156
-2.931698268719047,-1.425989885022959
-2.9294694620329205,-1.525879588820589
-2.923222834036583,-1.773888015044332
-2.9230371319856667,-1.7998735980969358
-2.8962581375846472,-1.7379678839290782
-2.89408976189485,-1.6585026477626619
-2.88608580142274,-1.3147958682300176
-2.8757667469494965,-0.7309811991640879
-2.872685337145491,-0.5610391542630109
-2.8605643413456647,0.22556552750949127
-2.8603683809682505,0.244687199600856
-2.8512523492581856,0.8558527453563823
-2.84521118518286,1.212716149824496
-2.845165164355576,1.1815034777288416
-2.8387590307045114,1.5574479740136973
-2.8310433494356517,1.9183579404988813
-2.8288092577919985,1.9712383492671186
-2.8204956028378643,2.260218142220825
-2.8180044890368023,2.3215198493407563
-2.788863338742169,2.3956125356833446
-2.788551929310021,2.3745213503587688
-2.78826099755271,2.3349403000303672
-2.784060664482145,2.2784448962927155
-2.7691349321418786,1.9593341374866073
-2.766617049273555,1.9326952526454104
-2.7590869031103544,1.7610320860118547
-2.7519417228303014,1.6240983524601547
-2.7509013862839593,1.6111778110986321
-2.7415896902633703,1.4537285049985902
-2.740032947025271,1.473877382910807
-2.7314166158298243,1.3885454022443418
-2.7313163436414776,1.3775854971697823
-2.731129221193724,1.399970345568357
-2.728985849422288,1.4056747960078453
-2.7243485183844074,1.4072240542476864
-2.720065205850629,1.4580180886551848
-2.720031606525714,1.4337922606868803
-2.718698482803145,1.448153709785052
-2.713116538847034,1.4889716288358723
-2.692057173914259,1.8367244790845823
-2.691685600225474,1.8262462728099291
-2.6915184661069045,1.8596408429385192
-2.688656420005206,1.912250167882725
-2.687721898448243,1.912619915287311
-2.6855251417917083,1.9544845346241886
-2.6837982111439063,1.959597812707716
-2.6723329861191822,2.138886222486488
-2.6581872561971256,2.1335821877041883
-2.657050952869417,2.1159968201459174
-2.655983372210404,2.1243867394600833
-2.654706278546498,2.087541896203289
-2.632131862867979,1.4984650945259863
-2.631669677403253,1.446169713765408
-2.6279425867653536,1.267748647558378
-2.616657315449812,0.6949786209159856
-2.6084944489637722,0.1610962268925634
-2.602526950193698,-0.24291381498870723
-2.578204887567824,-1.864527539870268
-2.5730984125071688,-2.1542060433355092
-2.5633533625874687,-2.6435301032771896
-2.5547268183808525,-2.9584943346085955
-2.550347486183172,-3.1142716681546605
-2.5306686331466812,-3.2323676164278146
-2.5304515736363564,-3.218294244452549
-2.526110470912927,-3.1536738907158455
-2.522302548062614,-3.0580827789385294
-2.5195083351122154,-2.994743525050719
-2.5191836070496545,-3.005626805171399
-2.518789315920423,-2.98081773882561
-2.5157560140483595,-2.901587891291217
-2.511963363846078,-2.777484194894435
-2.508620544188269,-2.6445750113026247
