n_harmonics,base_freq,magnitudes,instruments
10,2.1870295811171885,"[-0.17951017  0.35347006  0.74227951  0.05375336  0.48008407 -1.00067375
 -1.64843961 -1.74874341 -1.30370025  1.16594802]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.996119196832912,1.514092359985966
-2.995487817825553,1.5317678324293769
-2.9872425020645297,1.8728503121947722
-2.9868734915481188,1.8900082891538903
-2.9850186454089624,1.9676824323365065
-2.981497080480999,2.1297000878299106
-2.976764860280846,2.3390053790091447
-2.9755553362522154,2.4025756486036194
-2.959864206232595,3.155400722878708
-2.9375144994491897,4.233976413119899
-2.9291065717662517,4.606602250697432
-2.929071077342746,4.600848573090289
-2.9254237566935677,4.744438787385505
-2.9167186402068754,5.056098384933019
-2.9018416696869327,5.465816043874979
-2.896639670124762,5.555269480080366
-2.89474374457033,5.570409009628503
-2.8710522940844614,5.562968685372568
-2.8468965174706335,4.908975543762546
-2.845087321018476,4.834226450181428
-2.8350756455164823,4.373944487325286
-2.83124677343209,4.163075805294503
-2.8262487190164105,3.8920828350938663
-2.8036139120303982,2.4444429683080604
-2.8030060356638864,2.3988096446027307
-2.789098884444656,1.4486146136982825
-2.78782610095116,1.356685686951821
-2.783300390702896,1.0469104525822535
-2.7784405286583684,0.710457212519809
-2.7716006341727333,0.2778823635627782
-2.770484516950249,0.21368865538641815
-2.7699497139066587,0.16866588514053668
-2.759811949503885,-0.43124245253132965
-2.7503568928746205,-0.9175689960638657
-2.7425007497085656,-1.2558105193556006
-2.7400632481442946,-1.3473133923541927
-2.7388176905984696,-1.401315857687864
-2.7277261248399203,-1.7323809182117238
-2.7227783567731496,-1.8307032565401122
-2.7226122538269157,-1.844813506163925
-2.715888690901475,-1.9213478818928025
-2.694322690087568,-1.847436400225727
-2.690780061638285,-1.7753778340115538
-2.684900586644048,-1.6356118263269814
-2.679752433180017,-1.470450253281206
-2.679371594477314,-1.4609602649732976
-2.6766344572388308,-1.3637441116242033
-2.6737278302673637,-1.2779817310985024
-2.6658835463075548,-0.9426442854189095
-2.6325136403914735,0.8172083493297044
-2.628433664872852,1.0442742109972336
-2.624592416609916,1.2709464823146144
-2.615882520648932,1.7437438987296445
-2.6156930856221967,1.7455789718378234
-2.6117733941935617,1.9624815180005506
-2.610474631185633,2.0217078642727127
-2.605683517420018,2.264803816996476
