n_harmonics,base_freq,magnitudes,instruments
9,1.7622431684678066,"[ 0.77625317 -0.27882637  1.14545414 -0.19522206  0.42594978  0.54595741
 -0.10310824 -0.92472955 -0.69863875]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.993068377606205,-0.2831218830751765
-2.9912782293872695,-0.2539023962018915
-2.9912641673348825,-0.2672080392456992
-2.989718294928461,-0.24368656038735192
-2.978138249077174,-0.1512737775652121
-2.9529441429441152,-0.04750529194284813
-2.950448773959253,-0.05462799249506419
-2.9490931682148345,-0.06214298716104495
-2.9489466037167347,-0.05970028945208457
-2.9484230767424595,-0.046035169169316756
-2.9477142223207715,-0.06234474464100842
-2.943395188236071,-0.07044095256269971
-2.9422200487989283,-0.047159227584090704
-2.941451782352555,-0.06295222860386628
-2.9413446242373933,-0.059851153113683726
-2.9394783499732284,-0.06863101447091824
-2.9393599389507346,-0.04582015935189375
-2.925847577285505,-0.1354010684570233
-2.9240210425225768,-0.14687488880064525
-2.920949524862614,-0.1470254005572809
-2.9153681216467415,-0.16228147550632555
-2.9059106355262836,-0.23631837148419152
-2.9034598145274857,-0.25295284816870134
-2.8954670822190733,-0.30801402843087955
-2.8810678696541663,-0.42142034635783565
-2.8710161950201174,-0.4997712350444226
-2.8704641130563804,-0.5252507040956372
-2.8689073517925134,-0.49847251713994806
-2.8556873429660636,-0.6015990624843174
-2.8418245451240924,-0.666551214699658
-2.8373114641126014,-0.7002103701705849
-2.830698975108281,-0.7257165257541569
-2.8284423062677932,-0.7349285454070243
-2.8174524903481846,-0.7617027462920215
-2.8156979861757803,-0.7408521150206135
-2.8084391110864626,-0.7607628644486545
-2.808080911948316,-0.7413612327271077
-2.799119557384225,-0.7448177041395402
-2.7944686095907074,-0.7121261432813707
-2.7738183410510677,-0.6221516961548769
-2.7735678861851016,-0.6198862620709062
-2.762161361973665,-0.5563546045782961
-2.7615577048898388,-0.5406372947395367
-2.759621099337329,-0.518190511977614
-2.7469920588488996,-0.39676581691716023
-2.7451606417439143,-0.3805788701359471
-2.734861047365693,-0.2622013328373677
-2.733582035783959,-0.2636144220210607
-2.7283457526666135,-0.19225377000888183
-2.7028223289617177,0.0996974090074167
-2.6927537389987366,0.2308934952962529
-2.6897036119416855,0.27649531076018
-2.6892074110871755,0.2687390724444389
-2.684059396971273,0.32393667078350274
-2.6826838323999267,0.3373580911343542
-2.6806134383713536,0.3506219505960104
-2.6786905231497027,0.38464745861096633
-2.6769526667339774,0.4093961626514763
-2.6764736566823264,0.4005566658099582
-2.6651502014150728,0.5177850574012185
-2.6470973074180595,0.6592867445208062
-2.643622576783201,0.6658585234673634
-2.642141943833893,0.6940258506834079
-2.640396841268343,0.6906137092771779
-2.6392605406585625,0.7055647762147799
-2.6309402995425804,0.7521265933466483
-2.623977087513409,0.7611087294727206
