n_harmonics,base_freq,magnitudes,instruments
8,1.7166295108572927,"[-2.0640166   0.70011316  1.1329185   0.82832915 -0.42567642  1.00939194
 -1.0226964   0.64412544]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.992044223301903,0.3655241250374281
-2.976588298441831,0.29609710516825116
-2.965544617178596,0.2566385909523635
-2.958036981631752,0.23030979629813306
-2.950021337855514,0.1819730239212925
-2.9402314063495543,0.14162920470696716
-2.9366004110309287,0.13018737979667283
-2.936204698104384,0.13299281310088681
-2.9156025407651214,0.052632610990877696
-2.9151890187505156,0.055768389974803004
-2.9057257387576474,0.02333536401150564
-2.901754826682729,0.006348408644398212
-2.89878494354945,-0.019262774508964922
-2.8960268886254164,-0.015481499768011667
-2.890802011525696,-0.03868602560522865
-2.8728676761228975,-0.10846125569449153
-2.870004588558329,-0.11126404755269
-2.8636311254956155,-0.12908119330057444
-2.8547383411928373,-0.1707219943546412
-2.8528053106784483,-0.17077509037004537
-2.8335460368683023,-0.23867358550266032
-2.82211931626974,-0.26235856006932073
-2.8197813842014723,-0.2620733232041237
-2.8178289852353013,-0.28117973667260604
-2.8174981366122287,-0.2926142542486645
-2.8157868156099313,-0.2887277251151721
-2.800440267094725,-0.3155048933219361
-2.7910471419084346,-0.3105316329772531
-2.7910063255582234,-0.3362761701482368
-2.7867227865502633,-0.32878865138064317
-2.7786568434143133,-0.3283128159571845
-2.7743976868689524,-0.328152205388311
-2.7715857552870835,-0.332511989749607
-2.7661356290868966,-0.32780935588793625
-2.7563294673703505,-0.3158905776497733
-2.7554924351754595,-0.2937017875029362
-2.7365532043434033,-0.27137357539326995
-2.725333616144714,-0.1994486770414846
-2.7182622352744987,-0.1779232888588185
-2.7098666000181435,-0.12878341302937993
-2.70494786957378,-0.08348979745555572
-2.704012658530085,-0.09325491500046947
-2.7007602457375235,-0.04716801844994198
-2.6947319202373343,-0.031127197219513333
-2.6924721092065824,-0.003169765546945385
-2.6909979619057727,0.003838851701920603
-2.689534989120488,0.03357732610935156
-2.688459742193942,0.037072554616343
-2.6859222292448828,0.049501140273413624
-2.679136712192472,0.10646137841084227
-2.6659492793879487,0.23495629282685365
-2.660319284980649,0.3038523315430279
-2.660004160221046,0.2878403741699695
-2.6491718905162616,0.4111984382498039
-2.647558452237078,0.42533233080953264
-2.6464949733234286,0.42395132853655937
-2.6446287849788916,0.44982929001135996
-2.6441320157282124,0.45091643114317803
-2.633852316084959,0.5734006808368586
-2.6287921384463324,0.6233332938130727
-2.623963419051978,0.6857336262078901
-2.623647884664587,0.6704237906557976
-2.6236234658269857,0.6750763274003889
-2.620416617741871,0.7179833937911869
-2.6177301658192254,0.7453945399780012
-2.614429777061754,0.7732397574653805
-2.6125438083427266,0.8190155050148926
-2.6081014326340486,0.8463528627001796
-2.595502622783232,0.9768756769576596
-2.591733877577158,1.0099671873971978
-2.5880878210238816,1.052351118200556
-2.566085030373455,1.2306605764236858
-2.5605776495980734,1.2793695840371342
-2.5522560068570543,1.2926664729825614
-2.5513266395686225,1.3046098492390534
-2.5448829670093116,1.321412319862897
-2.5404710875226724,1.3580118354574517
-2.5366863697565707,1.3562418916026304
-2.5284839070254943,1.3933338314548773
-2.5077266441827644,1.3470206874548891
-2.491516286918527,1.269776093043886
-2.4908649058474417,1.265451438692588
-2.4893833818386426,1.2480712287050335
-2.4831217205473437,1.2071705253263452
-2.467166883838237,1.064126161161089
-2.4563762441760897,0.9106513538376727
-2.4513064302121323,0.8515541240420398
-2.446740188420925,0.7920864984995966
-2.4256103318214683,0.40960033741064295
-2.3856822528671264,-0.4000332896472445
-2.3836051991396277,-0.4526217573704781
-2.373794524437179,-0.6637628007763616
-2.3668391180151405,-0.8234511601602194
-2.365472394257207,-0.8378750647323642
-2.352536976506101,-1.1153269438714832
-2.340907282699865,-1.3625895472340843
-2.338013641051009,-1.4234471207079233
-2.3351929819229325,-1.4760017921668633
-2.3335235869404163,-1.5005860521623882
-2.3219621029857764,-1.7347045091465636
-2.29978738969462,-2.0578779835183973
-2.2680488880212337,-2.376746781386817
-2.2675636151991245,-2.3829636601305304
-2.266268550265387,-2.3751574251543217
-2.254127757830151,-2.428333779255696
-2.24709948311824,-2.4322346092945692
-2.231358873285288,-2.390746972902178
-2.2287740758392367,-2.373886889438107
-2.22714006427017,-2.353318756098445
-2.224347986595281,-2.3428531605579086
-2.222514315167876,-2.33547705897949
-2.221542134294859,-2.314491588246952
-2.217894233237046,-2.281398550785266
-2.2169191394830268,-2.2752694353683154
-2.204348324831817,-2.1648773476797545
-2.2037829140002323,-2.1571248993209022
-2.202030785550374,-2.136203034096003
-2.200432506537852,-2.099609690890638
-2.197735989924391,-2.060133395215215
-2.1905923918852643,-1.971261339403939
-2.1899637401493233,-1.9547840290348815
-2.1615529830737144,-1.444149670564618
