n_harmonics,base_freq,magnitudes,instruments
8,3.36087869385254,"[2.49763907 1.44099191 1.68121232 0.54487102 1.0479347  1.79109113
 0.26423574 0.27314086]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.989179458310871,1.599453867479147
-2.9870921981079057,1.6604021723661158
-2.971579939270595,2.0058417856491726
-2.9660975959414326,2.0884620911829286
-2.9656377568575043,2.0998719290024335
-2.960814862823253,2.1543833785736575
-2.960299058271124,2.1615880084429118
-2.9567621612748263,2.1820357572635003
-2.9550588213776203,2.2008616303222546
-2.942298498778721,2.2634376008970456
-2.9369408362180778,2.235177755801162
-2.92270350697276,2.200835568367645
-2.9210481838029376,2.19888851510609
-2.9096317391731317,2.101756192237622
-2.903260621753489,2.002225957738252
-2.892407153427058,1.957022803924597
-2.866745836873875,1.588932255037349
-2.8651047852307325,1.6048463533374915
-2.8482238968647122,1.3201068561998575
-2.8224928427729306,0.8125471065988805
-2.815001188623111,0.6434873245917131
-2.813780291509109,0.6057512730084379
-2.813429804730952,0.5907785832432216
-2.8060546491100413,0.3973729114390452
-2.8006390534145575,0.27986308717603703
-2.799807138883133,0.23657289247104796
-2.795814894339543,0.12302407616103178
-2.779432144673483,-0.33245151932890177
-2.7776914481568697,-0.38304124815666424
-2.7766950582336998,-0.4050462889726938
-2.7724322300197475,-0.5611595168315107
-2.772118967321213,-0.5336672772760699
-2.762800491674262,-0.7961120201604246
-2.753956325389045,-1.036262797386543
-2.751163648992297,-1.0987006987780288
-2.7216720776393784,-1.645197230436501
-2.7157160761931767,-1.711700274033351
-2.712535343843008,-1.7491046834221695
-2.709671078989203,-1.7694741787734698
-2.7076293134467297,-1.7630201188814192
-2.707217467223565,-1.7557692681597659
-2.6937716459161476,-1.7407525711189666
-2.66923972040751,-1.4478317300806156
-2.6632889215249045,-1.361718311718876
-2.6606562515016243,-1.3027861556451765
-2.6574290254991726,-1.2205887439898289
-2.6550960996554234,-1.178918588285232
-2.6463670671653494,-0.9941979261503516
-2.6424456436500483,-0.9210317115804423
-2.6269713550764298,-0.5691872116008814
-2.6121978306891647,-0.3283018355081188
-2.61155048705421,-0.29562453067289873
-2.6052243765826937,-0.20728974637517755
-2.600475142088077,-0.18315660898031774
-2.597111062700681,-0.16991037276796392
-2.596215218255079,-0.1351416855296835
-2.5941627830227505,-0.11901643537125527
-2.5936975153715185,-0.13011385060514585
-2.5877304509783703,-0.12607109682404433
-2.587387001956432,-0.0905019719718068
-2.581748626748769,-0.0967484570121794
-2.5799323007395514,-0.10223557751428496
-2.5744004465265533,-0.126568989189635
-2.5715542941309106,-0.12117371632176888
-2.570266495969394,-0.15112306269281423
-2.569869331883888,-0.15779334675115392
-2.5680381296426837,-0.16796054742435818
-2.5646652653469375,-0.19732482777290955
-2.5589376134272235,-0.2796842350620475
-2.5580522114286275,-0.2819620790205023
-2.553897442264536,-0.3664529433206069
-2.5509540035193075,-0.40977311999071164
-2.5312982293448245,-0.7832504742102138
-2.527432983216965,-0.8883044664614562
-2.5191562380259978,-1.0951814497730838
-2.516773213091366,-1.124679548839093
-2.5166363831430796,-1.1226398906190802
-2.5147344166674337,-1.1618928563100392
-2.501924666500398,-1.4382463631656177
-2.4990376431430965,-1.4546168869423852
-2.4630961241437266,-1.7170565696967357
-2.4624005451177498,-1.7158100639774188
-2.443216845503905,-1.4830175448612941
-2.434797273431202,-1.31729703820283
-2.4336580983660165,-1.284998633510088
-2.432933836876262,-1.2793073435501154
-2.4230913312595517,-0.9736041574732268
-2.4138539361654305,-0.6772563781620883
-2.410729735716969,-0.5776400527691407
-2.404546151357322,-0.37685639260465353
-2.401432861499604,-0.26353843336421096
-2.399291748065541,-0.20928421479269418
-2.398446149470087,-0.15088156093273056
-2.3913055840766066,0.0968073740851259
-2.3820906224623877,0.40447638083043924
-2.3752191513459686,0.6714769615327824
-2.3713236433346134,0.7451889475142355
-2.3697436998610923,0.8222419382755242
-2.3647416130782837,0.9373917052200966
-2.3633659964205718,0.9849013894761289
-2.359622127455164,1.0673191848800458
-2.3590472852880984,1.0897468099796528
-2.3535576967169467,1.2305663249788372
-2.352368263542326,1.2816150235226589
-2.35147915943043,1.2906313332574288
-2.342657544419839,1.4311733977219303
-2.3311147872138704,1.6031957445646792
-2.320144186426485,1.684373920439966
-2.302737203177972,1.6763412863366245
-2.294116617506453,1.6483567412847364
-2.28968707600329,1.6357339739049954
-2.287448648237115,1.587252801091182
-2.2862211048240093,1.5768870542070024
-2.2781244781648513,1.4978262421061126
-2.2765627542939093,1.4750290742911587
-2.27346161238885,1.4702645768456273
-2.2718599186308115,1.4428163340158429
