n_harmonics,base_freq,magnitudes,instruments
7,2.7696763297239047,"[ 1.21999724  1.323735   -0.82546916  0.21330692 -0.19194502 -0.10456761
 -1.68197941]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9996172514544037,-0.8429178847400944
-2.9929431628925656,-0.9911823237403633
-2.9875420173176686,-1.1502627398558085
-2.983801942241854,-1.230921689607098
-2.983139947892671,-1.2224158912934973
-2.979871867100651,-1.3292807660794255
-2.9791378808652382,-1.3416604391735623
-2.968537261923744,-1.5406046969318852
-2.9633305409009063,-1.6255241787828043
-2.960477004261933,-1.6527758035600373
-2.953771409654722,-1.7205896905702194
-2.9506042868656257,-1.779013869516833
-2.949039362997872,-1.767364578585275
-2.948644306590225,-1.7554320878521295
-2.932795825823627,-1.843080055804088
-2.922931808751065,-1.8061391485257954
-2.9145961617411946,-1.7463287087355808
-2.908878158580654,-1.7090593796055777
-2.9057756773846304,-1.6442893687448727
-2.8942555084542496,-1.5379192488267244
-2.8933945540889963,-1.525541194925497
-2.8836315325939808,-1.3849818929614952
-2.8769758079777588,-1.2963327037895918
-2.866155715799853,-1.1276569897061266
-2.8659995417386273,-1.1194090192460213
-2.847931018582159,-0.8617047500300576
-2.8458864200399465,-0.8860857882403751
-2.818745708753564,-0.5655564949722095
-2.8156159924681345,-0.5666082216331787
-2.8153475709665274,-0.5563529094375751
-2.8122007324653415,-0.5641245772337865
-2.8107390391311657,-0.5591995051339572
-2.805713079265524,-0.5548720639648461
-2.8043616271348046,-0.5510138021683155
-2.7961806916319665,-0.5442743931695376
-2.7960483044028974,-0.5574551625400408
-2.7925776463200878,-0.5978423306813117
-2.7801815939910712,-0.664069853809441
-2.7795551395150855,-0.6559609627225165
-2.760987039634734,-0.9170766973870011
-2.7542244474477053,-1.0488616820048555
-2.7542122544890213,-1.0110038920548123
-2.719208306755215,-1.7582713771117169
-2.7176541908556686,-1.8065555519300194
-2.7147943193263373,-1.854057725454253
-2.714191063080147,-1.9058884903179123
-2.701109815912475,-2.143190897601658
-2.696927454077897,-2.2594669922114963
-2.6890153000849875,-2.4317998235681935
-2.679009022949214,-2.5807223627469917
-2.6740012374763653,-2.6767502905140796
-2.6666443689978223,-2.76753902790237
-2.6587845878215908,-2.8333365919236426
-2.656906530150289,-2.8389159802506785
-2.6474229911484506,-2.9030694553001988
-2.642987152208379,-2.9264084815185822
-2.6421340040931067,-2.8960271397555903
-2.635474629140628,-2.8932848377557683
-2.6302927804164913,-2.8976537822138773
-2.619214929786195,-2.777941659568058
-2.616677027613049,-2.778773973360232
-2.612790453851227,-2.6995296553829666
-2.6123249654579785,-2.719463458738269
-2.6095959459711477,-2.6186547501288926
-2.605250994740685,-2.5675581328908987
-2.601225870860062,-2.5135250330894214
-2.595303568977475,-2.3507658040740513
-2.593112162480856,-2.300910529600923
-2.5909971862976833,-2.2803090118860347
-2.5792671753486327,-1.9472304598464827
-2.5767378976750726,-1.8820332104624415
-2.573656686357568,-1.7843261758782358
-2.573585914192919,-1.8053550128005105
-2.557925200463581,-1.281366541655911
-2.5565831394327176,-1.2289982265918287
-2.5485338957930708,-0.9614246804517541
-2.5417446025916792,-0.7148174349243601
-2.5379324034135946,-0.5477913435578482
-2.5223787735894625,-0.005602643458396013
-2.5094696731099146,0.4241593642555808
-2.509087626421481,0.43634379545410185
-2.506544786994973,0.5274635509992772
-2.504832961422279,0.5439146903621532
-2.4989823818098724,0.7769474635419904
-2.47944346473645,1.2500249643957597
-2.4778338926270838,1.3200038741628357
-2.4777181269475133,1.292140588305396
-2.443186635094374,1.8251171957659005
-2.439916612884672,1.8622410522878434
-2.435101241761258,1.8923236308110407
-2.43263181763134,1.8834992409596374
-2.432004718877109,1.9072015483926745
-2.4266074765390857,1.911685024194359
-2.4252444253693706,1.9108925580657856
-2.4037978775858346,1.8508967606027336
-2.4022564910576563,1.8437010096033353
-2.3987923868974415,1.8178287884391995
-2.3880459315631084,1.68942697115561
-2.3799643956002985,1.6303605572017374
-2.3734297808592104,1.5363575244250574
-2.3727406922733527,1.5092566247401806
-2.370802967392965,1.506532685233696
-2.359273916071132,1.3668735311494222
-2.358648617053403,1.3196901906666134
-2.357458526231861,1.3421732792575418
-2.3561993505985246,1.301369038288933
-2.3513024651400842,1.2312593020586815
-2.3445190702738223,1.163349585714938
-2.3323437146769743,0.963736280092821
-2.3249575084493266,0.8940807660662897
-2.3208936996674865,0.8583804571575294
-2.315869573118305,0.7763400812092408
-2.291592004379354,0.6349348560204203
