n_harmonics,base_freq,magnitudes,instruments
10,3.842245614677031,"[ 0.36203888 -2.14780333 -1.0760686  -0.31218864 -0.55354612 -0.13182024
 -1.4409623   0.92622555  1.80544175 -0.42162692]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.991037301435589,1.1311088800477198
-2.976569111534208,0.35980016279708454
-2.97343049779552,0.27110640074075854
-2.9700940845928745,0.03525745395621277
-2.967098663604016,-0.16228407494789684
-2.955097457354963,-0.7204356627128027
-2.9388380074332616,-1.4550961337761148
-2.9204450364555026,-1.8240881296797122
-2.918310460778346,-1.8601781717751953
-2.909770403635984,-1.989353230308975
-2.906006942655164,-1.9077170744006373
-2.8903892321836064,-1.7167685960000136
-2.8839393701961615,-1.5702560727259645
-2.8708597778978207,-0.9833795464259701
-2.8679050817013043,-0.896749533147536
-2.8645698666550317,-0.6592069358688011
-2.8604573779229012,-0.37421940874778997
-2.8544254682420127,-0.030275484519491982
-2.841610426950563,0.733231839188273
-2.8380620595482515,0.9135845935927257
-2.835200842080241,1.0924656535217676
-2.834671685907347,1.152593657995998
-2.826653369906028,1.6566688443633777
-2.824145902107987,1.7386272755618961
-2.817268217798569,2.1504749001287506
-2.8154802145210596,2.1773888615689954
-2.815145918416385,2.2857022103589966
-2.8096482283571413,2.4594655403325065
-2.809487082385149,2.4915188033366547
-2.8064739380586756,2.586536838312445
-2.802573209098924,2.723598264247377
-2.798016759584192,2.7532674939687407
-2.797934701102691,2.8193254388437503
-2.792786293838157,2.840456247694792
-2.7908309939408458,2.8481132557496984
-2.7881254148419976,2.873632910497196
-2.7877024431458284,2.8090985056050437
-2.787180939555453,2.7544642016309866
-2.7828775181807357,2.724065834785083
-2.7760427592680026,2.5914465961995368
-2.769564591786207,2.3595375439505237
-2.7676829666540965,2.2688616192033764
-2.767455617140737,2.2881790776876176
-2.767089678106454,2.179619695407876
