n_harmonics,base_freq,magnitudes,instruments
9,2.0200873777155492,"[ 1.56334096 -1.38929426  0.33060236 -1.38316839 -0.81478676  1.43534639
 -0.16723371  0.17609103  1.84655517]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.995628564912929,0.8051558889454107
-2.992980557632139,0.819321090046725
-2.9822333389658553,0.8533112238468208
-2.9767401244646927,0.8893391091766933
-2.9610706480154825,0.9873133738263989
-2.9601063496049203,1.0043438466710257
-2.958214560534271,0.992642740821086
-2.943384907934665,1.0927140700932163
-2.9368653881269804,1.1222749689721987
-2.9360747104066567,1.110218337288467
-2.9274914792346225,1.1598199794693498
-2.9244693035427174,1.1748896716507655
-2.9201693106385003,1.1615164739225554
-2.9191165124644867,1.1679458464222812
-2.9156489760282644,1.1898004002284837
-2.9095330999112807,1.189881948157131
-2.9089032497185223,1.1995007670992373
-2.90594399732609,1.1583421038261292
-2.90273550829494,1.1537456007587057
-2.9025563630673936,1.1593452091333232
-2.8883200143802594,1.1431961078047377
-2.871011569039923,1.033839035276895
-2.8644030884361626,0.9747294394498415
-2.8616991102792695,0.9579036202269348
-2.852858341374481,0.8571965462676445
-2.850565446376689,0.8289414603578029
-2.849270965520785,0.8271048579174712
-2.8465882467227894,0.7927343654948802
-2.836676925754684,0.657547077940364
-2.8359602216683717,0.6599688872101397
-2.825616438275671,0.5046589582752103
-2.801704509928184,0.17718337262962602
-2.7984229337148285,0.11646129439978628
-2.7968754636261766,0.12262965258922219
-2.795164047867401,0.09222086013259592
-2.792013670943455,0.05483397539392357
-2.783370316837124,-0.07181984949057275
-2.7828861792835333,-0.06654260085637036
-2.778912883594124,-0.11155259169863797
-2.7787753233603127,-0.10556037695965027
-2.7763073032993333,-0.1387637884952658
-2.7557624940563934,-0.33350364341844735
-2.7473752655769035,-0.3589089110536789
-2.735483598676544,-0.41937558808087255
-2.7325031228740437,-0.44977601872319195
-2.7308642797641394,-0.43259649754807306
-2.7290513289880898,-0.4363342728397535
-2.7138712129737708,-0.4122322407043402
-2.7091022409987335,-0.3843135059475833
-2.694067980470552,-0.29889527354460066
-2.6912306782916486,-0.2701202313208722
-2.6854686138252335,-0.22956855177763708
-2.684484706615483,-0.22853671731954284
-2.6796302550355375,-0.154414305388849
-2.6759017443601474,-0.12339922840305476
