n_harmonics,base_freq,magnitudes,instruments
10,1.1582040132244869,"[ 0.93186556 -1.12320882  0.12529846 -0.05206348  0.6651186  -0.5083839
  1.19354738  0.92434783  0.50092271  0.72569333]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9987499420142294,1.754701896307244
-2.9921287430951544,1.8419802217811987
-2.983601249234269,1.8224348248475188
-2.975236334728659,1.8533060205431
-2.9739713784717354,1.8406781712596207
-2.972829989668754,1.854362059560313
-2.9701592563357844,1.836146470754528
-2.965040123001242,1.8571557714751104
-2.9628875900881,1.8420099104657734
-2.9481680321494075,1.8533510789221084
-2.9298017063785338,1.7642385339171327
-2.91630254700333,1.6599443420242295
-2.9127082336178933,1.6234137931266406
-2.9085645262795587,1.5929887815195085
-2.895167790833489,1.455110531642804
-2.887288549094694,1.3543209161181458
-2.8688341570573983,1.1369350661027462
-2.864418724735473,1.0590768796748895
-2.8615738210676054,1.0627376187532467
-2.85968641882729,0.9830260386587494
-2.855980296694227,0.9500796933146561
-2.8466961993365563,0.8250362662568487
-2.842559292486455,0.7353468190131318
-2.8416940434308295,0.7596302154308369
-2.841292385833272,0.7286285103633413
-2.835158865337748,0.6313514162993494
-2.83004059122376,0.5408727504192234
-2.8278262802417045,0.4867325535949495
-2.827424372642052,0.4942678553945142
-2.82467351385609,0.46407590329808096
-2.808153098584582,0.2030044516582525
-2.802508403265625,0.07902687179842076
-2.7970030187651886,0.009748233252155746
-2.795636995728451,0.007666678389088114
-2.7938595883320834,-0.036540530509202945
-2.7909296260491323,-0.07641283167672423
-2.788364186070705,-0.1141456559760998
-2.7819565397710377,-0.2320544893199039
-2.7738647311285627,-0.32709467024178124
-2.7710143666700393,-0.39771953481178607
-2.770854255080911,-0.4438125788508271
-2.770591353078287,-0.43492132051993926
-2.767228042926131,-0.4789624367458063
-2.76494669313804,-0.5071338304090669
-2.7629299644119882,-0.5163933527968196
-2.7578136455546023,-0.5990437094161588
-2.7562755460019783,-0.6432565270630021
-2.7559553345203693,-0.6469997032820793
-2.749732527875147,-0.7214981657508143
-2.7364271467872276,-1.0013945559858417
-2.714351843881233,-1.3147701507975482
-2.7103196992847667,-1.3276761499197076
-2.705304471864308,-1.4395934083145334
-2.7037662707513332,-1.4555186921490537
-2.6994617035794413,-1.4982219009318856
-2.6990453427130445,-1.5040654068163861
-2.698649123376461,-1.5096962677664065
-2.693541605856919,-1.5732512799507739
-2.6899925311632362,-1.6165860103442105
-2.685426192631936,-1.6700453239418231
-2.682377611146092,-1.7597655543117088
-2.6809355194191706,-1.7553334172828754
-2.6806364222335786,-1.7413163727548562
-2.667796105596389,-1.9146254480413236
-2.664218208904268,-1.96694011828003
-2.6630621325093777,-1.94439398038111
-2.659882942234182,-2.034347227379304
-2.6548280771159223,-2.086611382355212
-2.6489986990572767,-2.1519418042173277
-2.6405835114288427,-2.2628827832066296
-2.637527736535123,-2.2810993148954855
-2.630674119102875,-2.3333678861071383
-2.6198627717919667,-2.4312609624499397
-2.612747813597214,-2.5968380111017293
-2.6095005468005548,-2.6266295106204214
-2.602393873674771,-2.7118339952901267
-2.5858594810486784,-2.889579071759266
-2.5794065996886713,-2.941803843580343
-2.5686961409981564,-3.0486644472472286
-2.5595524701761025,-3.2180809194697693
-2.5579489861216,-3.1922420069422626
-2.551332405019064,-3.243011343465323
-2.548296429768279,-3.279239873998251
-2.5466349708705716,-3.3217530923823784
-2.545379435297547,-3.294608052420707
-2.543795390375381,-3.334148746521236
-2.5356755305647756,-3.39358506013539
-2.5314730736308513,-3.424953544223355
-2.5113216192983208,-3.677553701034918
-2.5048507896979793,-3.7013037602716423
-2.5045674375569913,-3.7252145680312254
-2.4982686300991683,-3.7690266173514835
-2.4976131292418833,-3.8174572218221416
-2.4832850945356015,-3.93042506393421
-2.4799577014963665,-3.9884091740644156
-2.479945546541174,-3.9608523980511103
-2.475773081746932,-4.014390044649368
-2.4707349813625488,-4.047771449064356
-2.463884901743156,-4.112166361271353
-2.4636588094019585,-4.096775239353194
-2.45485612718333,-4.177348257546178
-2.4516422218715483,-4.183842076474836
