n_harmonics,base_freq,magnitudes,instruments
7,1.7261336438306158,"[-1.34604706 -0.21959864  0.00301042 -0.26764446  0.60708913 -0.39441
 -1.00878015]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9956124854918977,0.14919005369438168
-2.9952578125708227,0.14807540766307603
-2.9911341712641946,0.16112199856407605
-2.9837675637379304,0.17669728799515103
-2.983479186322576,0.1766129673324463
-2.9828903309776598,0.17940614837598254
-2.9805801996987764,0.18528398786932773
-2.9788403119181757,0.18347037604104985
-2.9729238588155242,0.18732564694439932
-2.9615609914883527,0.17279951964905801
-2.9563878163489488,0.16438212656299128
-2.955327447602254,0.16100369625020916
-2.941790655867792,0.10871676644106845
-2.9376420111781876,0.08507928682886103
-2.93363145790081,0.062296480993195
-2.9223141573055917,-0.020005878524620904
-2.9182216259983234,-0.05072133729873255
-2.91278599380963,-0.1009277440797621
-2.906292604909085,-0.16111513216953668
-2.9044362854465033,-0.17937244408462244
-2.898005620860515,-0.24794838619143433
-2.8934133449923336,-0.2999206587525616
-2.8930042759452923,-0.29852626369688806
-2.883742588485654,-0.4070817856905024
-2.865812446926543,-0.6314252490439127
-2.855763414041438,-0.7613514513551629
-2.8485706046176658,-0.8611048743574381
-2.837977823333132,-1.0061206773727642
-2.836074543552484,-1.0290486888464865
-2.825973633153656,-1.165952366377111
-2.8248429933564676,-1.1771230197530995
-2.8155125595526496,-1.3034231769283384
-2.80011543496769,-1.4937804112411566
-2.795741012630624,-1.5473516678301409
-2.7887033698296806,-1.6206641985465837
-2.7849651845302192,-1.6571906847143152
-2.7756465227283327,-1.7567670578791215
-2.7646981546966525,-1.847853250932087
-2.7623321249662514,-1.869090054357082
-2.75696437498231,-1.9092335576884374
-2.743361252864818,-1.9884149722143294
-2.742282564924672,-1.9959532812833276
-2.730117478082665,-2.0453733315602727
-2.7295427026092023,-2.0479366648259885
