n_harmonics,base_freq,magnitudes,instruments
10,1.7286672257087607,"[ 0.06430595  1.55934019 -0.11224216 -0.65926716 -1.55461208 -1.38250334
  1.24054161  0.93118067  0.91695131 -0.90089774]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.986231869527664,1.8993265881691637
-2.9799300833601494,1.897411379494478
-2.974672670050583,1.7712727061466607
-2.9680238393954177,1.6955555827570516
-2.9672024759643776,1.6840764741822303
-2.96716911536621,1.686982839062909
-2.966711607125665,1.6905158265836864
-2.965598564061364,1.670037957297488
-2.9586182715409404,1.5850179698487927
-2.9575063934586936,1.4466828783514687
-2.9564209299356414,1.4975957253528354
-2.9554353475051887,1.4764584713548696
-2.9552025016434853,1.4771906567349355
-2.932121794308527,0.865954898743456
-2.931928103481919,0.8437313719699222
-2.9303030165194537,0.7459203038569894
-2.9281949344314073,0.6256980105504414
-2.9173160656367667,0.23987139560180898
-2.9125222824050665,0.16315002994090483
-2.9076661798115895,-0.13640540472500604
-2.901682119496458,-0.3337156210534204
-2.895641056375947,-0.6275903069096919
-2.8901269671214713,-0.8286690424596838
-2.8850072935046343,-1.1183810713315157
-2.882830111814714,-1.1867441641722618
-2.871976453626872,-1.7111138707084275
-2.86881341380953,-1.8348902325491612
-2.8686248508435774,-1.8439608384504487
-2.8669250398971724,-1.8977862556751637
-2.8591715878291715,-2.265063904287451
-2.851158835853309,-2.6595822429603606
-2.842109522980309,-2.993322688147444
-2.8401000190748515,-3.052733666754999
-2.825115506067985,-3.6986697852842902
-2.822143790962527,-3.763017948716967
-2.8154480818179266,-3.9987427191723333
-2.811995805519438,-4.1658086414601305
-2.8076094853378377,-4.213578463122743
-2.7969335105277295,-4.493338941269483
-2.7860688034179293,-4.668335179801082
-2.7825392493476833,-4.801227386097308
-2.7820180620609776,-4.780967100629425
-2.7788883119519623,-4.824613601289935
-2.7737494463019337,-4.875474396650786
-2.7637120240837305,-4.937684822431203
-2.759824074014067,-4.862418163945489
-2.752028592698613,-4.808932384236922
-2.742993899502436,-4.722026359560688
-2.737649532972542,-4.595308090306854
-2.7370802302073303,-4.637944381321494
-2.7364600903909655,-4.585176224058292
-2.7315894041030058,-4.507084886642989
-2.727639766348896,-4.403387096017155
-2.7229455278108254,-4.218249373570376
-2.722089652779264,-4.249304257902749
-2.7192451921809306,-4.150928384327289
-2.718767796128434,-4.075892521595116
-2.71402945402253,-3.9739443627917836
-2.712828407370007,-3.9554254642027424
