n_harmonics,base_freq,magnitudes,instruments
9,1.4476342050761999,"[-0.4460264  -0.17686425 -0.98646075  0.47955738  0.26230002  0.30624469
 -1.0225711  -1.48822865  0.21618957]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.981233737805721,0.8224668613194034
-2.975841244849653,0.759379664804219
-2.961725423947083,0.5906460811980099
-2.959261903183878,0.5587181007043359
-2.9513676674529297,0.46835242475246774
-2.9466351313723784,0.41346156492433656
-2.9407497096084754,0.3462136911141994
-2.9371384953293305,0.3065144051941804
-2.936164652345542,0.30127254018959304
-2.9348137433419796,0.2831164877015614
-2.9311494676852283,0.24421135595378013
-2.928496145726371,0.21549565900288867
-2.9254156272699205,0.18495035354606223
-2.9140800406218164,0.07823911451032646
-2.9130220949262897,0.06493067796925556
-2.908042138419013,0.0261238905002577
-2.9044962077767806,-0.0011000284232102005
-2.9033874922457477,-0.0123372334159075
-2.902369502641432,-0.020701288276852137
-2.8949460236977598,-0.07165956874492443
-2.8837735998641114,-0.13990321849291512
-2.882803167756955,-0.14426669181280716
-2.8737386808126675,-0.18445461315902514
-2.8711123324748162,-0.1925646454579568
-2.868662509576156,-0.20066426955574404
-2.8541330160195084,-0.2270567249998141
-2.8499726453677283,-0.22678533915513852
-2.846505821418425,-0.2272827126823301
-2.8453186370561974,-0.22851284353931275
-2.8389397585744405,-0.21837058063286188
-2.835690260286118,-0.2129681077920662
-2.8352186058791364,-0.20961621646872272
-2.8188327027235798,-0.14871749986967556
-2.8164395892357064,-0.13859170704396181
-2.8070162995181738,-0.08268961445733834
-2.8048889730431776,-0.06638216711140726
-2.8017797066334027,-0.04718176618605366
-2.800921326583734,-0.03829655655492749
-2.8003620122524673,-0.035722969875552416
-2.798036921194722,-0.014994011963472397
-2.797974596499693,-0.016618605326901334
-2.7837166045787143,0.1076039283512921
-2.7807219412750857,0.13545208701240136
-2.7526934168209727,0.4355392803731903
-2.741236220090351,0.5714396145755553
-2.7357825836692022,0.6380827284300841
-2.73134968815076,0.6880497533033496
-2.7245334215541916,0.7716693569608307
-2.721015793621585,0.8135624688132459
-2.716006563771897,0.8730671583146741
-2.707086719837709,0.9715618808511688
-2.704325076023718,1.002281326491823
-2.702474584053695,1.0221999121358087
-2.7024644306328565,1.0231620033299178
-2.694887727381778,1.1001827445787173
-2.6850276533692163,1.1910891959339613
-2.6727178237748026,1.2856619228129984
-2.667686969666491,1.3238002123780204
-2.6673107750163627,1.3268800697259349
-2.66308777905586,1.3541450572608722
-2.65159352423701,1.4038281145275973
-2.64262419712806,1.4315612344993973
-2.6422219428319162,1.4331691268081495
-2.6356680048541308,1.4401664016158644
-2.630590580235227,1.4422623367107934
-2.6295263102519786,1.4404891738705037
-2.6283105390754127,1.4395345502775938
-2.6227641156637187,1.4305326293240501
-2.61984140469637,1.4246581493506434
-2.6176989793509815,1.4192446973051676
-2.610378854830341,1.389260915680259
-2.6050579262105202,1.3611314632341767
-2.5940828654867465,1.281312119550791
-2.589845186581271,1.2481312478230702
-2.5870957924880793,1.2197135601404236
-2.5863116170826634,1.2135142141782094
-2.579434545964686,1.1384888360582255
-2.5707104805551495,1.0327410633881149
-2.553033431648476,0.76747537741515
-2.547967600324357,0.6859948217375286
-2.5459443052230557,0.650771979210847
-2.5318239475848228,0.38901159790295153
-2.5283738003488114,0.32021625936819087
-2.5208150683484685,0.16200237822354965
-2.5085950058510047,-0.09703607622984775
-2.500850665605009,-0.2679388972891851
-2.489064825755862,-0.5377198717390425
-2.4787711849271536,-0.7680389392961565
-2.4780461049520444,-0.787362043330541
-2.4583431967241705,-1.224861581959569
-2.450620965859245,-1.386998199472839
-2.441657921149598,-1.570777734021462
-2.4255409247161683,-1.8740363417028651
-2.4231654236285474,-1.9179391403726451
-2.405981747244325,-2.1813037139844207
-2.397856008515217,-2.2883178297767452
-2.3843248943201507,-2.4269699643709415
-2.3714434585411577,-2.5206423656729005
-2.3710948536553547,-2.52256023054105
-2.3704677076961307,-2.5268750103766324
-2.3677715588949173,-2.538385645422247
-2.352819915799369,-2.577895540376414
-2.334161636761333,-2.543062029492569
-2.324301684182631,-2.4859371310963616
-2.318017487034954,-2.440998026262086
-2.3124034632929575,-2.3897397444735042
-2.3092397209237108,-2.357376636024994
-2.306122329676658,-2.3265401509716637
-2.2998994242678794,-2.248326079052973
-2.296223189346334,-2.1998294454161154
-2.295842679919388,-2.193426834424819
-2.2941694084166597,-2.1695580254986004
