n_harmonics,base_freq,magnitudes,instruments
9,3.5611883666094797,"[-0.1952681  -0.58591099  0.8715551   1.13079495  0.44652798 -0.08962532
 -1.31454031 -1.33762715 -0.0946042 ]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9961773286978897,4.309897037381844
-2.992958018103961,4.30684324793146
-2.985267578386514,4.393576861209333
-2.978500950266711,4.300197512970313
-2.9685741513523887,4.129335320957472
-2.954522565138194,3.5628646376266215
-2.9543839634431857,3.544277625220313
-2.948870238513491,3.23159603829956
-2.9414576350482937,2.7306673917831823
-2.941220975719583,2.6820221927637133
-2.9411130024860626,2.7161119154485633
-2.927487846429859,1.6273067481004004
-2.925871625887276,1.4744391545053221
-2.91399833032996,0.32349278931101766
-2.9118550486443633,0.20452120590563014
-2.8915610883115734,-1.7180631125951238
-2.872443550816206,-3.114746689004448
-2.872279550002216,-3.1712275010114337
-2.868711856288513,-3.324051634153543
-2.8664239480423452,-3.358822431951628
-2.8629357830215127,-3.555022712099639
-2.8592288999705895,-3.677976466767599
-2.8569555187756057,-3.740325224212885
-2.852365457443645,-3.8134889450152913
-2.850563148214232,-3.7469728318641358
-2.8468743150703375,-3.788899543221115
-2.8434473383191916,-3.817788537568245
-2.8391319941327824,-3.7948822056581095
-2.8376040902940387,-3.6832010486178293
-2.835491702296575,-3.5894107818255763
-2.8350878021600696,-3.650754431763218
-2.8338931531949223,-3.621794780263646
-2.8191931640077237,-2.9256776406127125
-2.817943103404911,-2.8192653306538404
-2.813441758048816,-2.586286441993158
-2.8125809278087512,-2.5364982278608434
-2.80107178394549,-1.6951316905209557
-2.800562039942883,-1.588355418877762
-2.7848780459363653,-0.41353200701420917
-2.771709086587207,0.6154873470298279
-2.765232468280532,0.9641542634100987
-2.7621711970764466,1.142076361908818
-2.7603477899917968,1.248765817620857
-2.7597120249680978,1.270543213437523
