n_harmonics,base_freq,magnitudes,instruments
10,1.720534709182406,"[ 0.13798367  0.62341874  1.6064943  -0.9467278   1.13870172  0.40875914
 -0.6898406   1.75742801 -1.6886057   0.40915408]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9937229588540504,4.943929604176586
-2.9937013117434366,4.939859298144173
-2.9934571822171914,4.951570672608958
-2.9837076115168557,5.206371794972669
-2.9773732051320447,5.3716946753296275
-2.9761477471616784,5.403794766265381
-2.964402395932219,5.651982423074522
-2.956760345010168,5.796166729463712
-2.9545479002227966,5.822064056632513
-2.9541848520382477,5.826542342050687
-2.9414422308129913,6.006452420307743
-2.936042549241283,6.054650812943628
-2.9314241715278566,6.093569466946444
-2.930171302748911,6.105732242114567
-2.9181552672414206,6.150535099532735
-2.915121407743576,6.161278758988519
-2.882858046753025,5.984573320131555
-2.8750275771588063,5.9033852833206275
-2.8722362061340156,5.871130848582656
-2.8719454252621985,5.862665808901268
-2.86545030172795,5.76278051792399
-2.851972909411356,5.525407531938487
-2.8484300679985743,5.460953006857887
-2.8463696909924154,5.415745088632179
-2.837320497436137,5.209364540765359
-2.8139837756532344,4.623591367785302
-2.810560184000979,4.533574363003163
-2.809648102119639,4.501126270958474
-2.8086752546524663,4.476407651905726
-2.8033898590890693,4.328665060401139
-2.799714599281029,4.226165219334426
-2.797183815490402,4.1494911860528845
-2.794905979845055,4.089329713865204
-2.7900561401313118,3.9450956331831937
-2.789160223392578,3.906058367200062
-2.783599467353902,3.750376668520408
-2.780668528588383,3.65476644351226
-2.767744262961497,3.2472648823420007
-2.7587048223202597,2.9533229142216997
-2.7537365224356836,2.7882143119367684
-2.745402055042325,2.5120909538048397
-2.7398590001151524,2.338696161697735
-2.7360525374191322,2.203073208937669
-2.732472371121035,2.0889715783188594
-2.712259070644591,1.3947307069724872
-2.7068159549037203,1.2090050380039885
-2.7036354249043466,1.0888570759937795
-2.6969095047030507,0.8691068878550019
-2.6907837011798232,0.6554310586306918
-2.6857753951010253,0.4837356194505378
-2.6808869053432085,0.31135440376078843
-2.673760817186688,0.06907782373106662
-2.673390740560648,0.059442062514191346
-2.6688370791689544,-0.09151480201790263
-2.6674968267403503,-0.1445850162495745
-2.66711000852528,-0.16363042201922925
-2.6633426444610704,-0.2894335216722393
-2.6461271937965423,-0.8688020954357976
-2.639529046212373,-1.0903071069339716
-2.6369332644678947,-1.1655905988720117
-2.627520994968404,-1.4697771426010713
-2.627446672444184,-1.4667372385351114
-2.6270134116749717,-1.4893665285225637
-2.6239010968223404,-1.5796989548668103
-2.6178947032544273,-1.7787119755614182
-2.598045088634114,-2.348199841365384
-2.5966147569876563,-2.373637577577985
-2.5925357532547046,-2.488651290856366
-2.5880685853278553,-2.612608526044185
-2.587102427037225,-2.629155964547783
-2.5846180419622526,-2.6861478967348544
-2.578213195482628,-2.832566098764573
-2.575893616761655,-2.8838253425628384
-2.570908229620722,-2.989686522728343
-2.5683011877503183,-3.045931449276115
-2.565326264817034,-3.1021423584559185
-2.564325727140326,-3.12448087499223
-2.557030884271385,-3.2543243446497314
-2.5545162300912443,-3.279442082791625
-2.54441424469455,-3.435601060916855
-2.53772478923617,-3.4910946591501424
-2.5221766698185832,-3.6097876869615826
-2.5213550279533505,-3.6123889283024906
-2.499337461867401,-3.58083670505228
-2.4923301007629375,-3.530224783190779
-2.4892932593159998,-3.4959520838563836
-2.4859773908578595,-3.464194091386494
-2.4749661784353223,-3.3157220578069038
-2.4678061421097115,-3.184845962656672
-2.462854083509321,-3.099663382722493
-2.4624372627822906,-3.077862132427251
-2.4596431202284847,-3.018217737804416
-2.4587923028345617,-3.00663372797963
-2.458670438857758,-2.9967983962299067
-2.4515357270406457,-2.8342258058738516
-2.4433777611438963,-2.6144815956990675
-2.4428572372473463,-2.608949205445145
-2.4408992514171537,-2.550853118178969
-2.4405300042336995,-2.534026623233471
-2.438633410405317,-2.4852966570477184
-2.4346687844476333,-2.363380618247505
-2.4304915883657197,-2.2411462810835143
-2.429632806753209,-2.2136108447938274
-2.426659475663797,-2.1204495037641733
-2.419770103385731,-1.8911876936310303
-2.4100560507659123,-1.5647858376055321
-2.4030976290797215,-1.3079535460450413
-2.3923786044594237,-0.9140925599620593
-2.3800261720429026,-0.46871678646770226
-2.378780714031826,-0.4212450376519311
-2.3773430038877903,-0.37326128019467936
-2.3694281286116983,-0.08068282705528323
-2.3664616504428517,0.021497526741242418
-2.366159173807651,0.04585025420396907
-2.3623176399949948,0.17105081127964708
-2.3546452575117374,0.4333825352872256
-2.337120779368998,0.9791775932649076
-2.3313102146006273,1.1444842143362275
-2.3276060378197325,1.2376639652894859
-2.3274828237523044,1.2318538587339538
-2.3253040776438563,1.2980779278300794
-2.32521420356398,1.3082003731506557
-2.3247684308684846,1.3160402603098054
-2.3241225874917673,1.3236995751635339
-2.3240236276364215,1.3392100660519208
-2.3187187784666445,1.4509725007873875
-2.3107838087203043,1.6153087151575685
-2.295734485642334,1.8535886167531594
-2.2935436820444215,1.8769618095867775
-2.2929792979933685,1.879204993458665
-2.2889459983979523,1.9170024127538101
-2.287592213225283,1.92683626574603
-2.28049174122254,1.9718510971503929
-2.280312180040259,1.9709796013324288
-2.2792988392731397,1.970640750797257
