n_harmonics,base_freq,magnitudes,instruments
9,3.0966745775056173,"[-1.35078357 -0.64373754 -0.70589351  0.76007574 -0.96604555  1.59002163
 -0.16710932  1.75316828 -0.45345892]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.99917137697214,-1.0285104899714668
-2.9925515695665936,-1.3509689582418518
-2.9907275079627675,-1.4331275544934285
-2.990143245519362,-1.4628001620056887
-2.987665498008865,-1.5741561245295348
-2.981198239373149,-1.8314108655010932
-2.977320711038306,-1.980373316477194
-2.959042225536378,-2.460593575262325
-2.9357692153985253,-2.554235209028478
-2.9303063345349516,-2.501376351220061
-2.929971973140515,-2.49654236600846
-2.9293695587817368,-2.4866205941949593
-2.9273041665780246,-2.4556683672194053
-2.923690598543364,-2.3964310952582024
-2.9199230423390246,-2.3290040043249354
-2.9101561153766644,-2.1000760640065366
-2.9093742896587864,-2.0729095922921954
-2.903729497713226,-1.926500734606027
-2.898102093015442,-1.7687133931299024
-2.88494268380402,-1.3957540049747104
-2.884196718965468,-1.3676434137635212
-2.877724693032457,-1.21024310992405
-2.8597894889625044,-0.8494286116511433
-2.85656096033406,-0.8133914601553943
-2.8551735936387637,-0.7967947220554338
-2.846811416923942,-0.74242063973009
-2.844195899754414,-0.7316468356754656
-2.843143253368832,-0.7337483707731955
-2.8360279614704758,-0.7523886786192769
-2.83176309112442,-0.7899628192356525
-2.827646714990699,-0.8336966681801308
-2.821144421448057,-0.9274242019181839
-2.8182010655635095,-0.9853400819442889
-2.817397309933675,-1.0020720234096185
-2.8143649030328612,-1.0655874599662674
-2.8141153137810657,-1.07293912495651
-2.8066400602678367,-1.2505638622006132
-2.7945634204220853,-1.5860554655877823
-2.7937663910761774,-1.610945454453004
-2.792876723165376,-1.634011488920824
-2.7887054089239136,-1.7552158898347887
-2.7872386537725973,-1.798884012595827
-2.7781019585138336,-2.067771376011358
-2.777858308140382,-2.074889375488109
-2.773416744311205,-2.19550240212042
-2.766674686809508,-2.3666012128608167
-2.7615420007782476,-2.4807380714421883
-2.761218235344219,-2.489778891670073
-2.756495290841346,-2.583148642360613
-2.747041424627689,-2.7139250428228614
-2.745940058426254,-2.7229679468458214
-2.7306420236169595,-2.7573009038882055
-2.729311673988584,-2.7562834591347958
-2.718096975583295,-2.630028494571279
-2.7173382487577866,-2.6202043544895766
-2.703290936997335,-2.3063232451986146
-2.7030330767913595,-2.3011243219108724
-2.70123212822012,-2.244617470462611
-2.699949430316421,-2.207356442249618
-2.697555456361273,-2.1364145785694038
-2.691751962416587,-1.9445467951676738
-2.6896319143312173,-1.875095344158323
-2.6376323288273795,-0.07923515852660709
-2.6357768361381755,-0.03484832878412372
-2.630140334978516,0.07278745738300028
-2.628933566521095,0.09672978854513126
-2.6252481068568447,0.14974065789783417
-2.617271284015251,0.22805456949612393
-2.616209704495665,0.23674727620964262
-2.6135907937147573,0.24549077264334282
-2.612128397776788,0.25705787883270786
-2.6086870110514813,0.2550372223756364
-2.6079082449955786,0.2531847778804016
-2.6066533799084275,0.24889336315534472
-2.6064048952493604,0.2518579833576752
-2.6059963090059823,0.24730915848122728
-2.5992811127460107,0.20577454743902918
-2.5901253870169807,0.08673999026587943
-2.58883796219167,0.06596958923011523
-2.5755604131091285,-0.2189616459035399
-2.556207266353735,-0.7457739286355408
-2.5534886554172047,-0.8334483483920033
-2.5531789920072763,-0.8381433071125941
-2.5515272986678434,-0.886930887465914
-2.545759421815055,-1.0491974484515396
-2.54514351635772,-1.0696104277670015
-2.53491166876084,-1.3285878892634886
-2.5289359422471582,-1.463750130280936
-2.5152147773966833,-1.6910789099455918
-2.503747033990668,-1.7731562255895896
-2.5000348323093515,-1.7779735513092685
-2.4987111219170486,-1.777295771881403
-2.491175533822794,-1.7421490697836914
-2.4908152949875815,-1.7430124432403002
-2.487823764291703,-1.7143159994724648
-2.4855183333101047,-1.6930532688994233
-2.479390997636829,-1.6069430598851782
-2.47891862337769,-1.5954998421687836
-2.478232468965472,-1.5882385011039015
-2.476768200352012,-1.5588151039889042
-2.4760498846579115,-1.5463220155340676
-2.4659399785626057,-1.3304155452187534
-2.462486415823174,-1.241895322467924
-2.446010656523283,-0.7675603021238483
-2.4438226756653814,-0.7014996845654868
-2.4427368528884212,-0.6670571874363279
-2.440467209367699,-0.594594085462711
-2.424012790247792,-0.10486336886716441
-2.4214036452153325,-0.03063395151670108
-2.420536050188587,-0.010532059721240647
-2.4140136718622456,0.15849364952256173
-2.411145431622317,0.22672377250152106
-2.410277372901013,0.2507265137216113
-2.40557309228986,0.35139101589137667
-2.4051580935206496,0.3577122078619084
-2.4038026619162576,0.38589130016829354
-2.3944927949431154,0.5392081648019791
-2.393176774875288,0.557912422550277
-2.387361456974957,0.621188379309515
-2.3845240299517387,0.6462102625230268
-2.3679329677624783,0.6792815682974264
-2.3632980028417743,0.6589109606196644
-2.3627716885373005,0.6570418879824
-2.342940207727984,0.4627707145998562
-2.3406670283366164,0.4371349697555332
-2.3402404552366893,0.4325984938693888
-2.339875795073608,0.4306998034239791
-2.332631814802686,0.32937321721686447
-2.3223274835374967,0.18947257066502032
-2.308162339516979,0.03438545699680301
-2.304608164297307,0.009554093183086504
-2.299469934237961,-0.02712226919889588
-2.298367075969209,-0.028640742516762054
-2.2955738111103097,-0.03673612881294455
-2.295154157768895,-0.04201168810214327
-2.2796208134863036,-0.007746313214382182
-2.271475363272887,0.06780750021207073
-2.268854779241468,0.1002514760759956
-2.266548783344167,0.14039929536641926
-2.2657713137956446,0.14583557658163307
-2.2643881477481953,0.16687770220080345
-2.250904551797748,0.4471896286895403
-2.2462881538107187,0.5667422641421468
-2.2435019523926556,0.6385747521586144
-2.2385717077191183,0.7792670518800643
-2.232208258260664,0.9755471373817968
-2.227928642704165,1.113633574382766
-2.227335247877755,1.1293261170596907
-2.2183192420871602,1.4216858564450046
-2.2139080889837928,1.5682797333860754
-2.188503740901373,2.313705744203319
-2.1860042857229223,2.378717244590528
-2.183962360842574,2.4201872118665775
-2.179854249787031,2.5062493852225645
-2.1744551293169527,2.6014666365440138
-2.160642261611656,2.757912067431079
-2.1569691677951104,2.77563993559076
-2.1520641916968715,2.786048846685257
-2.1377624128100914,2.7057044771788132
-2.1366477097217285,2.686540132922112
-2.136080469243781,2.6829761377957912
-2.126593124952958,2.538553368059869
-2.1214067483572387,2.435774301163856
-2.1195297646091555,2.3971342093047756
