n_harmonics,base_freq,magnitudes,instruments
8,3.208581471978974,"[ 1.65244452  0.93560254  0.32726193  0.55878193 -1.3513679   0.56576808
 -0.36941794  0.64660374]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.996021986100366,1.4961226231925715
-2.991115835049773,1.3145925670375704
-2.9766014184471916,1.0310581103426808
-2.9737637890912723,0.9289678672263021
-2.966725722172928,0.7160251262640193
-2.964813797244757,0.6242775329787043
-2.959748999419186,0.5192634369374118
-2.958263356385803,0.46921106475761587
-2.954997264832134,0.35796173479826504
-2.9452696517273242,0.18108210499922206
-2.924664787528176,-0.04151235037998097
-2.9242895941319196,-0.10751572340259
-2.921621551681847,0.014863608331704262
-2.9190535950757326,-0.013342686693112761
-2.914108352713268,-0.005501442975982436
-2.9104481582258517,0.03910249123117678
-2.90187282604309,0.1829695741308601
-2.894420707178808,0.35838122933897615
-2.891664218068305,0.4400312570813716
-2.890670303766162,0.4613206622684588
-2.887539419329288,0.6544727076435489
-2.886151970011519,0.6252876608881514
-2.8853620015839576,0.6604856129518618
-2.8820007532796796,0.7933223519729845
-2.8814444477727075,0.7829992799661797
-2.8735657833754296,1.121846783093988
-2.8707352210696384,1.299516066021478
-2.8631221366599027,1.6984409200989075
-2.852668157360248,2.1740283550570987
-2.846079621231328,2.531329119612291
-2.8432158397723652,2.658770790116721
-2.8341388333080815,3.1386129354994448
-2.8305614733198525,3.302385428105771
-2.825370558716413,3.560370967599648
-2.818452415672626,3.834563615334272
-2.7980716998125255,4.355433410357033
-2.7844854122650164,4.35928492456245
-2.771616239620723,4.162057418076784
-2.7690793475079536,4.138462389757385
-2.768679780220771,4.119850791258777
-2.7547534303618644,3.560909204788951
-2.7435996391850415,3.045400209187814
-2.742118331418235,2.9377833314938333
-2.7337810387269874,2.3564349842140695
-2.7266625976447925,1.919932425297862
-2.7253047927940424,1.8102939450669648
-2.7190806281803046,1.3977849904406088
-2.703135321475127,0.16880338654094246
-2.701252850999757,0.0829001307980164
-2.6933927203633887,-0.4680693379328964
-2.687100955070122,-0.9057990092538144
-2.6797622180017453,-1.3484180563983414
-2.6779799800755053,-1.4665195087929883
-2.6765676722290674,-1.4795452743367012
-2.6755084225380688,-1.5465655768162168
-2.673216837016477,-1.664421106198035
-2.6715143873033744,-1.8261478559152116
-2.6708328374259174,-1.8108307472425158
-2.669255569022643,-1.884719288570273
-2.6634010130396626,-2.0828832946616127
-2.656230567530055,-2.4618761818212604
-2.6515992548655793,-2.538727491947062
-2.6503014619965044,-2.6058342615300885
-2.6408916285578217,-2.697967568283175
-2.6360087538508585,-2.7891418115921027
-2.622895740679412,-2.6923225180362333
-2.622463719144143,-2.750736939712508
-2.6222290043866714,-2.720657379778359
-2.609996825316089,-2.425169304957215
-2.603856159680652,-2.367418835899666
-2.591412747596425,-1.8736020378262515
-2.5831779966333377,-1.5200901991833586
-2.5747559435659984,-1.1776179529466448
-2.5707819498137243,-0.9667252758660322
-2.570479147459671,-0.9613277333734414
-2.565151686888555,-0.777546264620649
-2.5571513178699083,-0.3818561116653168
-2.542841272994864,0.1620239498758701
-2.5422721547444027,0.2026577933758305
-2.5388933029392877,0.3374165154982114
-2.5382893277313645,0.2920968425893233
-2.535966092934923,0.36726444597027025
-2.531787706172363,0.5202318387603396
-2.527622371834487,0.6158436083659341
-2.5246909286126087,0.6674829885547049
-2.523783182217362,0.7069203511847933
-2.5194015002575254,0.7742795522108776
-2.5193244793491747,0.7922719075972893
-2.491169513288664,0.8823344446718643
-2.4864552321339097,0.8328382098178123
-2.477638961804481,0.7007127618618336
-2.4730797033717793,0.5214897532571929
-2.4673050015145606,0.4464181142614801
-2.466495525371683,0.3639548559011522
-2.4650041100067246,0.32694650936566916
-2.464955462304717,0.3739498760601892
-2.449140973551759,-0.2340363744451502
-2.443108671134924,-0.3827456411691546
-2.4404397371755016,-0.49851219250833845
-2.4402075379087913,-0.48457982570074176
-2.4365769500321757,-0.6912966566422352
-2.430681815213874,-0.83254152433396
-2.4282707013396405,-0.946459277269289
-2.420890212053221,-1.2947803876760273
-2.419035673471246,-1.3426709376143868
-2.417101783262051,-1.4662660314380094
-2.409020973995231,-1.742785230721677
-2.3934805978863665,-2.2793841031903352
-2.3913196984935903,-2.3476385249489087
-2.3797096891079867,-2.565300882336399
-2.375865441792003,-2.6989372473396465
-2.371728153090837,-2.7688497923979027
-2.3687390451305355,-2.790714033649608
-2.364335543387207,-2.9328332287099217
-2.3566003446779007,-3.016713268025756
-2.3407688328842315,-3.1728524206948525
-2.3402614310493988,-3.1988628890187916
-2.329766614721123,-3.195441072861052
-2.3227806635556076,-3.2068250861308893
-2.3143728360801443,-3.2086064850958795
-2.312565224719326,-3.192486383127281
-2.3066328066893025,-3.1365489009753444
-2.30442473005213,-3.120272223266533
-2.3019137523365765,-3.1320915342518685
-2.3009809716983645,-3.1197908969107875
-2.2980162094954,-3.0452708254917984
-2.2975931249621926,-3.0622518762990123
-2.2907207621135868,-3.0335166388754966
-2.2872212967860865,-2.9343318833459637
-2.283899996939062,-2.9706667482806166
-2.2774729928181507,-2.8731186759414054
-2.2563950722132673,-2.6130582533824622
-2.2542255776681976,-2.572876377825389
-2.2408795735184173,-2.392588759168479
-2.2370931866145876,-2.3520980021806954
-2.234993730637318,-2.2679269107555053
-2.2244753145002027,-2.117442491462531
-2.2212361208887756,-1.9893090861908664
-2.2181360176972156,-1.9530885231193145
-2.2145381873420122,-1.9277583445993218
-2.208492603163956,-1.8079422654426467
-2.2080737262314005,-1.834708126652841
-2.2023069224623626,-1.7012657699547438
-2.190232716784909,-1.3835111480289553
-2.1863523219194896,-1.310304410489252
-2.174387038796974,-1.056645153594775
-2.171514548091986,-0.9697601216837626
-2.158088910695828,-0.5915678571386229
-2.1538520495190117,-0.5451133320622037
-2.1470350580367397,-0.34531761531638716
-2.126670159060449,0.1125193074678903
-2.1263432102806,0.1109548371154113
-2.1261107140636364,0.03219363013962735
-2.1243803221869806,0.11235882348727533
-2.118505146887074,0.2309113392706133
-2.1122609685302582,0.3040002727904054
-2.1107971763282722,0.31727377570484105
-2.1080138112618965,0.39092837980102385
-2.106652865886762,0.33830428735093093
-2.0911462435719548,0.5155469475743246
-2.0901215680157907,0.5151408546723294
-2.0863620572084995,0.48415506354821974
-2.073414117507788,0.4798317519985963
-2.0720891921761164,0.4472174075676062
-2.0684794701777984,0.43656940215460943
-2.0577363342207646,0.26507764015081775
-2.055987375018172,0.3658692309760738
-2.0396793094926515,-0.010064900619471719
-2.0371938629974506,-0.02804292833110085
-2.010467454196936,-0.681189103614149
-2.006045551956234,-0.8109924438118885
-2.005986461420339,-0.8065834123861604
-2.0034282343161403,-0.843799103510308
-2.0032578682945053,-0.826678366396672
-1.9986679812100017,-0.9092242289749131
-1.9669774742780528,-1.471251188730497
-1.9651003830848832,-1.4227963079857202
-1.9535018432266587,-1.456251106640751
-1.9453915521210918,-1.4047550758962397
-1.943744236742644,-1.4338315777608603
-1.9290980560816071,-1.2016045915523486
-1.9198765894795349,-0.9770011574105694
-1.913635238149538,-0.8059583161996333
-1.8957166310432416,-0.2565409562312346
-1.8940034209430574,-0.2633638444943927
