n_harmonics,base_freq,magnitudes,instruments
7,4.500989470047831,"[ 0.73911105  2.11269129 -1.06747532 -0.66153271  1.2088968  -0.52331766
 -0.4458651 ]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.991408376328174,1.9704191434729748
-2.988777828908228,1.9824902241371694
-2.988678114405777,2.003115985897351
-2.9851740319904536,1.9955464331024872
-2.9644196501304654,2.1349820564759674
-2.9461167147969918,2.321168496805603
-2.941802593707605,2.36559791242818
-2.937273258060333,2.446029711814075
-2.9330391811823446,2.471830872762305
-2.932282799742984,2.484628204526032
-2.931963751893038,2.484146001262745
-2.9282754891770546,2.5157313139604685
-2.9246530339835566,2.5796843817290624
-2.9229732894184006,2.6076448057673676
-2.9190794053084357,2.651201104366205
-2.9153874459019438,2.680273860096028
-2.9148036839022797,2.7051889835136427
-2.910768459658619,2.7073323536558047
-2.908077789397716,2.7114502416311295
-2.904951234259797,2.727894304017514
-2.904766683566786,2.7187683054467686
-2.8947787344928972,2.7339966392585975
-2.885845660249501,2.629248180325442
-2.8851659883978096,2.637228571856147
-2.883448315600576,2.6334689928976642
-2.8802876566258355,2.566452274549757
-2.8684925294707226,2.260085739247835
-2.8679261419745545,2.2457804822502707
-2.8586976955550547,1.8989625957041518
-2.853053896449059,1.6260628456554198
-2.847672378892303,1.3711909023112256
-2.843930881775763,1.124493026419375
-2.8407268929721683,0.9591720022370211
-2.8402618644979265,0.9141783831614233
-2.827291984951444,0.07515081970391657
-2.8237994195311384,-0.15498980581448676
-2.8190124116353354,-0.47050248361496777
-2.8167075745914625,-0.653626624473328
-2.8161079188187004,-0.6682422476481036
-2.806809894924747,-1.2940166096323935
-2.7808861011378156,-2.6860185682381865
-2.7742768659844197,-2.887001058021879
-2.7674737129263915,-3.031283274212729
-2.741569100078504,-2.805926110211538
-2.7321760648557043,-2.3880509468363322
-2.7312120103535293,-2.3907599993464
-2.73096125745036,-2.38538275629235
-2.726707108781578,-2.14260569118025
-2.7218184434857,-1.86227251905429
-2.7218086651779254,-1.885094315732108
-2.716279930357622,-1.5090663817000374
-2.703744699914354,-0.7260636422942582
-2.698750395441202,-0.3917456960728274
-2.6936881733257128,-0.1074260371522415
-2.690205845456073,0.1348889952046773
-2.683483602588383,0.5031886090824136
-2.6690199124478524,1.1028859752450737
-2.6494254894138063,1.267825915574374
-2.6469139352819404,1.271800550225185
-2.6443203846345753,1.1651255589088776
-2.637977946752978,0.9998468935000793
-2.6366571219025916,0.9389692908522199
-2.635864729366491,0.9153584775145162
-2.626537587671459,0.4495256546577552
-2.625769299079305,0.41278625439164085
-2.619405239334059,-0.003337414001617446
-2.607546940615199,-0.9031829896046084
-2.597671127765856,-1.768698146459702
-2.5950608018558934,-1.9746460588689632
-2.5883183407447676,-2.5931860184386792
-2.581379187415287,-3.2064153644934916
-2.5623846011025275,-4.575982266768725
-2.5471224802525425,-5.215508067067315
-2.520579116981184,-4.981246875026549
-2.512744576683245,-4.583619243769902
-2.5119301689248834,-4.588703075769983
-2.49142126322874,-3.010206208517093
-2.490941971159057,-3.0053588559339977
-2.488167073945816,-2.7285464090527447
-2.461887126043333,-0.2950935556670727
