n_harmonics,base_freq,magnitudes,instruments
8,4.228317783413934,"[-0.83306439  1.22293412  1.53802948 -2.61190382  1.77482597  0.88101766
 -0.42463696  1.98751087]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9963324760055503,0.14446297518901038
-2.978921707250769,-0.03427820885133113
-2.9702381104929394,-0.1768321196716439
-2.965065563441156,-0.2797407962507855
-2.959465726731823,-0.43519483689072275
-2.958916228016756,-0.4377161306408488
-2.958219735801254,-0.4439971860913516
-2.9552760912101124,-0.5276178696753698
-2.949419680355927,-0.7761676541351441
-2.9487506676874133,-0.7094670950872324
-2.9483360647764996,-0.7971473403828213
-2.9449070507166906,-0.8572243677909247
-2.941682612279016,-0.9539496046653753
-2.94006434694953,-1.016808486042433
-2.9336911209478798,-1.200793339635852
-2.9241839943566337,-1.4861373602990768
-2.9106048563166054,-1.6004994154260554
-2.902968155062818,-1.650418600998949
-2.8997820398874747,-1.7204003092880638
-2.8995078593887142,-1.6488876650974944
-2.8976519575478807,-1.650603427017365
-2.8972353924285263,-1.6992539803119142
-2.8946258603914625,-1.652352861998175
-2.874189341698631,-0.8868224813994104
-2.873880837996434,-0.9014072840288903
-2.867501587573722,-0.4873065451308266
-2.864719816367506,-0.293344663189158
-2.861281380280539,-0.11591529835691729
-2.861099394578651,-0.033373198340354196
-2.8601786542890486,0.05868555709548965
-2.826371736205164,3.0210781169591483
-2.82519374357987,3.1728082522865013
-2.8193630553191165,3.5925098622504206
-2.817978133787131,3.813866927816555
-2.8088434282332644,4.475304078154723
-2.8070840564780397,4.635022716975259
-2.806383101880403,4.6496319548666385
-2.8029715416422873,4.93664441329388
-2.795791701110444,5.338671487071167
-2.7954615430774767,5.327072831664918
-2.7685686385353363,5.669026335599137
-2.7665194210610693,5.673522799791079
-2.75289684259753,5.0700818044274305
-2.750681442419876,4.907080853970056
-2.7473736085159395,4.710261829219188
-2.7471852584263834,4.741087598701175
-2.7454675444308285,4.53723149847434
-2.729471649646603,3.243059506103359
-2.723266424406938,2.6490745670938183
-2.7231269223947274,2.644260781238674
-2.714759084291435,1.8072880880945732
-2.708822234562005,1.2279500842806166
-2.6962536668065895,0.12254533094258332
-2.6911517024875007,-0.26390549490158416
-2.689971408085863,-0.30607684624281883
-2.686072389814584,-0.565208364757725
-2.6805583454184694,-0.9375707948079564
-2.678566718587062,-1.0433647810962665
-2.6690915343498176,-1.4332920512421414
-2.6522891314218002,-1.633868692299793
-2.6522017450594966,-1.6115226811535899
-2.6511148017206487,-1.6623867633309377
-2.651057410560294,-1.5989368507654391
-2.6487859135602174,-1.6323483721524474
-2.629660312633864,-1.2254579259881393
-2.6208364538875575,-0.9367146708393242
-2.6208333038550222,-0.9242727619064837
-2.616876610065125,-0.7259551933440808
-2.6079115200880576,-0.4508300810040583
-2.606464165784362,-0.33361126492788207
-2.601548911925163,-0.21201927186813888
-2.6010915162080526,-0.21092532913123027
-2.5935322946782824,0.03963893153631852
-2.5920524884115013,0.06848511689417322
-2.5777664818534816,0.27206714114998576
-2.574545960925701,0.3371347228441051
-2.560888493327971,0.3855305983299125
-2.555969768848836,0.315422378501867
-2.537508487097883,-0.125804027053815
-2.5287093708086963,-0.3317041351831089
-2.528616589880345,-0.3213087822246834
-2.5243386317148575,-0.4744008610593114
-2.516125086024477,-0.6660028405997599
-2.5090001393305132,-0.8711461234490874
-2.5082588628064597,-0.9034622152583462
-2.4986682936775004,-1.081122443282723
