n_harmonics,base_freq,magnitudes,instruments
10,1.429222677144081,"[-0.39242842 -0.62185071  1.22000642 -1.03574168  0.56026173 -0.70436918
  0.10237736  1.88540633 -0.37411666 -0.24186936]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.999476823274443,-3.0070059929384425
-2.9911000920866453,-2.8990945197109483
-2.9870776684777995,-2.8889347213751018
-2.9842703932735954,-2.826233897482481
-2.980513581325556,-2.791479939004778
-2.9804082308383797,-2.784072507875044
-2.964170373165122,-2.4944483539922584
-2.962366825093615,-2.485326508796528
-2.9478078487765678,-2.0864347254112814
-2.94096827680434,-1.8970354207939695
-2.937403345290247,-1.8216388135764632
-2.9287641554543384,-1.559859893698493
-2.91358115345509,-1.1066161354620478
-2.9121224799983123,-1.0533927216120642
-2.9117733798373013,-1.0411512119605448
-2.900684405622718,-0.6614996976146009
-2.8944266310867315,-0.4661602515622847
-2.8920968397116944,-0.4086110721480946
-2.8871675915960227,-0.20153740419501973
-2.8710986844771273,0.34188425257316196
-2.858056913338417,0.7663428696755884
-2.8298521775642236,1.5357462119262109
-2.8252104716187443,1.665631903182616
-2.8241140566556453,1.6491628719852824
-2.8213199513166574,1.7530165320209432
-2.81766445738542,1.8218202838387407
-2.810159370201508,1.9646502560669479
-2.801483532029695,2.0777925794887637
-2.7990862445816562,2.1654289532511988
-2.7835715786229684,2.3131817641319543
-2.7810697713727928,2.36329826502548
-2.778337619742529,2.3605799786559802
-2.7781334633040506,2.3736583141064695
-2.777372513475915,2.3685992323290046
-2.7698536223883377,2.417476138910539
-2.7529136240229004,2.414527994919343
-2.750796704680954,2.4273352162292805
-2.746762259206192,2.3767873281747423
-2.7279323134159523,2.2431434231285308
-2.72162426268969,2.1749525210312375
-2.714796624929308,2.0904610855304857
-2.7136555461445155,2.10363631652919
-2.7134874196800816,2.0629015171702374
-2.709899110357016,2.0052286471307283
-2.708878045626619,2.001716112197657
-2.697617285774761,1.8527724779921757
-2.672117650488012,1.2757845414745805
-2.6649807917438295,1.1142404677950388
