n_harmonics,base_freq,magnitudes,instruments
10,4.434454808609448,"[-0.21029597 -1.65071986 -0.83274875  0.87881686 -2.43171288 -0.72232574
  0.71230901  0.69026424  0.42597804  0.30093174]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9997495612741227,-2.573022761137283
-2.992677299050806,-3.2626217317280157
-2.9776671425646972,-3.9345505630595325
-2.965870270783772,-3.7859022092502412
-2.9619705416155737,-3.579015698137789
-2.9594581362248933,-3.456284312115399
-2.9576044313560135,-3.32610316360825
-2.949026643717205,-2.604806876632956
-2.9461195238075946,-2.3309836682293144
-2.9458104374391083,-2.2993822076650208
-2.9446352219176637,-2.181167243088635
-2.932806408908437,-1.0028908901738267
-2.9275312754009075,-0.5249399794539099
-2.922441525834003,-0.018811491773694962
-2.9171992272647813,0.3018805375426553
-2.9115074165528023,0.7020063496260666
-2.9089981457501617,0.7697037281450649
-2.9048069840510773,1.0053130383986049
-2.8995960253218365,1.128326129305462
-2.8938261491117836,1.1540357023882675
-2.89353612439355,1.1274204298135775
-2.8901102640965695,1.134061994345861
-2.889043863586498,1.0564042073721367
-2.88556441549587,1.086825555145079
-2.8854285974987524,1.023847538934577
-2.883714675145783,1.0200767563712392
-2.881521409695319,0.9058826375037714
-2.8762563646313994,0.6975552395167571
-2.8719705669982067,0.4718038656816339
-2.8630740432321655,-0.07546391379902809
-2.860399472222019,-0.19902878094911658
-2.8600220314690246,-0.2253980933777624
-2.857891155091938,-0.36821070668045386
-2.8543460373601857,-0.6219455245088654
-2.84660475869443,-1.0856040561730218
-2.8436073403339965,-1.2841607507146187
-2.8435500084735947,-1.277366084146164
-2.840875280622255,-1.4264362730927609
-2.8312501741191434,-1.8596018357493211
-2.8231965333629154,-2.103184673062757
-2.811507178717722,-2.179837712297316
-2.8106932694464177,-2.2497108194906743
-2.8096363865081253,-2.1758278520458973
-2.808805286610441,-2.2144059506912166
-2.8053324144043867,-2.1873828849388426
-2.804153257136626,-2.144415022849484
-2.80282943257908,-2.115258964999255
-2.792661633477673,-1.8429752771527608
-2.792333458787092,-1.873092796784775
-2.7771079415669933,-1.267217291519909
-2.769454199380396,-0.9076588721872445
-2.7588459867653183,-0.4216405122175763
-2.7579797168845475,-0.41341209138159163
-2.7335551628668724,0.5456141368315736
-2.7241453017931514,0.7093272854738517
-2.7141273494421094,0.9539917287719859
-2.7133593399267246,0.9916500762703243
-2.7016862652741516,1.0708660691916212
-2.6942462732015917,1.061522447007339
-2.6856311454865134,1.0126321959130702
-2.6811846029036706,0.9428999492502307
-2.673672195561873,0.8214818703992453
-2.670878016513914,0.7175555888857633
-2.670093647115376,0.7282704132090713
-2.667468495212205,0.7019016722522567
-2.6624812041162382,0.4921799011224903
-2.6545365413451663,0.2850256249820484
-2.634524035104481,-0.5149830275399347
-2.619711957018521,-1.1409035963824066
-2.61459626127316,-1.3238063197969043
-2.6114021101275995,-1.4060066349457916
-2.61104129388365,-1.4170921280460351
-2.6089654662685238,-1.4687262057577528
-2.606772367780513,-1.5270615991551515
-2.5959181789045656,-1.713326790842315
-2.5950728439677717,-1.7425111390394326
-2.590364332456477,-1.7598473549114744
-2.589166646988723,-1.76131602586969
-2.5863590428814307,-1.7821419703337935
-2.585791035454256,-1.8284015334165098
-2.5805678279383937,-1.7744233793213835
-2.578463822676925,-1.7533774065344865
