n_harmonics,base_freq,magnitudes,instruments
5,2.6703186008158313,"[ 1.19661666e-03  1.38365924e+00 -8.97935173e-01  6.29288901e-01
  5.98060533e-01]",[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]
x,y
-2.996090848368683,-1.8143650871668888
-2.9842334460186652,-1.7126708167328781
-2.9764404724445597,-1.6475876438514256
-2.9748123908312025,-1.6888666324611048
-2.974731799979459,-1.624338832654498
-2.9741428844428444,-1.669002753205982
-2.9699370085701933,-1.6100766166345686
-2.9697018677012337,-1.580900370969834
-2.9575623178961754,-1.490420862725816
-2.950809077754984,-1.3644690666714627
-2.9484789461827603,-1.3264042374892484
-2.9465499066567125,-1.3040557734269875
-2.9426374511022977,-1.2129847686599862
-2.9356101918107997,-1.1421691559067317
-2.932571532471453,-1.0667918427662015
-2.9231760983240154,-0.9721700145991486
-2.9222824081241336,-0.9629864617015912
-2.915975597275981,-0.8709598836128326
-2.910751964067769,-0.8172294074196871
-2.9081431766533647,-0.7618027095800433
-2.904975908772712,-0.7327737026299084
-2.9045037036670935,-0.7204185228311301
-2.8991602708898823,-0.6258080541135448
-2.899130738876211,-0.6106596384808346
-2.896708634799352,-0.5677466243313312
-2.8844976693497886,-0.42576537300193407
-2.8752839094581066,-0.28505110162679015
-2.8733749123966517,-0.2771503340330832
-2.8692819776257408,-0.23315629106365546
-2.862743890250174,-0.16343421289998045
-2.8618972743839377,-0.1117269269754613
-2.843569723744791,0.0661818282599596
-2.8293262759053297,0.10327336756445298
-2.818767981012674,0.12691429914249192
-2.816495098105423,0.1596331481663197
-2.8151720263944826,0.13480964811471796
-2.811987646544473,0.16456248310125018
-2.806002087770551,0.129386614789713
-2.7999193289873667,0.15162810706558477
-2.798743254575201,0.169841898338256
-2.792740764922426,0.11139939159666185
-2.7829262004290363,0.05957675631509939
-2.779541819728473,0.06483682082015059
-2.7767978201479857,0.004617893513874559
-2.775951420294609,0.03765003305507096
-2.7667422773032664,-0.0554376191553096
-2.765143255830636,-0.10523384572652487
-2.764202302689646,-0.07101032049651336
-2.763483601572954,-0.06756868975599195
-2.762707882184781,-0.0578280173700749
-2.761855084971547,-0.11160763215819494
-2.751651996523931,-0.19433090184387208
-2.7503757873648467,-0.20544855216262095
-2.7498502935594513,-0.22612720944655187
-2.7437665994335205,-0.25479196657621594
-2.7417228121250408,-0.29060890988405313
-2.7332639799311673,-0.4150207223186845
-2.73216977467688,-0.4273507530487678
-2.7139170967220982,-0.7064027945816944
-2.7109570991748386,-0.7273103784432109
-2.7103345197151363,-0.7470321489426482
-2.704023246272346,-0.8495139124793947
-2.6836070960727634,-1.156581059814201
-2.6758393326212584,-1.3378771990167742
-2.6677272922851025,-1.4373059251293832
-2.6661586315201875,-1.4254632440684039
-2.6618941191375716,-1.5215057362948898
-2.658527165555233,-1.5140647650193895
-2.6541834437093614,-1.6168434233624178
-2.651311321062821,-1.6564531847996147
-2.6507332424633465,-1.6677722878935457
-2.641608354414326,-1.8135106993416652
-2.628607807557271,-1.9208504254421472
-2.626936712170223,-1.9053007959837633
-2.623504904951375,-1.9770259286517846
-2.6209028882473655,-1.9883802573233431
-2.611123623224052,-2.063687527886013
-2.603545621956253,-2.0853475618638884
-2.5998760419369327,-2.1573373053347997
-2.5951678954145114,-2.2138189926850593
-2.5884563313313302,-2.115125894590235
-2.581541414465587,-2.172881608581008
-2.5814829902866014,-2.1262603385152867
-2.579371956527316,-2.1039921441547222
-2.5769813816772533,-2.1459795727661075
-2.5707776348374933,-2.1080682322852407
-2.5697846343352615,-2.1016843235287515
-2.5646247123090364,-2.119304972943177
-2.5497297711331024,-1.9892884512406475
-2.531590384500598,-1.763521320512116
-2.5312080358139992,-1.783098405676543
-2.5254704599093163,-1.6801587461729954
-2.5169973705014823,-1.570210578070072
-2.516251949527284,-1.5403082146086333
-2.5095152038856083,-1.380022750762132
-2.504026164913946,-1.2865603175719398
-2.4816433873227823,-0.8258606914736223
-2.4801181334563855,-0.7876428991584086
-2.4697844447438606,-0.5040840708363121
-2.4679629781530266,-0.5129380636018247
-2.4663305212323237,-0.473344626145116
