n_harmonics,base_freq,magnitudes,instruments
8,1.2485257718458,"[ 1.32959033  0.98635352 -1.56252425 -0.39366836 -0.19281814 -0.05865972
  1.50273668 -1.34626498]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.980771715520391,2.06144274662403
-2.9739462724263497,2.1626320123445613
-2.9619074284232285,2.2477507075559817
-2.9610384877701725,2.2190490623067283
-2.9545399476893666,2.2551885264428244
-2.951702166748661,2.2682631333521677
-2.944439267562572,2.318235883496982
-2.9415297164236858,2.2980927428008053
-2.9323856328592677,2.3233590438889493
-2.9274902683955517,2.3493225209985
-2.9217247793456878,2.337797604533665
-2.9106084033321387,2.3139192026651565
-2.9090983448606886,2.316964627839394
-2.8955677650606892,2.2549595832252365
-2.891499122415466,2.2244528294734556
-2.888007878258091,2.2137679002589032
-2.8864753327769597,2.192977590054664
-2.872454845040391,2.0620534817138774
-2.8711359516170036,2.037189997021392
-2.8680635678850166,2.0529822229303
-2.867495850174791,2.0140518535279415
-2.8547000876039395,1.8826869077729955
-2.841325480601996,1.710427064765525
-2.8388145522357906,1.6796497192659627
-2.834265000726563,1.6383126015215612
-2.831047461637384,1.5786848937278646
-2.828732204525628,1.548890221687232
-2.8243305344300227,1.4888520739817113
-2.8146175856190108,1.3298878187254544
-2.8141323240910836,1.318183492219785
-2.7967110419949517,1.0339367404969884
-2.7806486924306215,0.7395119696040693
-2.7803373552497552,0.7351828090817311
-2.772065712739458,0.5782210745474506
-2.771591301386879,0.5638586371265384
-2.77130956939448,0.5838693316585306
-2.7420030492251595,0.04161995849952783
-2.73352277170983,-0.12263690514933237
-2.73120869341777,-0.15999666261046422
-2.728760051891186,-0.19579832189609644
-2.7268475104624503,-0.25473076811359396
-2.7212529426178165,-0.33890136853742436
-2.7135197672565,-0.48214724530889075
-2.711473614785903,-0.5105205684046689
-2.703738149402168,-0.6606714024717915
-2.703000881484971,-0.6753499207995918
-2.7000548944171716,-0.6970755043457998
-2.6986040765459873,-0.7465128632201252
-2.691752915696701,-0.8645574361527436
-2.6840046212670288,-0.9489416304064837
-2.679780442673609,-1.0670071355262587
-2.679133815614601,-1.0786456217889067
-2.6725030814836686,-1.150206585223049
-2.6641497534893963,-1.2980988340321695
-2.6514798648807125,-1.4654682180385972
-2.650847238927439,-1.4641538917467987
-2.646906891630559,-1.5018455577286332
-2.6434447152236746,-1.543469251915132
-2.636232126445206,-1.6431345512259092
-2.6213243381555245,-1.7947812354738186
-2.6163933594824247,-1.8683215899190109
-2.6019420398477777,-1.9779168417231012
-2.5999483162903494,-1.991505719690145
-2.582433724686136,-2.0982813218023053
-2.578976192737725,-2.1112200577759643
-2.5788852373273485,-2.11398990006776
-2.576976071689364,-2.0897472193934084
-2.575799496397074,-2.1253987548180966
-2.5591414195250937,-2.190071780887081
-2.5558336888201723,-2.225906749122331
-2.5325594084864935,-2.2269932144909403
-2.5320523081725446,-2.1947595978573964
-2.5234882534936602,-2.2027124342131965
-2.5115653561785454,-2.1878754839664643
-2.506537910651997,-2.1582031592626296
