n_harmonics,base_freq,magnitudes,instruments
8,1.6165467149944512,"[-0.56253015  1.33780252 -1.14013113  0.35345503 -1.764515    0.24355876
 -0.67838425 -1.29812146]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.996896219989855,3.014683836860105
-2.9848903896155994,3.041966689581535
-2.983385725396015,3.03164230798004
-2.9778507054424184,2.981004231067378
-2.971267976685794,2.965238281209151
-2.969771812675382,2.921861546224108
-2.9618622520173323,2.862835390912505
-2.9527848865763526,2.7555189563667435
-2.9511050944894963,2.735337677769507
-2.9484455969616348,2.6989721619863256
-2.9422242276252484,2.651874178256287
-2.9374369452591687,2.48397306602776
-2.924693854977763,2.2858099750520267
-2.9226642856502463,2.277280582447033
-2.9196309238644274,2.1871525519734663
-2.911067185194619,2.0460900986323596
-2.902032372241798,1.7781252961882548
-2.9018933392492685,1.824975861911988
-2.8920873071425692,1.5693871918729376
-2.864281187330933,0.6457283804950771
-2.8623924099011386,0.6853385337191001
-2.8614880337849815,0.656630742787502
-2.859623671773873,0.5216454754174602
-2.8509922130813514,0.25022154093822535
-2.847062437077032,0.11572490985668885
-2.8411981054715616,-0.13567224630032831
-2.834637100709519,-0.3674720963661923
-2.832504239672013,-0.4815815881846289
-2.818257245017694,-1.0011134701908955
-2.8160411182128264,-0.9877685116931259
-2.810626207962589,-1.2282754726737641
-2.802500021108984,-1.493991882088747
-2.7982903159436154,-1.7139777026311724
-2.797233025448932,-1.734091178140259
-2.7893101183534847,-2.0630031884667175
-2.7890666935009345,-2.011186973149924
-2.781581497197437,-2.246772061128679
-2.781500870089322,-2.329294659951809
-2.7753639233366085,-2.478235595595411
-2.774276191178612,-2.5528379472033182
-2.7599855982470958,-2.9711003663370836
-2.7583379688840406,-2.998874218119186
-2.7577658918351236,-3.0510368446139506
-2.7533545491998663,-3.1231891655694484
-2.751843136266626,-3.2354719694789975
-2.742775957484282,-3.4811306617516427
-2.7417439180552323,-3.5131525012400853
-2.7371900843354053,-3.596756122485061
-2.734655100111212,-3.716558530861849
-2.731169699191881,-3.7329080864731483
-2.7236685142420773,-3.9309421105484184
-2.7183256197752668,-4.029527195924055
-2.7160772323776725,-4.059882530620088
-2.7104682927118575,-4.205407640874529
-2.702178115386767,-4.303696834780646
-2.699190188280756,-4.341846808117741
-2.6991155038981027,-4.361992887126248
-2.696132595813721,-4.403157530131076
-2.6756726637654396,-4.518018023717912
-2.6635598536418277,-4.527287316555175
-2.657625831333213,-4.459394608015223
-2.6500993531905435,-4.4509698582145125
-2.6450259409332952,-4.354777857503696
-2.6354437147940954,-4.219038231404953
-2.6292805972272237,-4.201931831546829
-2.626350899491333,-4.154943749505462
-2.6144419715835925,-3.9216449569765968
-2.61293709418866,-3.9383261495664144
-2.6101554672425715,-3.837450023122587
-2.608690040582072,-3.8066905093362973
-2.6028539278896736,-3.6940412816992216
-2.591309414066456,-3.3885026022601408
-2.588671744652424,-3.359436851309443
-2.5867215713193796,-3.342638451940683
-2.5756812049750106,-3.020673193724003
-2.5746798290742756,-2.8940189653141575
-2.5647863462081757,-2.6164368529162845
-2.56106027128249,-2.5632401192312084
-2.5570209460859092,-2.4482656655707915
-2.556784516648146,-2.4392746895068043
-2.549531371080996,-2.0815069066613328
-2.548853301931051,-2.114853421447276
-2.548648113778941,-2.144966893520804
-2.533874439466161,-1.6403337532916025
-2.528861189834683,-1.517864233720289
-2.5181630549598366,-1.0753400406260156
-2.5148585560605206,-1.0380551161570633
-2.51186719316378,-0.9298483357167632
-2.4968231487202615,-0.45330963586494155
-2.490481234020333,-0.22132320081532975
-2.47738816482591,0.08864499261668328
-2.4773533635937848,0.07352196884311539
-2.4770948145777325,0.11921033096521123
-2.473170224410841,0.1560301303860273
-2.464668586069459,0.4140453070527772
-2.463358043136279,0.438186109597191
-2.460307933926253,0.5283119675229314
-2.453346341093505,0.6768666535024307
-2.447048795916267,0.8288600195970293
-2.446427976617032,0.7985059812328912
-2.44377699902633,0.8764382396909599
-2.4382309686340085,0.889070771838529
-2.431690486688889,1.0738716720119341
-2.4299855137308386,1.0858445240795223
-2.42878513756669,1.0476509798407356
-2.418694056015637,1.1810835571851936
-2.4136942869543683,1.201226370375661
-2.4057153431480014,1.256649415375251
-2.4002809868357597,1.3165144058311709
-2.3963341740572233,1.2636026464470842
-2.391167713460158,1.309628278361233
-2.385889556695463,1.2928021437851789
-2.3850044121082528,1.241303469777129
-2.3838127608948354,1.275819271630838
-2.379864897303918,1.236289017280528
-2.3641006693424087,1.1410628371367433
-2.3575089435399565,1.028768341101392
-2.3512115757280814,0.9800027932441528
-2.348132899353411,0.8990795277189266
-2.337930612485644,0.7769785662454396
-2.33777134319768,0.836640549887723
-2.3367701108550194,0.7770797346962212
-2.3352311406844284,0.7820708743030759
-2.3298652945938203,0.6405326589084889
-2.3231767446872675,0.5613993607592683
-2.3217890460574546,0.4963964803204203
-2.3197301178786973,0.49177988404123363
-2.310707263659665,0.2865006233557583
-2.30683065888475,0.13303069245417745
-2.295011117758846,-0.12007186646250448
-2.290656289968093,-0.2558090724515556
-2.2878031969224693,-0.29010685169550876
-2.2784965163893283,-0.5587355339647635
