n_harmonics,base_freq,magnitudes,instruments
8,4.313430115235503,"[-0.02905183  0.15342266  0.24525619 -0.14698496 -0.94038098  1.56794573
  0.05535798 -1.88037009]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.98685631460713,-0.3778006845523708
-2.985964156808574,-0.38188143181055834
-2.98404358377074,-0.485769684593983
-2.970931843722397,-0.9588914658112563
-2.9652633453074495,-1.0491182738764275
-2.960165104360451,-1.1222786670779603
-2.956015925331721,-1.1224719970774606
-2.9523772798942445,-1.1312662072764728
-2.9506218394154695,-1.1272120988774403
-2.950438746247545,-1.089612854152979
-2.9422323782281476,-0.9607637534995533
-2.928958233040994,-0.5430265236623836
-2.9207429003990972,-0.24913286863959433
-2.917235911447353,-0.09051483833614839
-2.9145081191582705,0.014671713762594497
-2.9031401111586748,0.44899236824293276
-2.900963710939749,0.5183859283989001
-2.896248687591182,0.654666092528385
-2.8910303105345903,0.8011622627649273
-2.8901526314359973,0.7936240845706469
-2.878248908968753,0.903685657648549
-2.8779897247925597,0.9101625369087859
-2.870984904352526,0.8396742634959145
-2.8574345040731055,0.43436102312284425
-2.8549297250961363,0.369133758285312
-2.8523118384257766,0.2353637274007186
-2.851463442776579,0.17744548037249264
-2.8482694636183328,0.03347642958194986
-2.8429172951091433,-0.27594408922993774
-2.8394039341146815,-0.5047622910429095
-2.8390389713863917,-0.5340245978844563
-2.8365976576291736,-0.7206130045530451
-2.832547540710029,-0.9692023359100591
-2.8206404197507142,-1.8107162855342585
-2.812360164323877,-2.3617743229999713
-2.810105371687877,-2.4856220122885877
-2.8097414560745753,-2.5196844213678737
-2.8063678484425822,-2.6695533032722945
-2.8057216522148583,-2.699150735867464
-2.7819134516054413,-3.4516718639029653
-2.7721028516179844,-3.335725961028703
-2.7638923881608024,-3.110882644265093
-2.7636359835300146,-3.0765767001767856
-2.7628376246249093,-3.033788050027475
-2.762288057390112,-3.0138817005183856
-2.7604516289320666,-2.939404864346039
-2.75947386839734,-2.914841081080092
-2.754785872098984,-2.630358510799291
-2.7523757562933358,-2.442943416968146
-2.749830349690722,-2.2985222490936397
-2.7469980610313547,-2.1106293048213036
