n_harmonics,base_freq,magnitudes,instruments
9,4.747090150906428,"[-0.47813074  0.35424035  0.01676619  0.08242076 -0.25554096  0.39317623
  3.030701    0.36732439 -0.25051678]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9998386889072792,-1.5660608674900478
-2.9996032845974887,-1.5854653213956311
-2.997896630678472,-1.5422409980598248
-2.9969705833589413,-1.5040493510184518
-2.993425162727954,-1.4361779121457539
-2.9907588716508147,-1.3305199524315703
-2.980717708832182,-1.215298283606305
-2.9761855967177384,-1.121766019873732
-2.976168452180235,-1.1221810463098962
-2.965114450957647,-1.0526039176684243
-2.9637923339684713,-1.0131508787947883
-2.9539809200559306,-1.0216191965413215
-2.952673508972409,-1.0239152822437396
-2.9475196554818943,-1.1240091806326384
-2.944492496039861,-1.1292143724189936
-2.9434731384865502,-1.1727773164116004
-2.9406287966960236,-1.2241087255526828
-2.9286198155727625,-1.3669199976132815
-2.9158243023743116,-1.5099837513862884
-2.913718959341872,-1.4971257783788077
-2.9123529856232713,-1.5023594112359393
-2.9085049165806875,-1.4781746254306596
-2.8999355976416563,-1.3507764686071497
-2.8968625299808526,-1.2497811577322278
-2.886496969612319,-0.8922610700412844
-2.8848286119290587,-0.806894385930453
-2.8803180896394496,-0.5413420252577992
-2.874694561014035,-0.0921742418806169
-2.871794423294775,0.1095920565196167
-2.8641925420138348,0.6759430961991989
-2.863341538189685,0.7345267738385869
-2.862356176506962,0.8170844252734847
-2.850866841006021,1.7921886626698456
-2.849277821848258,1.887168742035894
-2.844664012262223,2.2812540345035663
-2.830150014187912,3.1583276227679047
-2.8216604290656764,3.441879370704895
-2.8006965230705183,3.0945889889153895
-2.7978521308983417,2.948672791082437
-2.7890081694796978,2.277898483231155
-2.781744218228834,1.5320406804110842
-2.779052349990198,1.2579622644719848
-2.7672516235750866,-0.16914169895346828
-2.756873330091017,-1.3827620027179321
-2.7538769749723553,-1.7731782364615838
-2.7480765626060704,-2.4245806778855634
-2.7424790448039333,-3.0055937275135727
-2.7371270454931786,-3.474160853193135
-2.736065834462824,-3.6213552186473676
-2.7347585854907077,-3.721699953852946
-2.714441742154377,-4.686583373533074
-2.697825536508728,-4.6507221034164505
-2.6933597089683974,-4.474108860781839
-2.689981880579796,-4.35549750195114
-2.686844446805627,-4.158253247442839
-2.679941318298563,-3.8430422926494447
-2.6790151342643655,-3.7909342692518897
-2.6789067177596717,-3.794039915303181
-2.6779422081241364,-3.694026635001864
-2.671128111458931,-3.250425976763058
-2.6669050340507328,-2.9826736410461083
-2.6577993023625934,-2.443727500494851
-2.6524521207692944,-2.0299500299445077
-2.6319094384639143,-0.7997134643688644
-2.6306924176964284,-0.7351897403038892
-2.6219428753658214,-0.3543923512386761
-2.621534807199213,-0.33152532922568645
-2.6091767251959883,0.15457514097338845
-2.6088835883759307,0.18774621976629455
-2.605919443194521,0.2647458756747256
-2.6005914296785093,0.4715571681536329
-2.599414267228571,0.46720673177599825
-2.5881286504024734,0.7009645087262355
-2.588071905430801,0.6770760812865474
-2.5821507253719354,0.7643027772620891
-2.5803868732720097,0.793833347778489
