n_harmonics,base_freq,magnitudes,instruments
10,2.282929085252803,"[ 0.80752853  0.2121501   0.80338841 -0.14001413 -1.55715651  1.48933438
 -0.76600002  1.32226075  1.1251432  -0.3664224 ]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9936204935647464,4.606543957519631
-2.987872510632265,4.695783797690306
-2.9712116388582466,5.157160033559413
-2.9662411169160916,5.225298393238558
-2.9636614045651686,5.220539927769947
-2.962658545213097,5.24997275264826
-2.9600446547122203,5.319165791457886
-2.959859390545787,5.3001701889855815
-2.956308145353493,5.34065783213069
-2.9538482159898773,5.366069133652268
-2.9475557561761305,5.440796885653917
-2.947086485456946,5.459628472545623
-2.9469009352591895,5.433780669107121
-2.9452849717180394,5.453778368677537
-2.9254916230961316,5.431151177532484
-2.922183612919388,5.43687954287938
-2.901633430254007,5.126382241900322
-2.899148250544281,5.087184541407847
-2.895011973359308,4.972205683853298
-2.8940589132532866,4.983815108972512
-2.892594487727238,4.92206008862783
-2.8908110766603192,4.881555334867928
-2.887918682295604,4.767405691309267
-2.884366610876328,4.669445102929942
-2.882341530482173,4.631784909899763
-2.8530432443562805,3.4608086060603993
-2.852946052950564,3.4365152509977634
-2.85113400589519,3.3758669451806393
-2.8433175804266515,2.986609158649813
-2.8355002070155138,2.6328536650362966
-2.8348701355514763,2.576781254578087
-2.8151713420466753,1.6192048580258278
-2.8097942664944693,1.363393279984371
-2.800838809672944,0.9057444483331166
-2.7992551558181775,0.8563762355067337
-2.7988496530806257,0.8205917113914029
-2.7857546299583325,0.22028773937904328
-2.775203666497214,-0.19075182404204824
-2.772329430473391,-0.2905905425109841
-2.7669250169317676,-0.5162117669325135
-2.7652888092538763,-0.5632077075083708
-2.7437581372658197,-1.2266649348838174
-2.7369655670551705,-1.442265076623118
-2.72530616853441,-1.6859397820190964
-2.7074610150107894,-2.0058440846478653
-2.7012356763328635,-2.024247212029701
-2.691725803002025,-2.1430459247986713
-2.690971738316364,-2.138884350634342
-2.687365681924782,-2.1714681393813744
-2.68730491769092,-2.2108031042119842
-2.6833541884035172,-2.244844011509779
-2.6710210820698306,-2.291881847769808
-2.6708477054392494,-2.271834311858554
-2.6693359618620973,-2.315928885499343
-2.6659282731047163,-2.289742456454712
-2.6611923572437384,-2.2937000647429544
-2.660627024665655,-2.3000284718840627
-2.6583994451353705,-2.2898423325755615
-2.64836666881018,-2.3786045013507
-2.645327866461433,-2.362198235859866
-2.6404979322667526,-2.3151552020593433
-2.6387499403516275,-2.3552774450645724
-2.6381143224536996,-2.3158190621972143
-2.634832698683552,-2.3610686286368434
-2.622822274538512,-2.2892147696335337
-2.620849977014079,-2.2678713979636185
-2.6131786006704276,-2.2866248829024425
